,PP_3251_2,PP_3265_1,PP_3265_2,PP_3265_3,PP_6014_1,PP_6014_2,PP_6015_1,PP_6036_1,PP_6036_2,PP_6038_1,PP_6038_2,PP_6127_1
60,760.403416874849,766.2733792748418,766.2733792748418,766.2733792748418,990.9186343245494,990.9186343245494,940.7593144760524,1038.8525698775022,1038.8525698775022,1051.9556808742145,1051.9556808742145,887.5633606720406
61,760.403416874849,766.6893800236337,766.6893800236337,766.6893800236337,990.9186343245494,990.9186343245494,940.7593144760524,1039.416550642908,1039.416550642908,1052.5267751635056,1052.5267751635056,888.0452083162709
62,760.403416874849,765.9613787132478,765.9613787132478,765.9613787132478,990.9186343245494,990.9186343245494,940.7593144760524,1038.429584303448,1038.429584303448,1051.5273601572462,1051.5273601572462,887.201974938868
63,761.8486582319284,766.1693790876437,766.1693790876437,766.1693790876437,992.80199854944,992.80199854944,942.5473446691916,1038.7115746861507,1038.7115746861507,1051.8129073018918,1051.8129073018918,887.4428987609831
64,761.022806027883,766.4813796492377,766.4813796492377,766.4813796492377,991.7257904209312,991.7257904209312,941.5256131302548,1039.134560260205,1039.134560260205,1052.24122801886,1052.24122801886,887.8042844941558
65,761.642195180917,766.2733792748418,766.2733792748418,766.2733792748418,992.5329465173128,992.5329465173128,942.2919117844576,1038.8525698775022,1038.8525698775022,1051.9556808742145,1051.9556808742145,887.5633606720406
66,761.022806027883,766.1693790876437,766.1693790876437,766.1693790876437,991.7257904209312,991.7257904209312,941.5256131302548,1038.7115746861507,1038.7115746861507,1051.8129073018918,1051.8129073018918,887.4428987609831
67,760.6098799258602,766.0653789004458,766.0653789004458,766.0653789004458,991.1876863566766,991.1876863566766,941.0147473607864,1038.5705794947994,1038.5705794947994,1051.670133729569,1051.670133729569,887.3224368499256
68,760.1969538238376,766.1693790876437,766.1693790876437,766.1693790876437,990.6495822924222,990.6495822924222,940.503881591318,1038.7115746861507,1038.7115746861507,1051.8129073018918,1051.8129073018918,887.4428987609831
69,759.9904907728262,766.1693790876437,766.1693790876437,766.1693790876437,990.380530260295,990.380530260295,940.248448706584,1038.7115746861507,1038.7115746861507,1051.8129073018918,1051.8129073018918,887.4428987609831
70,760.1969538238376,766.5853798364358,766.5853798364358,766.5853798364358,990.6495822924222,990.6495822924222,940.503881591318,1039.2755554515566,1039.2755554515566,1052.3840015911828,1052.3840015911828,887.9247464052133
71,760.6098799258602,766.5853798364358,766.5853798364358,766.5853798364358,991.1876863566766,991.1876863566766,941.0147473607864,1039.2755554515566,1039.2755554515566,1052.3840015911828,1052.3840015911828,887.9247464052133
72,759.3711016197921,765.8573785260498,765.8573785260498,765.8573785260498,989.5733741639134,989.5733741639134,939.4821500523811,1038.2885891120964,1038.2885891120964,1051.3845865849235,1051.3845865849235,887.0815130278104
73,760.403416874849,766.6893800236337,766.6893800236337,766.6893800236337,990.9186343245494,990.9186343245494,940.7593144760524,1039.416550642908,1039.416550642908,1052.5267751635056,1052.5267751635056,888.0452083162709
74,759.5775646708034,766.5853798364358,766.5853798364358,766.5853798364358,989.8424261960406,989.8424261960406,939.7375829371156,1039.2755554515566,1039.2755554515566,1052.3840015911828,1052.3840015911828,887.9247464052133
75,760.6098799258602,766.7933802108317,766.7933802108317,766.7933802108317,991.1876863566766,991.1876863566766,941.0147473607864,1039.5575458342594,1039.5575458342594,1052.6695487358284,1052.6695487358284,888.1656702273284
76,760.6098799258602,767.0013805852278,767.0013805852278,767.0013805852278,991.1876863566766,991.1876863566766,941.0147473607864,1039.8395362169624,1039.8395362169624,1052.955095880474,1052.955095880474,888.4065940494435
77,760.1969538238376,767.0013805852278,767.0013805852278,767.0013805852278,990.6495822924222,990.6495822924222,940.503881591318,1039.8395362169624,1039.8395362169624,1052.955095880474,1052.955095880474,888.4065940494435
78,761.022806027883,767.2093809596238,767.2093809596238,767.2093809596238,991.7257904209312,991.7257904209312,941.5256131302548,1040.1215265996652,1040.1215265996652,1053.2406430251194,1053.2406430251194,888.6475178715586
79,760.8163429768716,767.1053807724257,767.1053807724257,767.1053807724257,991.4567383888038,991.4567383888038,941.2701802455208,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
80,761.2292690788944,767.1053807724257,767.1053807724257,767.1053807724257,991.9948424530584,991.9948424530584,941.7810460149892,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
81,761.022806027883,767.3133811468217,767.3133811468217,767.3133811468217,991.7257904209312,991.7257904209312,941.5256131302548,1040.2625217910168,1040.2625217910168,1053.3834165974422,1053.3834165974422,888.7679797826162
82,761.2292690788944,767.4173813340198,767.4173813340198,767.4173813340198,991.9948424530584,991.9948424530584,941.7810460149892,1040.4035169823683,1040.4035169823683,1053.526190169765,1053.526190169765,888.8884416936737
83,760.6098799258602,767.2093809596238,767.2093809596238,767.2093809596238,991.1876863566766,991.1876863566766,941.0147473607864,1040.1215265996652,1040.1215265996652,1053.2406430251194,1053.2406430251194,888.6475178715586
84,761.8486582319284,767.6253817084157,767.6253817084157,767.6253817084157,992.80199854944,992.80199854944,942.5473446691916,1040.685507365071,1040.685507365071,1053.8117373144105,1053.8117373144105,889.1293655157888
85,761.4357321299058,767.2093809596238,767.2093809596238,767.2093809596238,992.2638944851856,992.2638944851856,942.0364788997232,1040.1215265996652,1040.1215265996652,1053.2406430251194,1053.2406430251194,888.6475178715586
86,761.2292690788944,767.2093809596238,767.2093809596238,767.2093809596238,991.9948424530584,991.9948424530584,941.7810460149892,1040.1215265996652,1040.1215265996652,1053.2406430251194,1053.2406430251194,888.6475178715586
87,761.4357321299058,767.0013805852278,767.0013805852278,767.0013805852278,992.2638944851856,992.2638944851856,942.0364788997232,1039.8395362169624,1039.8395362169624,1052.955095880474,1052.955095880474,888.4065940494435
88,761.8486582319284,767.3133811468217,767.3133811468217,767.3133811468217,992.80199854944,992.80199854944,942.5473446691916,1040.2625217910168,1040.2625217910168,1053.3834165974422,1053.3834165974422,888.7679797826162
89,761.2292690788944,767.3133811468217,767.3133811468217,767.3133811468217,991.9948424530584,991.9948424530584,941.7810460149892,1040.2625217910168,1040.2625217910168,1053.3834165974422,1053.3834165974422,888.7679797826162
90,762.0551212829398,767.1053807724257,767.1053807724257,767.1053807724257,993.0710505815672,993.0710505815672,942.802777553926,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
91,761.642195180917,766.8973803980297,766.8973803980297,766.8973803980297,992.5329465173128,992.5329465173128,942.2919117844576,1039.698541025611,1039.698541025611,1052.8123223081511,1052.8123223081511,888.2861321383859
92,761.642195180917,766.6893800236337,766.6893800236337,766.6893800236337,992.5329465173128,992.5329465173128,942.2919117844576,1039.416550642908,1039.416550642908,1052.5267751635056,1052.5267751635056,888.0452083162709
93,761.2292690788944,767.2093809596238,767.2093809596238,767.2093809596238,991.9948424530584,991.9948424530584,941.7810460149892,1040.1215265996652,1040.1215265996652,1053.2406430251194,1053.2406430251194,888.6475178715586
94,761.2292690788944,766.8973803980297,766.8973803980297,766.8973803980297,991.9948424530584,991.9948424530584,941.7810460149892,1039.698541025611,1039.698541025611,1052.8123223081511,1052.8123223081511,888.2861321383859
95,761.2292690788944,767.1053807724257,767.1053807724257,767.1053807724257,991.9948424530584,991.9948424530584,941.7810460149892,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
96,760.8163429768716,767.1053807724257,767.1053807724257,767.1053807724257,991.4567383888038,991.4567383888038,941.2701802455208,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
97,760.6098799258602,767.2093809596238,767.2093809596238,767.2093809596238,991.1876863566766,991.1876863566766,941.0147473607864,1040.1215265996652,1040.1215265996652,1053.2406430251194,1053.2406430251194,888.6475178715586
98,761.2292690788944,766.6893800236337,766.6893800236337,766.6893800236337,991.9948424530584,991.9948424530584,941.7810460149892,1039.416550642908,1039.416550642908,1052.5267751635056,1052.5267751635056,888.0452083162709
99,761.2292690788944,767.3133811468217,767.3133811468217,767.3133811468217,991.9948424530584,991.9948424530584,941.7810460149892,1040.2625217910168,1040.2625217910168,1053.3834165974422,1053.3834165974422,888.7679797826162
100,761.642195180917,767.1053807724257,767.1053807724257,767.1053807724257,992.5329465173128,992.5329465173128,942.2919117844576,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
101,762.0551212829398,767.1053807724257,767.1053807724257,767.1053807724257,993.0710505815672,993.0710505815672,942.802777553926,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
102,761.642195180917,767.2093809596238,767.2093809596238,767.2093809596238,992.5329465173128,992.5329465173128,942.2919117844576,1040.1215265996652,1040.1215265996652,1053.2406430251194,1053.2406430251194,888.6475178715586
103,761.642195180917,767.0013805852278,767.0013805852278,767.0013805852278,992.5329465173128,992.5329465173128,942.2919117844576,1039.8395362169624,1039.8395362169624,1052.955095880474,1052.955095880474,888.4065940494435
104,761.642195180917,767.1053807724257,767.1053807724257,767.1053807724257,992.5329465173128,992.5329465173128,942.2919117844576,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
105,761.4357321299058,767.3133811468217,767.3133811468217,767.3133811468217,992.2638944851856,992.2638944851856,942.0364788997232,1040.2625217910168,1040.2625217910168,1053.3834165974422,1053.3834165974422,888.7679797826162
106,761.4357321299058,767.2093809596238,767.2093809596238,767.2093809596238,992.2638944851856,992.2638944851856,942.0364788997232,1040.1215265996652,1040.1215265996652,1053.2406430251194,1053.2406430251194,888.6475178715586
107,761.2292690788944,767.3133811468217,767.3133811468217,767.3133811468217,991.9948424530584,991.9948424530584,941.7810460149892,1040.2625217910168,1040.2625217910168,1053.3834165974422,1053.3834165974422,888.7679797826162
108,761.4357321299058,767.3133811468217,767.3133811468217,767.3133811468217,992.2638944851856,992.2638944851856,942.0364788997232,1040.2625217910168,1040.2625217910168,1053.3834165974422,1053.3834165974422,888.7679797826162
109,761.8486582319284,767.1053807724257,767.1053807724257,767.1053807724257,992.80199854944,992.80199854944,942.5473446691916,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
110,761.642195180917,767.0013805852278,767.0013805852278,767.0013805852278,992.5329465173128,992.5329465173128,942.2919117844576,1039.8395362169624,1039.8395362169624,1052.955095880474,1052.955095880474,888.4065940494435
111,761.642195180917,767.3133811468217,767.3133811468217,767.3133811468217,992.5329465173128,992.5329465173128,942.2919117844576,1040.2625217910168,1040.2625217910168,1053.3834165974422,1053.3834165974422,888.7679797826162
112,762.2615843339512,767.5213815212177,767.5213815212177,767.5213815212177,993.3401026136944,993.3401026136944,943.05821043866,1040.5445121737196,1040.5445121737196,1053.6689637420877,1053.6689637420877,889.0089036047312
113,761.642195180917,766.6893800236337,766.6893800236337,766.6893800236337,992.5329465173128,992.5329465173128,942.2919117844576,1039.416550642908,1039.416550642908,1052.5267751635056,1052.5267751635056,888.0452083162709
114,761.2292690788944,766.6893800236337,766.6893800236337,766.6893800236337,991.9948424530584,991.9948424530584,941.7810460149892,1039.416550642908,1039.416550642908,1052.5267751635056,1052.5267751635056,888.0452083162709
115,761.642195180917,766.8973803980297,766.8973803980297,766.8973803980297,992.5329465173128,992.5329465173128,942.2919117844576,1039.698541025611,1039.698541025611,1052.8123223081511,1052.8123223081511,888.2861321383859
116,761.642195180917,766.5853798364358,766.5853798364358,766.5853798364358,992.5329465173128,992.5329465173128,942.2919117844576,1039.2755554515566,1039.2755554515566,1052.3840015911828,1052.3840015911828,887.9247464052133
117,761.2292690788944,767.0013805852278,767.0013805852278,767.0013805852278,991.9948424530584,991.9948424530584,941.7810460149892,1039.8395362169624,1039.8395362169624,1052.955095880474,1052.955095880474,888.4065940494435
118,761.022806027883,767.2093809596238,767.2093809596238,767.2093809596238,991.7257904209312,991.7257904209312,941.5256131302548,1040.1215265996652,1040.1215265996652,1053.2406430251194,1053.2406430251194,888.6475178715586
119,760.6098799258602,766.8973803980297,766.8973803980297,766.8973803980297,991.1876863566766,991.1876863566766,941.0147473607864,1039.698541025611,1039.698541025611,1052.8123223081511,1052.8123223081511,888.2861321383859
120,758.751712466758,766.7933802108317,766.7933802108317,766.7933802108317,988.7662180675316,988.7662180675316,938.7158513981786,1039.5575458342594,1039.5575458342594,1052.6695487358284,1052.6695487358284,888.1656702273284
121,760.1969538238376,766.8973803980297,766.8973803980297,766.8973803980297,990.6495822924222,990.6495822924222,940.503881591318,1039.698541025611,1039.698541025611,1052.8123223081511,1052.8123223081511,888.2861321383859
122,759.5775646708034,767.2093809596238,767.2093809596238,767.2093809596238,989.8424261960406,989.8424261960406,939.7375829371156,1040.1215265996652,1040.1215265996652,1053.2406430251194,1053.2406430251194,888.6475178715586
123,760.8163429768716,767.1053807724257,767.1053807724257,767.1053807724257,991.4567383888038,991.4567383888038,941.2701802455208,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
124,760.403416874849,767.1053807724257,767.1053807724257,767.1053807724257,990.9186343245494,990.9186343245494,940.7593144760524,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
125,760.6098799258602,767.2093809596238,767.2093809596238,767.2093809596238,991.1876863566766,991.1876863566766,941.0147473607864,1040.1215265996652,1040.1215265996652,1053.2406430251194,1053.2406430251194,888.6475178715586
126,760.1969538238376,767.5213815212177,767.5213815212177,767.5213815212177,990.6495822924222,990.6495822924222,940.503881591318,1040.5445121737196,1040.5445121737196,1053.6689637420877,1053.6689637420877,889.0089036047312
127,762.0551212829398,767.4173813340198,767.4173813340198,767.4173813340198,993.0710505815672,993.0710505815672,942.802777553926,1040.4035169823683,1040.4035169823683,1053.526190169765,1053.526190169765,888.8884416936737
128,761.4357321299058,767.1053807724257,767.1053807724257,767.1053807724257,992.2638944851856,992.2638944851856,942.0364788997232,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
129,761.642195180917,767.2093809596238,767.2093809596238,767.2093809596238,992.5329465173128,992.5329465173128,942.2919117844576,1040.1215265996652,1040.1215265996652,1053.2406430251194,1053.2406430251194,888.6475178715586
130,760.403416874849,767.4173813340198,767.4173813340198,767.4173813340198,990.9186343245494,990.9186343245494,940.7593144760524,1040.4035169823683,1040.4035169823683,1053.526190169765,1053.526190169765,888.8884416936737
131,761.022806027883,767.4173813340198,767.4173813340198,767.4173813340198,991.7257904209312,991.7257904209312,941.5256131302548,1040.4035169823683,1040.4035169823683,1053.526190169765,1053.526190169765,888.8884416936737
132,761.022806027883,767.1053807724257,767.1053807724257,767.1053807724257,991.7257904209312,991.7257904209312,941.5256131302548,1039.980531408314,1039.980531408314,1053.0978694527967,1053.0978694527967,888.5270559605011
133,761.022806027883,767.6253817084157,767.6253817084157,767.6253817084157,991.7257904209312,991.7257904209312,941.5256131302548,1040.685507365071,1040.685507365071,1053.8117373144105,1053.8117373144105,889.1293655157888
134,761.4357321299058,767.6253817084157,767.6253817084157,767.6253817084157,992.2638944851856,992.2638944851856,942.0364788997232,1040.685507365071,1040.685507365071,1053.8117373144105,1053.8117373144105,889.1293655157888
135,760.6098799258602,767.3133811468217,767.3133811468217,767.3133811468217,991.1876863566766,991.1876863566766,941.0147473607864,1040.2625217910168,1040.2625217910168,1053.3834165974422,1053.3834165974422,888.7679797826162
