line,n_10002,n_10009,n_10012,n_10013,n_10014,n_10015,n_10016,n_10017,n_10018,n_10019,n_10022,n_10023,n_10024,n_10025,n_10026,n_10029,n_10037,n_10038,n_10039,n_10040,n_10041,n_10042,n_10043,n_10044,n_10045,n_10047,n_10048,n_10051,n_10052,n_10053,n_10054,n_10058,n_10123,n_10126,n_10239,n_10240,n_1048,n_10584,n_1060,n_1061,n_1063,n_1069,n_10707,n_1081,n_10835,n_10836,n_10875,n_11709,n_11731,n_11735,n_11742,n_11744,n_11747,n_11856,n_12162,n_12414,n_12417,n_12430,n_12432,n_12439,n_1258,n_13267,n_13300,n_13301,n_13431,n_13478,n_13721,n_13841,n_13843,n_13956,n_13964,n_13988,n_14000,n_14001,n_14002,n_14003,n_14006,n_14015,n_14021,n_14027,n_14029,n_14030,n_14031,n_14032,n_14033,n_14034,n_14035,n_14045,n_14194,n_14258,n_14283,n_14301,n_14322,n_14366,n_14488,n_14492,n_14494,n_14496,n_14497,n_14502,n_14503,n_14504,n_14505,n_14508,n_14510,n_14521,n_14522,n_14523,n_14528,n_14549,n_14569,n_14570,n_14571,n_14573,n_14574,n_14575,n_14576,n_14577,n_14593,n_14626,n_14722,n_14783,n_1500,n_1506,n_1508,n_1514,n_1517,n_15226,n_15511,n_15512,n_15609,n_15622,n_15626,n_15628,n_15629,n_15630,n_15632,n_15641,n_15661,n_15662,n_15664,n_15666,n_15689,n_15690,n_15691,n_15692,n_1572,n_1575,n_15775,n_15776,n_15777,n_15782,n_15824,n_15825,n_15826,n_15847,n_1586,n_16162,n_16281,n_16289,n_16404,n_16490,n_16911,n_17072,n_17163,n_17246,n_1754,n_17632,n_17633,n_17889,n_17890,n_17891,n_17892,n_17955,n_17983,n_17984,n_17985,n_18026,n_18137,n_18262,n_18267,n_18268,n_18269,n_18270,n_18271,n_18277,n_18278,n_18279,n_18280,n_18281,n_18282,n_18283,n_18284,n_18285,n_18286,n_18289,n_18290,n_18291,n_18292,n_18293,n_18294,n_18295,n_18296,n_18297,n_18298,n_18299,n_18301,n_18302,n_18303,n_18304,n_18308,n_18310,n_1834,n_1837,n_18493,n_1850,n_1851,n_18688,n_18689,n_18690,n_18691,n_18692,n_18693,n_18694,n_18696,n_18697,n_18698,n_18699,n_18700,n_18703,n_18704,n_18705,n_18706,n_18707,n_18708,n_18709,n_18710,n_18865,n_18866,n_18867,n_18868,n_18869,n_18870,n_18990,n_18992,n_19163,n_1918,n_19221,n_19222,n_19223,n_19224,n_19230,n_19233,n_1924,n_19358,n_1953,n_1960,n_19629,n_19634,n_1987,n_1990,n_1998,n_20106,n_20136,n_20153,n_20311,n_2042,n_2044,n_2050,n_2053,n_20562,n_207,n_2086,n_20880,n_20881,n_20882,n_20883,n_20895,n_20896,n_20897,n_20980,n_2106,n_21118,n_21135,n_21284,n_21285,n_21559,n_21560,n_21770,n_218,n_22421,n_22422,n_22425,n_22426,n_22427,n_22428,n_22521,n_22537,n_22538,n_22539,n_22540,n_22541,n_22542,n_22543,n_22544,n_22546,n_22548,n_22549,n_22589,n_22590,n_22591,n_22592,n_22602,n_22609,n_22611,n_22612,n_22779,n_22813,n_22814,n_22815,n_22816,n_22817,n_22818,n_22867,n_22868,n_229,n_23582,n_23583,n_23584,n_23585,n_23586,n_23596,n_23598,n_23599,n_23600,n_23766,n_23767,n_23768,n_23769,n_23770,n_23771,n_23772,n_23773,n_23774,n_23775,n_23776,n_23777,n_23778,n_23779,n_23780,n_23781,n_23782,n_23783,n_23784,n_23785,n_23786,n_23787,n_23788,n_23789,n_23790,n_23792,n_23793,n_23794,n_23795,n_23796,n_23797,n_23798,n_23799,n_23800,n_23801,n_23802,n_23803,n_23804,n_23805,n_23809,n_23810,n_23812,n_23813,n_23814,n_23815,n_23816,n_23817,n_23818,n_23819,n_23822,n_23823,n_23824,n_23825,n_23826,n_23827,n_23842,n_23843,n_23844,n_23845,n_23846,n_23847,n_23848,n_23849,n_23850,n_23853,n_23854,n_23855,n_23856,n_23857,n_23858,n_23859,n_23861,n_23899,n_23900,n_23901,n_23902,n_2411,n_2412,n_2414,n_2415,n_2416,n_2417,n_2418,n_24341,n_244,n_25047,n_25052,n_25970,n_26041,n_26042,n_26258,n_26264,n_26265,n_26267,n_26268,n_26269,n_26270,n_26271,n_26272,n_26273,n_26274,n_26275,n_26276,n_26292,n_26302,n_26303,n_26304,n_26569,n_26570,n_26833,n_26871,n_275,n_27690,n_27913,n_27914,n_27915,n_27917,n_27918,n_27919,n_27920,n_27921,n_27922,n_28106,n_28107,n_28108,n_28114,n_28211,n_28220,n_28275,n_28295,n_28296,n_28297,n_28298,n_28299,n_28300,n_28301,n_28302,n_28303,n_28304,n_28305,n_28306,n_28307,n_28308,n_28309,n_28310,n_28311,n_28332,n_28470,n_28471,n_28501,n_28502,n_28504,n_28505,n_28506,n_28509,n_28601,n_28617,n_28625,n_28635,n_28636,n_28652,n_28662,n_28663,n_28664,n_28665,n_28666,n_28667,n_28668,n_28669,n_28670,n_28671,n_28673,n_28697,n_28698,n_28699,n_28700,n_28702,n_28703,n_28704,n_28706,n_28707,n_28710,n_28711,n_28714,n_28718,n_28719,n_28766,n_28767,n_28770,n_28771,n_28779,n_28803,n_28842,n_28945,n_28946,n_28947,n_28951,n_28953,n_28954,n_28955,n_28990,n_28991,n_28993,n_28994,n_28995,n_28996,n_28998,n_28999,n_29000,n_29001,n_29002,n_29003,n_29004,n_29005,n_29006,n_29007,n_29008,n_29009,n_29010,n_29011,n_29012,n_29015,n_29016,n_29017,n_29018,n_29019,n_29020,n_29021,n_29022,n_29024,n_2907,n_29226,n_29228,n_29239,n_29240,n_29255,n_29262,n_29275,n_29284,n_29293,n_29477,n_29559,n_29630,n_29661,n_29803,n_29872,n_29873,n_29874,n_29924,n_29953,n_29962,n_29970,n_29973,n_29979,n_29983,n_3,n_30061,n_30062,n_30064,n_30065,n_30066,n_30067,n_30068,n_30069,n_30086,n_30087,n_30205,n_30212,n_30260,n_30301,n_30304,n_30343,n_30398,n_30399,n_30400,n_30401,n_30412,n_30413,n_30415,n_30416,n_30421,n_30493,n_30494,n_30518,n_30519,n_30520,n_30521,n_30522,n_30523,n_30524,n_30525,n_30630,n_30640,n_30852,n_3087,n_3088,n_30882,n_30890,n_30897,n_30898,n_30912,n_30940,n_30941,n_30942,n_30943,n_30944,n_30949,n_30950,n_30957,n_30975,n_30976,n_31010,n_31012,n_31013,n_31014,n_31015,n_31016,n_31027,n_31089,n_31224,n_31267,n_319,n_321,n_322,n_323,n_324,n_325,n_326,n_328,n_333,n_334,n_340,n_3484,n_3485,n_3492,n_3493,n_3494,n_3497,n_3498,n_3861,n_4045,n_4093,n_4095,n_4096,n_4097,n_4098,n_4099,n_4166,n_4169,n_4452,n_4459,n_4472,n_4473,n_4474,n_4475,n_4477,n_4478,n_4479,n_4481,n_4484,n_4491,n_4496,n_4507,n_4517,n_4521,n_4531,n_4532,n_4534,n_4536,n_4538,n_4539,n_4540,n_5117,n_6024,n_6048,n_6129,n_6130,n_6131,n_6132,n_6133,n_6134,n_6135,n_6177,n_6178,n_6191,n_6382,n_6384,n_6393,n_6394,n_6398,n_6400,n_6401,n_6402,n_6403,n_6404,n_6406,n_6407,n_6409,n_6413,n_6417,n_6422,n_6423,n_6641,n_6646,n_6647,n_6650,n_6651,n_6652,n_6654,n_6655,n_6656,n_6657,n_6658,n_6659,n_6660,n_6661,n_6662,n_6663,n_6664,n_6665,n_6666,n_6667,n_6668,n_6669,n_6670,n_6671,n_6673,n_6674,n_6675,n_6676,n_6677,n_6678,n_6679,n_6680,n_6681,n_6682,n_6683,n_6684,n_6685,n_6687,n_6688,n_6689,n_6690,n_6691,n_6692,n_6695,n_6696,n_6697,n_6698,n_6699,n_6700,n_6701,n_6703,n_6705,n_6706,n_6707,n_6708,n_6709,n_6710,n_6711,n_6712,n_6713,n_6888,n_6889,n_6890,n_6891,n_6892,n_6893,n_6894,n_6895,n_6897,n_6900,n_6901,n_6902,n_6903,n_6904,n_6905,n_6906,n_6907,n_6912,n_6913,n_6916,n_6922,n_6930,n_6938,n_6939,n_6940,n_6941,n_6942,n_6953,n_6954,n_6955,n_6956,n_6964,n_6965,n_6966,n_6967,n_6968,n_6969,n_6971,n_6972,n_6974,n_6976,n_6977,n_6978,n_6980,n_6981,n_6982,n_6984,n_6986,n_6987,n_6991,n_7011,n_7014,n_7026,n_7031,n_7041,n_7044,n_7045,n_7046,n_7047,n_7049,n_7050,n_7061,n_7062,n_7064,n_7065,n_7066,n_7067,n_7069,n_7089,n_7091,n_7092,n_7555,n_7557,n_7559,n_7566,n_7587,n_7588,n_7589,n_7590,n_7591,n_7592,n_7597,n_7599,n_7600,n_7601,n_7602,n_7607,n_7608,n_7618,n_7619,n_7699,n_7700,n_7701,n_7702,n_7703,n_7719,n_7720,n_7797,n_7798,n_8318,n_8320,n_8324,n_8325,n_8330,n_8337,n_8338,n_8341,n_89,n_9412,n_9413,n_9414,n_9418,n_9419,n_9426,n_9439,n_9440,n_9441,n_9453,n_9454,n_9455,n_9456,n_9457,n_9458,n_9477,n_9479,n_9480,n_9483,n_9484,n_9487,n_9488,n_9505,n_9506,n_9507,n_9508,n_9820,n_9821,n_9822,n_9823,n_9824,n_9825,n_9829,n_9830,n_9831,n_9832,n_9833,n_9834,n_9835,n_9836,n_9837,n_9838,n_9839,n_9840,n_9841,n_9842,n_9845,n_9846,n_9847,n_9848,n_9849,n_9850,n_9851,n_9852,n_9853,n_9854,n_9855,n_9856,n_9858,n_9859,n_9862,n_9863,n_9864,n_9865,n_9866,n_9867,n_9868,n_9869,n_9870,n_9871,n_9872,n_9873,n_9874,n_9876,n_9877,n_9881,n_9882,n_9883,n_9884,n_9885,n_9886,n_9887,n_9890,n_9891,n_9892,n_9893,n_9894,n_9898,n_9900,n_9901,n_9902,n_9903,n_9904,n_9905,n_9906,n_9907,n_9908,n_9909,n_9910,n_9911,n_9912,n_9913,n_9914,n_9916,n_9918,n_9920,n_9921,n_9923,n_9926,n_9927,n_9928,n_9929,n_9930,n_9932,n_9933,n_9934,n_9937,n_9938,n_9939,n_9940,n_9941,n_9942,n_9943,n_9945,n_9946,n_9947,n_9948,n_9949,n_9950,n_9951,n_9952,n_9955,n_9956,n_9958,n_9959,n_9961,n_9962,n_9963,n_9966,n_9967,n_9968,n_9969,n_997,n_9970,n_9971,n_9975,n_9976,n_9978,n_998,n_9981,n_9983,n_9984,n_9986,n_9994,n_9995
n_6660_n_6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_6678_n_6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_28667_n_6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_6967_n_6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
