,name,typ,node_check,DC_OPF_node,Assume_BA,capa_MW,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn,Total_Capacity,weights,fuel_type,nearest_node,Weight
185,PP_2728_2,hydro,30415,n_30415,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_30415,0.00294811320754717
186,PP_2728_3,hydro,30415,n_30415,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_30415,0.00294811320754717
187,PP_2728_4,hydro,30415,n_30415,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_30415,0.00294811320754717
188,PP_2729_1,hydro,15622,n_15622,DUK,18.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.003537735849056604,hydro,n_15622,0.003537735849056604
189,PP_2729_2,hydro,15622,n_15622,DUK,18.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.003537735849056604,hydro,n_15622,0.003537735849056604
190,PP_2730_1,hydro,14194,n_14194,DUK,8.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0016705974842767296,hydro,n_14194,0.0016705974842767296
191,PP_2730_2,hydro,14194,n_14194,DUK,8.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0016705974842767296,hydro,n_14194,0.0016705974842767296
192,PP_2730_3,hydro,14194,n_14194,DUK,8.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0016705974842767296,hydro,n_14194,0.0016705974842767296
193,PP_2735_1,hydro,11731,n_11731,DUK,2.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0005306603773584906,hydro,n_11731,0.0005306603773584906
194,PP_2735_2,hydro,11731,n_11731,DUK,2.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0005306603773584906,hydro,n_11731,0.0005306603773584906
195,PP_2736_1,hydro,11731,n_11731,DUK,2.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0004913522012578616,hydro,n_11731,0.0004913522012578616
196,PP_2736_2,hydro,11731,n_11731,DUK,2.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0004913522012578616,hydro,n_11731,0.0004913522012578616
197,PP_2741_1,hydro,6024,n_6024,DUK,9.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.001768867924528302,hydro,n_6024,0.001768867924528302
198,PP_2743_1,hydro,6024,n_6024,DUK,6.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.001257861635220126,hydro,n_6024,0.001257861635220126
199,PP_2745_1,hydro,13721,n_13721,DUK,0.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,9.827044025157233e-05,hydro,n_13721,9.827044025157233e-05
200,PP_2745_2,hydro,13721,n_13721,DUK,0.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,9.827044025157233e-05,hydro,n_13721,9.827044025157233e-05
201,PP_2746_1,hydro,1063,n_1063,DUK,0.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0001179245283018868,hydro,n_1063,0.0001179245283018868
202,PP_2746_2,hydro,1063,n_1063,DUK,0.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0001179245283018868,hydro,n_1063,0.0001179245283018868
203,PP_2746_3,hydro,1063,n_1063,DUK,0.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0001179245283018868,hydro,n_1063,0.0001179245283018868
204,PP_2747_1,hydro,1063,n_1063,DUK,43.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.008490566037735849,hydro,n_1063,0.008490566037735849
205,PP_2749_1,hydro,6024,n_6024,DUK,10.8,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0021226415094339622,hydro,n_6024,0.0021226415094339622
206,PP_2750_1,hydro,7798,n_7798,DUK,21.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0042452830188679245,hydro,n_7798,0.0042452830188679245
207,PP_2751_1,hydro,7798,n_7798,DUK,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0005896226415094339,hydro,n_7798,0.0005896226415094339
208,PP_2758_1,hydro,2416,n_2416,CPLE,25.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,367.2,0.06808278867102396,hydro,n_2416,0.06808278867102396
209,PP_2758_2,hydro,2416,n_2416,CPLE,25.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,367.2,0.06808278867102396,hydro,n_2416,0.06808278867102396
210,PP_2758_3,hydro,2416,n_2416,CPLE,25.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,367.2,0.06808278867102396,hydro,n_2416,0.06808278867102396
211,PP_2758_4,hydro,2416,n_2416,CPLE,25.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,367.2,0.06808278867102396,hydro,n_2416,0.06808278867102396
212,PP_2773_1,hydro,15662,n_15662,DUK,1.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0002358490566037736,hydro,n_15662,0.0002358490566037736
213,PP_2773_2,hydro,15662,n_15662,DUK,2.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0004716981132075472,hydro,n_15662,0.0004716981132075472
214,PP_2778_1,hydro,1063,n_1063,DUK,13.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0025943396226415093,hydro,n_1063,0.0025943396226415093
215,PP_2779_1,hydro,1063,n_1063,DUK,81.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.015919811320754717,hydro,n_1063,0.015919811320754717
216,PP_2779_2,hydro,1063,n_1063,DUK,92.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.01821933962264151,hydro,n_1063,0.01821933962264151
217,PP_2779_3,hydro,1063,n_1063,DUK,81.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.015919811320754717,hydro,n_1063,0.015919811320754717
218,PP_2780_1,hydro,1063,n_1063,DUK,70.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.013875786163522011,hydro,n_1063,0.013875786163522011
219,PP_2780_2,hydro,1063,n_1063,DUK,95.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.01867138364779874,hydro,n_1063,0.01867138364779874
220,PP_3253_1,hydro,28842,n_28842,DUK,0.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00013757861635220125,hydro,n_28842,0.00013757861635220125
221,PP_3253_2,hydro,28842,n_28842,DUK,0.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00013757861635220125,hydro,n_28842,0.00013757861635220125
222,PP_3254_HC1,hydro,30976,n_30976,DUK,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0009827044025157233,hydro,n_30976,0.0009827044025157233
223,PP_3254_HC2,hydro,30976,n_30976,DUK,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0009827044025157233,hydro,n_30976,0.0009827044025157233
224,PP_3254_HC3,hydro,30976,n_30976,DUK,5.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0009827044025157233,hydro,n_30976,0.0009827044025157233
225,PP_3255_1,hydro,18271,n_18271,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_18271,0.00294811320754717
226,PP_3255_2,hydro,18271,n_18271,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_18271,0.00294811320754717
227,PP_3255_3,hydro,18271,n_18271,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_18271,0.00294811320754717
228,PP_3256_1,hydro,28332,n_28332,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_28332,0.00294811320754717
229,PP_3256_2,hydro,28332,n_28332,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_28332,0.00294811320754717
230,PP_3256_3,hydro,28332,n_28332,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_28332,0.00294811320754717
231,PP_3257_1,hydro,28332,n_28332,DUK,9.3,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0018278301886792455,hydro,n_28332,0.0018278301886792455
232,PP_3257_2,hydro,28332,n_28332,DUK,8.8,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.001729559748427673,hydro,n_28332,0.001729559748427673
233,PP_3257_3,hydro,28332,n_28332,DUK,8.8,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.001729559748427673,hydro,n_28332,0.001729559748427673
234,PP_3257_4,hydro,28332,n_28332,DUK,9.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0018474842767295598,hydro,n_28332,0.0018474842767295598
235,PP_3257_5,hydro,28332,n_28332,DUK,6.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0011792452830188679,hydro,n_28332,0.0011792452830188679
236,PP_3258_3,hydro,4521,n_4521,DUK,1.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0002751572327044025,hydro,n_4521,0.0002751572327044025
237,PP_3258_4,hydro,4521,n_4521,DUK,1.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0002751572327044025,hydro,n_4521,0.0002751572327044025
238,PP_3258_5,hydro,4521,n_4521,DUK,1.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0002751572327044025,hydro,n_4521,0.0002751572327044025
239,PP_3258_6,hydro,4521,n_4521,DUK,2.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0004913522012578616,hydro,n_4521,0.0004913522012578616
240,PP_3259_1,hydro,28332,n_28332,DUK,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0005896226415094339,hydro,n_28332,0.0005896226415094339
241,PP_3259_2,hydro,28332,n_28332,DUK,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0005896226415094339,hydro,n_28332,0.0005896226415094339
242,PP_3259_5,hydro,28332,n_28332,DUK,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0005896226415094339,hydro,n_28332,0.0005896226415094339
243,PP_3259_6,hydro,28332,n_28332,DUK,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0005896226415094339,hydro,n_28332,0.0005896226415094339
244,PP_3261_1,hydro,10239,n_10239,DUK,1.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00019654088050314466,hydro,n_10239,0.00019654088050314466
245,PP_3261_2,hydro,10239,n_10239,DUK,1.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00019654088050314466,hydro,n_10239,0.00019654088050314466
246,PP_3261_3,hydro,10239,n_10239,DUK,1.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00019654088050314466,hydro,n_10239,0.00019654088050314466
247,PP_3261_4,hydro,10239,n_10239,DUK,1.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00019654088050314466,hydro,n_10239,0.00019654088050314466
248,PP_3262_1,hydro,275,n_275,DUK,193.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.03803066037735849,hydro,n_275,0.03803066037735849
249,PP_3262_2,hydro,275,n_275,DUK,193.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.03803066037735849,hydro,n_275,0.03803066037735849
250,PP_3262_3,hydro,275,n_275,DUK,193.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.03803066037735849,hydro,n_275,0.03803066037735849
251,PP_3262_4,hydro,275,n_275,DUK,193.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.03803066037735849,hydro,n_275,0.03803066037735849
252,PP_3267_1,hydro,28107,n_28107,DUK,0.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0001179245283018868,hydro,n_28107,0.0001179245283018868
253,PP_3267_2,hydro,28107,n_28107,DUK,0.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0001179245283018868,hydro,n_28107,0.0001179245283018868
254,PP_3267_3,hydro,28107,n_28107,DUK,0.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0001179245283018868,hydro,n_28107,0.0001179245283018868
255,PP_3267_4,hydro,28107,n_28107,DUK,0.6,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0001179245283018868,hydro,n_28107,0.0001179245283018868
256,PP_3270_1,hydro,17955,n_17955,DUK,18.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0035573899371069183,hydro,n_17955,0.0035573899371069183
257,PP_3270_2,hydro,17955,n_17955,DUK,18.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0035573899371069183,hydro,n_17955,0.0035573899371069183
258,PP_3270_3,hydro,17955,n_17955,DUK,18.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0035573899371069183,hydro,n_17955,0.0035573899371069183
259,PP_3270_4,hydro,17955,n_17955,DUK,18.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0035573899371069183,hydro,n_17955,0.0035573899371069183
260,PP_3270_5,hydro,17955,n_17955,DUK,18.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0035573899371069183,hydro,n_17955,0.0035573899371069183
261,PP_3271_1,hydro,28108,n_28108,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_28108,0.00294811320754717
262,PP_3271_2,hydro,28108,n_28108,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_28108,0.00294811320754717
263,PP_3271_3,hydro,28108,n_28108,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_28108,0.00294811320754717
264,PP_3271_4,hydro,28108,n_28108,DUK,15.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00294811320754717,hydro,n_28108,0.00294811320754717
265,PP_3272_1,hydro,18262,n_18262,DUK,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0005896226415094339,hydro,n_18262,0.0005896226415094339
266,PP_3272_2,hydro,18262,n_18262,DUK,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0005896226415094339,hydro,n_18262,0.0005896226415094339
267,PP_3272_3,hydro,18262,n_18262,DUK,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0005896226415094339,hydro,n_18262,0.0005896226415094339
268,PP_3272_4,hydro,18262,n_18262,DUK,3.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0005896226415094339,hydro,n_18262,0.0005896226415094339
269,PP_3275_2,hydro,18262,n_18262,DUK,4.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0008254716981132076,hydro,n_18262,0.0008254716981132076
270,PP_3275_HY1,hydro,18262,n_18262,DUK,4.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0008254716981132076,hydro,n_18262,0.0008254716981132076
271,PP_3275_HY3,hydro,18262,n_18262,DUK,4.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0008254716981132076,hydro,n_18262,0.0008254716981132076
272,PP_3275_HY4,hydro,18262,n_18262,DUK,4.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0008254716981132076,hydro,n_18262,0.0008254716981132076
273,PP_3275_HY5,hydro,18262,n_18262,DUK,1.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0002358490566037736,hydro,n_18262,0.0002358490566037736
274,PP_3289_1,hydro,18302,n_18302,DUK,1.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00021619496855345913,hydro,n_18302,0.00021619496855345913
275,PP_3289_2,hydro,18302,n_18302,DUK,1.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00021619496855345913,hydro,n_18302,0.00021619496855345913
276,PP_3289_3,hydro,18302,n_18302,DUK,1.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00021619496855345913,hydro,n_18302,0.00021619496855345913
277,PP_3289_4,hydro,18302,n_18302,DUK,1.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00021619496855345913,hydro,n_18302,0.00021619496855345913
278,PP_3290_1,hydro,9961,n_9961,DUK,2.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0004913522012578616,hydro,n_9961,0.0004913522012578616
279,PP_3290_2,hydro,9961,n_9961,DUK,2.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0004913522012578616,hydro,n_9961,0.0004913522012578616
280,PP_3290_4,hydro,9961,n_9961,DUK,2.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0004913522012578616,hydro,n_9961,0.0004913522012578616
281,PP_3290_5,hydro,9961,n_9961,DUK,2.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0004913522012578616,hydro,n_9961,0.0004913522012578616
282,PP_3290_6,hydro,9961,n_9961,DUK,2.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.0004913522012578616,hydro,n_9961,0.0004913522012578616
283,PP_3323_1,hydro,28803,n_28803,DUK,51.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.01016116352201258,hydro,n_28803,0.01016116352201258
284,PP_3323_2,hydro,28803,n_28803,DUK,51.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.01016116352201258,hydro,n_28803,0.01016116352201258
285,PP_3323_3,hydro,28803,n_28803,DUK,51.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.01016116352201258,hydro,n_28803,0.01016116352201258
286,PP_3323_4,hydro,28803,n_28803,DUK,51.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.01016116352201258,hydro,n_28803,0.01016116352201258
287,PP_3323_5,hydro,28803,n_28803,DUK,51.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.01016116352201258,hydro,n_28803,0.01016116352201258
288,PP_3323_6,hydro,28803,n_28803,DUK,51.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.01016116352201258,hydro,n_28803,0.01016116352201258
289,PP_3323_7,hydro,28803,n_28803,DUK,51.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.01016116352201258,hydro,n_28803,0.01016116352201258
290,PP_50890_GEN1,hydro,28601,n_28601,CPLW,0.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,108.8,0.0018382352941176473,hydro,n_28601,0.0018382352941176473
291,PP_50890_GEN2,hydro,28601,n_28601,CPLW,0.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,108.8,0.0018382352941176473,hydro,n_28601,0.0018382352941176473
292,PP_50890_GEN3,hydro,28601,n_28601,CPLW,0.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,108.8,0.0018382352941176473,hydro,n_28601,0.0018382352941176473
293,PP_50890_GEN4,hydro,28601,n_28601,CPLW,0.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,108.8,0.0018382352941176473,hydro,n_28601,0.0018382352941176473
294,PP_52049_1H,hydro,4536,n_4536,DUK,0.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00013757861635220125,hydro,n_4536,0.00013757861635220125
295,PP_52049_2V,hydro,4536,n_4536,DUK,0.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,9.827044025157233e-05,hydro,n_4536,9.827044025157233e-05
296,PP_54675_DI2,oil,4536,n_4536,DUK,2.0,2.0,9.492011943,0.76,2.0,0.881726316,140,2.0,1,1,128.1,0.0156128024980484,oil,n_4536,0.0156128024980484
297,PP_54801_GEN1,hydro,7011,n_7011,DUK,0.8,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00015723270440251574,hydro,n_7011,0.00015723270440251574
298,PP_54801_GEN2,hydro,7011,n_7011,DUK,0.3,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,5.89622641509434e-05,hydro,n_7011,5.89622641509434e-05
299,PP_54801_GEN3,hydro,7011,n_7011,DUK,0.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,1.9654088050314468e-05,hydro,n_7011,1.9654088050314468e-05
300,PP_54894_YN1,hydro,15692,n_15692,CPLE,24.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,367.2,0.06726579520697168,hydro,n_15692,0.06726579520697168
301,PP_54894_YN2,hydro,15692,n_15692,CPLE,24.7,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,367.2,0.06726579520697168,hydro,n_15692,0.06726579520697168
302,PP_54894_YN3,hydro,15692,n_15692,CPLE,29.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,367.2,0.0789760348583878,hydro,n_15692,0.0789760348583878
303,PP_54894_YN4,hydro,15692,n_15692,CPLE,30.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,367.2,0.08278867102396514,hydro,n_15692,0.08278867102396514
304,PP_54895_YF1,hydro,15692,n_15692,DUK,9.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.001768867924528302,hydro,n_15692,0.001768867924528302
305,PP_54895_YF2,hydro,15692,n_15692,DUK,11.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00220125786163522,hydro,n_15692,0.00220125786163522
306,PP_54895_YF3,hydro,15692,n_15692,DUK,11.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00220125786163522,hydro,n_15692,0.00220125786163522
307,PP_54896_HR1,hydro,15641,n_15641,DUK,11.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.002161949685534591,hydro,n_15641,0.002161949685534591
308,PP_54896_HR2,hydro,15641,n_15641,DUK,11.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.002161949685534591,hydro,n_15641,0.002161949685534591
309,PP_54896_HR3,hydro,15641,n_15641,DUK,11.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.002161949685534591,hydro,n_15641,0.002161949685534591
310,PP_54897_TT1,hydro,15692,n_15692,CPLE,14.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,367.2,0.03812636165577342,hydro,n_15692,0.03812636165577342
311,PP_54897_TT2,hydro,15692,n_15692,CPLE,14.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,367.2,0.03812636165577342,hydro,n_15692,0.03812636165577342
312,PP_54897_TT3,hydro,15692,n_15692,CPLE,14.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,367.2,0.03812636165577342,hydro,n_15692,0.03812636165577342
313,PP_54898_1,hydro,1063,n_1063,DUK,22.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.004422169811320755,hydro,n_1063,0.004422169811320755
314,PP_54898_2,hydro,1063,n_1063,DUK,22.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.004422169811320755,hydro,n_1063,0.004422169811320755
315,PP_54899_1A,hydro,1063,n_1063,DUK,27.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.005404874213836478,hydro,n_1063,0.005404874213836478
316,PP_54899_2A,hydro,1063,n_1063,DUK,27.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.005404874213836478,hydro,n_1063,0.005404874213836478
317,PP_54899_3A,hydro,1063,n_1063,DUK,27.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.005404874213836478,hydro,n_1063,0.005404874213836478
318,PP_54899_4A,hydro,1063,n_1063,DUK,27.5,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.005404874213836478,hydro,n_1063,0.005404874213836478
319,PP_54899_5,hydro,1063,n_1063,DUK,30.0,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00589622641509434,hydro,n_1063,0.00589622641509434
320,PP_58257_UP1,hydro,4478,n_4478,DUK,1.1,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00021619496855345913,hydro,n_4478,0.00021619496855345913
321,PP_58390_EMOD,hydro,29973,n_29973,DUK,2.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00043238993710691825,hydro,n_29973,0.00043238993710691825
322,PP_58390_WMOD,hydro,29973,n_29973,DUK,2.2,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.00043238993710691825,hydro,n_29973,0.00043238993710691825
323,PP_6126_1,hydro,29011,n_29011,DUK,73.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.014426100628930818,hydro,n_29011,0.014426100628930818
324,PP_6126_2,hydro,29011,n_29011,DUK,73.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.014426100628930818,hydro,n_29011,0.014426100628930818
325,PP_6126_3,hydro,29011,n_29011,DUK,73.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.014426100628930818,hydro,n_29011,0.014426100628930818
326,PP_6126_4,hydro,29011,n_29011,DUK,73.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.014426100628930818,hydro,n_29011,0.014426100628930818
327,PP_6126_5,hydro,29011,n_29011,DUK,73.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.014426100628930818,hydro,n_29011,0.014426100628930818
328,PP_6126_6,hydro,29011,n_29011,DUK,73.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.014426100628930818,hydro,n_29011,0.014426100628930818
329,PP_6126_7,hydro,29011,n_29011,DUK,73.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.014426100628930818,hydro,n_29011,0.014426100628930818
330,PP_6126_8,hydro,29011,n_29011,DUK,73.4,10000.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5088.0,0.014426100628930818,hydro,n_29011,0.014426100628930818
