,Plant_id,Balancing Authority Name,Balancing Authority Code,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,index_right,NAME
7008,PP_2715,Duke Energy Progress East,CPLE,108.0,HYDRO,-83.0503,35.6946,POINT (-83.05029999999999 35.6946),royalblue,1,DUKE ENERGY CAROLINAS
7010,PP_60393,Duke Energy Carolinas,DUK,4.0,SOLAR,-81.623934,35.318824,POINT (-81.62393400000001 35.318824),yellow,1,DUKE ENERGY CAROLINAS
7011,PP_57607,Duke Energy Carolinas,DUK,2.0,OIL,-79.9708,35.9678,POINT (-79.9708 35.9678),darkviolet,1,DUKE ENERGY CAROLINAS
7021,PP_57169,Duke Energy Carolinas,DUK,2.4,BIOMASS,-80.040555,36.193611,POINT (-80.040555 36.193611),forestgreen,1,DUKE ENERGY CAROLINAS
7022,PP_55534,Duke Energy Carolinas,DUK,1.8,OIL,-81.7278,35.737748,POINT (-81.7278 35.737748),darkviolet,1,DUKE ENERGY CAROLINAS
7031,PP_59111,Duke Energy Carolinas,DUK,5.0,SOLAR,-80.523611,35.668333,POINT (-80.523611 35.668333),yellow,1,DUKE ENERGY CAROLINAS
7032,PP_59112,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.503747,35.720841,POINT (-79.503747 35.720841),yellow,1,DUKE ENERGY CAROLINAS
7034,PP_57608,Duke Energy Carolinas,DUK,1.8,OIL,-80.1106,35.9403,POINT (-80.11060000000001 35.9403),darkviolet,1,DUKE ENERGY CAROLINAS
7038,PP_58341,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.188297,35.907144,POINT (-79.18829700000001 35.907144),yellow,1,DUKE ENERGY CAROLINAS
7040,PP_60364,Duke Energy Carolinas,DUK,5.0,BIOMASS,-79.723622,36.10447,POINT (-79.72362200000001 36.10447),forestgreen,1,DUKE ENERGY CAROLINAS
7060,PP_62304,Duke Energy Progress East,CPLE,6.0,SOLAR,-80.608449,35.724427,POINT (-80.60844899999999 35.724427),yellow,1,DUKE ENERGY CAROLINAS
7061,PP_63272,Duke Energy Carolinas,DUK,2.0,SOLAR,-78.95,36.464,POINT (-78.95 36.464),yellow,1,DUKE ENERGY CAROLINAS
7062,PP_58046,Duke Energy Carolinas,DUK,3.0,OIL,-80.277778,35.755,POINT (-80.277778 35.755),darkviolet,1,DUKE ENERGY CAROLINAS
7065,PP_59146,Duke Energy Carolinas,DUK,3.0,SOLAR,-78.873333,35.911667,POINT (-78.873333 35.911667),yellow,1,DUKE ENERGY CAROLINAS
7066,PP_59587,Duke Energy Carolinas,DUK,3.0,SOLAR,-80.697222,36.199167,POINT (-80.697222 36.199167),yellow,1,DUKE ENERGY CAROLINAS
7067,PP_59950,Duke Energy Carolinas,DUK,3.5,SOLAR,-80.596009,36.13727,POINT (-80.596009 36.13727),yellow,1,DUKE ENERGY CAROLINAS
7068,PP_58343,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.278889,36.439444,POINT (-79.27888900000001 36.439444),yellow,1,DUKE ENERGY CAROLINAS
7069,PP_59113,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.316944,36.413889,POINT (-79.31694400000001 36.413889),yellow,1,DUKE ENERGY CAROLINAS
7070,PP_60240,Duke Energy Carolinas,DUK,4.9,SOLAR,-79.348886,36.428608,POINT (-79.34888599999999 36.428608),yellow,1,DUKE ENERGY CAROLINAS
7071,PP_60107,Duke Energy Carolinas,DUK,2.0,SOLAR,-81.333702,35.222208,POINT (-81.333702 35.222208),yellow,1,DUKE ENERGY CAROLINAS
7072,PP_64367,Duke Energy Carolinas,DUK,3.0,SOLAR,-79.437885,36.510939,POINT (-79.43788499999999 36.510939),yellow,1,DUKE ENERGY CAROLINAS
9558,PP_3272,Duke Energy Carolinas,DUK,12.0,HYDRO,-81.4936,35.0314,POINT (-81.4936 35.0314),royalblue,1,DUKE ENERGY CAROLINAS
9560,PP_61937,Duke Energy Carolinas,DUK,1.0,SOLAR,-82.525795,34.722882,POINT (-82.525795 34.722882),yellow,1,DUKE ENERGY CAROLINAS
9561,PP_64682,Duke Energy Carolinas,DUK,2.0,SOLAR,-82.528284,34.695185,POINT (-82.528284 34.695185),yellow,1,DUKE ENERGY CAROLINAS
9562,PP_63243,Duke Energy Carolinas,DUK,2.0,SOLAR,-82.0421,34.99647,POINT (-82.0421 34.99647),yellow,1,DUKE ENERGY CAROLINAS
9564,PP_64409,Duke Energy Carolinas,DUK,2.0,SOLAR,-82.676137,34.493707,POINT (-82.676137 34.493707),yellow,1,DUKE ENERGY CAROLINAS
9565,PP_56121,Duke Energy Carolinas,DUK,3.2,BIOMASS,-82.4621,34.5739,POINT (-82.46210000000001 34.5739),forestgreen,1,DUKE ENERGY CAROLINAS
9566,PP_61960,Duke Energy Carolinas,DUK,2.0,SOLAR,-81.808469,35.030303,POINT (-81.808469 35.030303),yellow,1,DUKE ENERGY CAROLINAS
9567,PP_63242,Duke Energy Carolinas,DUK,2.0,SOLAR,-82.0421,34.99647,POINT (-82.0421 34.99647),yellow,1,DUKE ENERGY CAROLINAS
9568,PP_63720,Duke Energy Carolinas,DUK,2.0,SOLAR,-82.13,34.124,POINT (-82.13 34.124),yellow,1,DUKE ENERGY CAROLINAS
9569,PP_7125,Duke Energy Carolinas,DUK,1488.0,HYDRO,-82.9975,35.0075,POINT (-82.9975 35.0075),royalblue,1,DUKE ENERGY CAROLINAS
9570,PP_63759,Duke Energy Carolinas,DUK,2.0,SOLAR,-82.112843,35.04354,POINT (-82.112843 35.04354),yellow,1,DUKE ENERGY CAROLINAS
9575,PP_64472,Duke Energy Carolinas,DUK,2.0,SOLAR,-82.328691,34.639249,POINT (-82.32869100000001 34.639249),yellow,1,DUKE ENERGY CAROLINAS
9580,PP_63833,Duke Energy Carolinas,DUK,3.0,SOLAR,-82.739217,34.599083,POINT (-82.739217 34.599083),yellow,1,DUKE ENERGY CAROLINAS
9581,PP_58173,Duke Energy Carolinas,DUK,11.0,BIOMASS,-82.178333,34.894167,POINT (-82.17833299999999 34.894167),forestgreen,1,DUKE ENERGY CAROLINAS
9584,PP_3253,Duke Energy Carolinas,DUK,1.4,HYDRO,-82.199339,34.455514,POINT (-82.19933899999999 34.455514),royalblue,1,DUKE ENERGY CAROLINAS
9585,PP_64410,Duke Energy Carolinas,DUK,2.0,SOLAR,-82.10133,34.08475,POINT (-82.10133 34.08475),yellow,1,DUKE ENERGY CAROLINAS
9586,PP_55166,Duke Energy Carolinas,DUK,985.0,GAS,-81.575,35.0786,POINT (-81.575 35.0786),red,1,DUKE ENERGY CAROLINAS
9588,PP_3254,Duke Energy Carolinas,DUK,15.0,HYDRO,-81.902452,34.169733,POINT (-81.902452 34.169733),royalblue,1,DUKE ENERGY CAROLINAS
9589,PP_10795,Duke Energy Progress East,CPLE,19.0,GAS,-80.6558,34.2338,POINT (-80.6558 34.2338),red,1,DUKE ENERGY CAROLINAS
9593,PP_6036,Duke Energy Carolinas,DUK,2410.2,NUCLEAR,-81.0694,35.0514,POINT (-81.0694 35.0514),cyan,1,DUKE ENERGY CAROLINAS
9594,PP_3255,Duke Energy Carolinas,DUK,45.0,HYDRO,-80.8756,34.5414,POINT (-80.87560000000001 34.5414),royalblue,1,DUKE ENERGY CAROLINAS
9596,PP_58400,Duke Energy Carolinas,DUK,5.5,GAS,-82.840278,34.679444,POINT (-82.840278 34.679444),red,1,DUKE ENERGY CAROLINAS
9597,PP_10280,Duke Energy Carolinas,DUK,4.1,OIL,-82.366035,34.871811,POINT (-82.366035 34.871811),darkviolet,1,DUKE ENERGY CAROLINAS
9599,PP_55043,Duke Energy Carolinas,DUK,101.2,GAS,-81.613,35.0727,POINT (-81.613 35.0727),red,1,DUKE ENERGY CAROLINAS
9600,PP_10173,Duke Energy Carolinas,DUK,4.3,HYDRO,-81.5458,35.0642,POINT (-81.5458 35.0642),royalblue,1,DUKE ENERGY CAROLINAS
9602,PP_57886,Duke Energy Carolinas,DUK,7.2,OIL,-81.646944,34.7225,POINT (-81.646944 34.7225),darkviolet,1,DUKE ENERGY CAROLINAS
9603,PP_52049,Duke Energy Carolinas,DUK,1.2,HYDRO,-81.8344,34.9953,POINT (-81.8344 34.9953),royalblue,1,DUKE ENERGY CAROLINAS
9610,PP_63635,Duke Energy Carolinas,DUK,3.0,SOLAR,-80.719878,34.648205,POINT (-80.71987799999999 34.648205),yellow,1,DUKE ENERGY CAROLINAS
9613,PP_3256,Duke Energy Carolinas,DUK,45.0,HYDRO,-80.8914,34.5583,POINT (-80.8914 34.5583),royalblue,1,DUKE ENERGY CAROLINAS
9617,PP_63063,Duke Energy Carolinas,DUK,13.4,GAS,-82.8231,34.6779,POINT (-82.8231 34.6779),red,1,DUKE ENERGY CAROLINAS
9619,PP_56951,Duke Energy Carolinas,DUK,3.2,BIOMASS,-82.1847,34.8008,POINT (-82.18470000000001 34.8008),forestgreen,1,DUKE ENERGY CAROLINAS
9622,PP_6126,South Carolina Electric & Gas Company,SCEG,587.2,HYDRO,-81.3308,34.3061,POINT (-81.3308 34.3061),royalblue,1,DUKE ENERGY CAROLINAS
9623,PP_3257,Duke Energy Carolinas,DUK,42.3,HYDRO,-80.8928,34.6,POINT (-80.89279999999999 34.6),royalblue,1,DUKE ENERGY CAROLINAS
9628,PP_3258,Duke Energy Carolinas,DUK,6.7,HYDRO,-81.5975,35.1381,POINT (-81.5975 35.1381),royalblue,1,DUKE ENERGY CAROLINAS
9631,PP_64412,Duke Energy Carolinas,DUK,1.5,SOLAR,-82.2263,34.0726,POINT (-82.22629999999999 34.0726),yellow,1,DUKE ENERGY CAROLINAS
9633,PP_3259,Duke Energy Carolinas,DUK,12.0,HYDRO,-80.8917,34.5592,POINT (-80.8917 34.5592),royalblue,1,DUKE ENERGY CAROLINAS
9640,PP_64061,Duke Energy Carolinas,DUK,3.3,SOLAR,-81.648947,34.249814,POINT (-81.64894700000001 34.249814),yellow,1,DUKE ENERGY CAROLINAS
9642,PP_3261,Duke Energy Carolinas,DUK,4.0,HYDRO,-82.374964,34.527475,POINT (-82.37496400000001 34.527475),royalblue,1,DUKE ENERGY CAROLINAS
9643,PP_56132,Duke Energy Carolinas,DUK,2.9,OIL,-82.3652,34.44128,POINT (-82.3652 34.44128),darkviolet,1,DUKE ENERGY CAROLINAS
9648,PP_3323,Southeastern Power Administration,SEPA,361.9,HYDRO,-82.1961,33.6602,POINT (-82.1961 33.6602),royalblue,1,DUKE ENERGY CAROLINAS
9653,PP_3262,Duke Energy Carolinas,DUK,774.0,HYDRO,-82.9147,34.9594,POINT (-82.9147 34.9594),royalblue,1,DUKE ENERGY CAROLINAS
9654,PP_7834,South Carolina Public Service Authority,SC,1102.0,GAS,-82.774478,34.347734,POINT (-82.774478 34.347734),red,1,DUKE ENERGY CAROLINAS
9655,PP_6517,Duke Energy Carolinas,DUK,157.6,HYDRO,-82.8872,34.7981,POINT (-82.88720000000001 34.7981),royalblue,1,DUKE ENERGY CAROLINAS
9658,PP_63241,Duke Energy Carolinas,DUK,2.0,SOLAR,-81.87819,34.99389,POINT (-81.87819 34.99389),yellow,1,DUKE ENERGY CAROLINAS
9659,PP_3275,Duke Energy Carolinas,DUK,18.0,HYDRO,-81.4561,34.7792,POINT (-81.45610000000001 34.7792),royalblue,1,DUKE ENERGY CAROLINAS
9664,PP_65389,Duke Energy Carolinas,DUK,12.8,SOLAR,-81.393,34.421,POINT (-81.393 34.421),yellow,1,DUKE ENERGY CAROLINAS
9665,PP_7981,Duke Energy Carolinas,DUK,799.2,GAS,-81.4306,35.1597,POINT (-81.4306 35.1597),red,1,DUKE ENERGY CAROLINAS
9667,PP_63463,Duke Energy Carolinas,DUK,5.0,SOLAR,-81.62438,35.08849,POINT (-81.62438 35.08849),yellow,1,DUKE ENERGY CAROLINAS
9669,PP_3289,South Carolina Electric & Gas Company,SCEG,4.4,HYDRO,-81.4486,34.6642,POINT (-81.4486 34.6642),royalblue,1,DUKE ENERGY CAROLINAS
9671,PP_3265,Duke Energy Carolinas,DUK,2666.7,NUCLEAR,-82.8986,34.7939,POINT (-82.8986 34.7939),cyan,1,DUKE ENERGY CAROLINAS
9676,PP_57030,Duke Energy Carolinas,DUK,5.4,OIL,-81.7397,34.8986,POINT (-81.7397 34.8986),darkviolet,1,DUKE ENERGY CAROLINAS
9678,PP_3291,South Carolina Electric & Gas Company,SCEG,83.8,GAS,-81.3308,34.2642,POINT (-81.3308 34.2642),red,1,DUKE ENERGY CAROLINAS
9679,PP_3290,South Carolina Electric & Gas Company,SCEG,15.0,HYDRO,-81.330852,34.26132,POINT (-81.33085199999999 34.26132),royalblue,1,DUKE ENERGY CAROLINAS
9680,PP_10800,Duke Energy Carolinas,DUK,3.3,HYDRO,-82.447913,34.616522,POINT (-82.447913 34.616522),royalblue,1,DUKE ENERGY CAROLINAS
9681,PP_61945,Duke Energy Carolinas,DUK,1.0,SOLAR,-82.501964,34.657642,POINT (-82.501964 34.657642),yellow,1,DUKE ENERGY CAROLINAS
9682,PP_10799,Duke Energy Carolinas,DUK,2.0,HYDRO,-82.45444,34.642371,POINT (-82.45444000000001 34.642371),royalblue,1,DUKE ENERGY CAROLINAS
9684,PP_10787,Duke Energy Carolinas,DUK,1.0,HYDRO,-82.462102,34.702021,POINT (-82.462102 34.702021),royalblue,1,DUKE ENERGY CAROLINAS
9691,PP_3305,Duke Energy Carolinas,DUK,3.9,OIL,-82.6097,34.2572,POINT (-82.6097 34.2572),darkviolet,1,DUKE ENERGY CAROLINAS
9694,PP_3267,Duke Energy Carolinas,DUK,2.4,HYDRO,-82.483959,34.852224,POINT (-82.483959 34.852224),royalblue,1,DUKE ENERGY CAROLINAS
9696,PP_61323,South Carolina Electric & Gas Company,SCEG,3.4,SOLAR,-81.739,34.011,POINT (-81.739 34.011),yellow,1,DUKE ENERGY CAROLINAS
9697,PP_60535,South Carolina Electric & Gas Company,SCEG,6.8,SOLAR,-81.7829,33.96839,POINT (-81.7829 33.96839),yellow,1,DUKE ENERGY CAROLINAS
9704,PP_7957,Duke Energy Carolinas,DUK,2.9,OIL,-81.1872,34.965278,POINT (-81.1872 34.965278),darkviolet,1,DUKE ENERGY CAROLINAS
9705,PP_56545,Duke Energy Carolinas,DUK,10.0,OIL,-82.9525,34.6875,POINT (-82.9525 34.6875),darkviolet,1,DUKE ENERGY CAROLINAS
9710,PP_54675,Duke Energy Carolinas,DUK,4.3,HYDRO,-81.9675,35.1103,POINT (-81.9675 35.1103),royalblue,1,DUKE ENERGY CAROLINAS
9717,PP_56129,Duke Energy Carolinas,DUK,2.9,OIL,-81.0725,34.8894,POINT (-81.07250000000001 34.8894),darkviolet,1,DUKE ENERGY CAROLINAS
9720,PP_60241,Duke Energy Carolinas,DUK,3.2,BIOMASS,-81.818661,34.61577,POINT (-81.81866100000001 34.61577),forestgreen,1,DUKE ENERGY CAROLINAS
9721,PP_58257,Duke Energy Carolinas,DUK,1.1,HYDRO,-81.745556,34.921389,POINT (-81.74555599999999 34.921389),royalblue,1,DUKE ENERGY CAROLINAS
9723,PP_6127,South Carolina Electric & Gas Company,SCEG,1029.6,NUCLEAR,-81.3153,34.2983,POINT (-81.31529999999999 34.2983),cyan,1,DUKE ENERGY CAROLINAS
9724,PP_56131,Duke Energy Carolinas,DUK,2.9,OIL,-83.03832,34.65724,POINT (-83.03832 34.65724),darkviolet,1,DUKE ENERGY CAROLINAS
9726,PP_3264,Duke Energy Carolinas,DUK,1117.9,GAS,-82.435,34.6022,POINT (-82.435 34.6022),red,1,DUKE ENERGY CAROLINAS
9727,PP_10801,Duke Energy Carolinas,DUK,6.2,HYDRO,-82.233581,34.404006,POINT (-82.233581 34.404006),royalblue,1,DUKE ENERGY CAROLINAS
9730,PP_3270,Duke Energy Carolinas,DUK,90.5,HYDRO,-80.7021,34.3355,POINT (-80.7021 34.3355),royalblue,1,DUKE ENERGY CAROLINAS
9732,PP_7814,Duke Energy Carolinas,DUK,5.8,OIL,-81.4919,34.5567,POINT (-81.4919 34.5567),darkviolet,1,DUKE ENERGY CAROLINAS
9733,PP_57885,Duke Energy Carolinas,DUK,1.6,BIOMASS,-82.130278,35.001194,POINT (-82.130278 35.001194),forestgreen,1,DUKE ENERGY CAROLINAS
9736,PP_63760,Duke Energy Carolinas,DUK,2.0,SOLAR,-82.398437,34.786327,POINT (-82.398437 34.786327),yellow,1,DUKE ENERGY CAROLINAS
9738,PP_61952,Duke Energy Carolinas,DUK,2.0,SOLAR,-82.524315,34.721613,POINT (-82.524315 34.721613),yellow,1,DUKE ENERGY CAROLINAS
9742,PP_3271,Duke Energy Carolinas,DUK,60.0,HYDRO,-81.0078,35.0218,POINT (-81.0078 35.0218),royalblue,1,DUKE ENERGY CAROLINAS
6236,PP_62660,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.126319,35.427308,POINT (-79.126319 35.427308),yellow,0,DUKE ENERGY PROGRESS EAST
6237,PP_64478,Duke Energy Progress East,CPLE,4.9,SOLAR,-77.498759,34.78471,POINT (-77.49875900000001 34.78471),yellow,0,DUKE ENERGY PROGRESS EAST
6241,PP_63446,Duke Energy Carolinas,DUK,4.7,SOLAR,-77.185771,34.773578,POINT (-77.185771 34.773578),yellow,0,DUKE ENERGY PROGRESS EAST
6244,PP_63979,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.385888,35.629398,POINT (-78.38588799999999 35.629398),yellow,0,DUKE ENERGY PROGRESS EAST
6245,PP_59534,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.411667,35.4325,POINT (-78.41166699999999 35.4325),yellow,0,DUKE ENERGY PROGRESS EAST
6247,PP_61525,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.748273,35.728738,POINT (-79.748273 35.728738),yellow,0,DUKE ENERGY PROGRESS EAST
6248,PP_62621,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.911423,35.359674,POINT (-79.911423 35.359674),yellow,0,DUKE ENERGY PROGRESS EAST
6249,PP_64238,Duke Energy Progress East,CPLE,4.9,SOLAR,-78.996148,34.324366,POINT (-78.99614800000001 34.324366),yellow,0,DUKE ENERGY PROGRESS EAST
6250,PP_63225,Duke Energy Progress East,CPLE,4.9,SOLAR,-78.06444,34.27355,POINT (-78.06444 34.27355),yellow,0,DUKE ENERGY PROGRESS EAST
6252,PP_60288,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.1194,34.83091,POINT (-79.1194 34.83091),yellow,0,DUKE ENERGY PROGRESS EAST
6254,PP_56339,Duke Energy Carolinas,DUK,1.8,OIL,-80.1939,35.3636,POINT (-80.1939 35.3636),darkviolet,0,DUKE ENERGY PROGRESS EAST
6255,PP_56263,Duke Energy Carolinas,DUK,3.6,OIL,-80.151849,35.407208,POINT (-80.151849 35.407208),darkviolet,0,DUKE ENERGY PROGRESS EAST
6256,PP_58806,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.556944,35.293056,POINT (-77.556944 35.293056),yellow,0,DUKE ENERGY PROGRESS EAST
6257,PP_59901,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.812667,35.093021,POINT (-77.812667 35.093021),yellow,0,DUKE ENERGY PROGRESS EAST
6258,PP_62054,"PJM Interconnection, LLC",PJM,5.0,SOLAR,-76.489563,36.157401,POINT (-76.489563 36.157401),yellow,0,DUKE ENERGY PROGRESS EAST
6259,PP_58344,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.985556,35.418889,POINT (-77.985556 35.418889),yellow,0,DUKE ENERGY PROGRESS EAST
6260,PP_59516,"PJM Interconnection, LLC",PJM,16.0,SOLAR,-77.655833,36.418333,POINT (-77.655833 36.418333),yellow,0,DUKE ENERGY PROGRESS EAST
6262,PP_59115,Duke Energy Progress East,CPLE,1.9,SOLAR,-78.516667,34.975556,POINT (-78.516667 34.975556),yellow,0,DUKE ENERGY PROGRESS EAST
6263,PP_59497,Duke Energy Carolinas,DUK,5.0,SOLAR,-77.1099,35.1608,POINT (-77.1099 35.1608),yellow,0,DUKE ENERGY PROGRESS EAST
6265,PP_58867,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.75,35.516389,POINT (-78.75 35.516389),yellow,0,DUKE ENERGY PROGRESS EAST
6272,PP_58801,Duke Energy Carolinas,DUK,2.0,SOLAR,-77.703611,35.396389,POINT (-77.703611 35.396389),yellow,0,DUKE ENERGY PROGRESS EAST
6273,PP_62623,Duke Energy Progress West,CPLW,5.0,SOLAR,-79.11946,35.717391,POINT (-79.11946 35.717391),yellow,0,DUKE ENERGY PROGRESS EAST
6274,PP_54316,Duke Energy Progress East,CPLE,52.5,GAS,-77.9905,33.9397,POINT (-77.9905 33.9397),red,0,DUKE ENERGY PROGRESS EAST
6276,PP_62136,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.84663,34.16087,POINT (-78.84663 34.16087),yellow,0,DUKE ENERGY PROGRESS EAST
6280,PP_59694,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.012122,34.791163,POINT (-78.01212200000001 34.791163),yellow,0,DUKE ENERGY PROGRESS EAST
6281,PP_60982,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.795169,34.896953,POINT (-77.795169 34.896953),yellow,0,DUKE ENERGY PROGRESS EAST
6282,PP_62096,Duke Energy Progress East,CPLE,1.9,SOLAR,-77.792,34.897,POINT (-77.792 34.897),yellow,0,DUKE ENERGY PROGRESS EAST
6283,PP_63383,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.061015,34.27532,POINT (-78.061015 34.27532),yellow,0,DUKE ENERGY PROGRESS EAST
6285,PP_60313,Duke Energy Carolinas,DUK,4.9,SOLAR,-77.639109,35.599685,POINT (-77.639109 35.599685),yellow,0,DUKE ENERGY PROGRESS EAST
6291,PP_62603,Duke Energy Progress West,CPLW,5.0,SOLAR,-77.228776,34.83896,POINT (-77.228776 34.83896),yellow,0,DUKE ENERGY PROGRESS EAST
6292,PP_59127,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.139722,35.7875,POINT (-78.13972200000001 35.7875),yellow,0,DUKE ENERGY PROGRESS EAST
6293,PP_61527,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.347471,36.072359,POINT (-79.347471 36.072359),yellow,0,DUKE ENERGY PROGRESS EAST
6295,PP_59828,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.173889,35.458889,POINT (-79.173889 35.458889),yellow,0,DUKE ENERGY PROGRESS EAST
6296,PP_60144,Duke Energy Carolinas,DUK,5.4,SOLAR,-79.152443,34.466688,POINT (-79.15244300000001 34.466688),yellow,0,DUKE ENERGY PROGRESS EAST
6297,PP_61194,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.928657,34.635599,POINT (-78.928657 34.635599),yellow,0,DUKE ENERGY PROGRESS EAST
6299,PP_60369,"PJM Interconnection, LLC",PJM,5.2,SOLAR,-77.76077,36.05864,POINT (-77.76076999999999 36.05864),yellow,0,DUKE ENERGY PROGRESS EAST
6301,PP_60601,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.1191,35.4745,POINT (-77.1191 35.4745),yellow,0,DUKE ENERGY PROGRESS EAST
6302,PP_63976,Duke Energy Progress East,CPLE,70.1,SOLAR,-78.393358,34.70414,POINT (-78.39335800000001 34.70414),yellow,0,DUKE ENERGY PROGRESS EAST
6303,PP_61528,Duke Energy Progress East,CPLE,5.0,SOLAR,-76.810226,35.148339,POINT (-76.810226 35.148339),yellow,0,DUKE ENERGY PROGRESS EAST
6304,PP_65502,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.609438,35.597904,POINT (-77.609438 35.597904),yellow,0,DUKE ENERGY PROGRESS EAST
6306,PP_61351,Duke Energy Progress East,CPLE,2.0,SOLAR,-79.449053,35.540344,POINT (-79.44905300000001 35.540344),yellow,0,DUKE ENERGY PROGRESS EAST
6307,PP_59567,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.924167,34.61,POINT (-77.924167 34.61),yellow,0,DUKE ENERGY PROGRESS EAST
6308,PP_59488,Duke Energy Carolinas,DUK,4.9,SOLAR,-77.928889,34.611944,POINT (-77.928889 34.611944),yellow,0,DUKE ENERGY PROGRESS EAST
6309,PP_58955,Duke Energy Progress East,CPLE,4.8,SOLAR,-78.377222,36.276111,POINT (-78.377222 36.276111),yellow,0,DUKE ENERGY PROGRESS EAST
6310,PP_59887,Duke Energy Progress East,CPLE,15.0,SOLAR,-77.134,35.456,POINT (-77.134 35.456),yellow,0,DUKE ENERGY PROGRESS EAST
6312,PP_65503,Duke Energy Progress East,CPLE,3.4,SOLAR,-78.090148,35.161492,POINT (-78.090148 35.161492),yellow,0,DUKE ENERGY PROGRESS EAST
6315,PP_63836,Duke Energy Progress East,CPLE,4.9,SOLAR,-78.56223,35.3962,POINT (-78.56223 35.3962),yellow,0,DUKE ENERGY PROGRESS EAST
6318,PP_64175,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.618368,35.975586,POINT (-79.618368 35.975586),yellow,0,DUKE ENERGY PROGRESS EAST
6319,PP_58843,"PJM Interconnection, LLC",PJM,5.0,SOLAR,-77.381111,35.794722,POINT (-77.381111 35.794722),yellow,0,DUKE ENERGY PROGRESS EAST
6320,PP_59173,"PJM Interconnection, LLC",PJM,5.0,SOLAR,-77.384542,35.794328,POINT (-77.384542 35.794328),yellow,0,DUKE ENERGY PROGRESS EAST
6321,PP_59039,Duke Energy Carolinas,DUK,2.0,SOLAR,-77.78,34.9,POINT (-77.78 34.9),yellow,0,DUKE ENERGY PROGRESS EAST
6323,PP_64174,Duke Energy Carolinas,DUK,3.0,SOLAR,-79.633767,36.07767,POINT (-79.63376700000001 36.07767),yellow,0,DUKE ENERGY PROGRESS EAST
6325,PP_58667,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.770278,35.383889,POINT (-79.770278 35.383889),yellow,0,DUKE ENERGY PROGRESS EAST
6326,PP_60401,Duke Energy Carolinas,DUK,5.2,SOLAR,-78.179859,35.549401,POINT (-78.17985899999999 35.549401),yellow,0,DUKE ENERGY PROGRESS EAST
6327,PP_61158,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.177204,35.544405,POINT (-78.177204 35.544405),yellow,0,DUKE ENERGY PROGRESS EAST
6329,PP_61561,Duke Energy Progress East,CPLE,50.0,SOLAR,-78.62345,34.823522,POINT (-78.62345000000001 34.823522),yellow,0,DUKE ENERGY PROGRESS EAST
6330,PP_58868,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.813056,34.535,POINT (-78.813056 34.535),yellow,0,DUKE ENERGY PROGRESS EAST
6331,PP_62101,Duke Energy Progress East,CPLE,4.5,SOLAR,-78.799,34.536,POINT (-78.79900000000001 34.536),yellow,0,DUKE ENERGY PROGRESS EAST
6332,PP_61283,Duke Energy Progress East,CPLE,4.8,SOLAR,-78.817652,34.547761,POINT (-78.817652 34.547761),yellow,0,DUKE ENERGY PROGRESS EAST
6333,PP_2707,Duke Energy Progress East,CPLE,94.6,HYDRO,-79.8775,34.9833,POINT (-79.8775 34.9833),royalblue,0,DUKE ENERGY PROGRESS EAST
6335,PP_58605,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.154167,35.313889,POINT (-78.154167 35.313889),yellow,0,DUKE ENERGY PROGRESS EAST
6336,PP_64192,Duke Energy Progress East,CPLE,4.9,SOLAR,-78.94951,34.58125,POINT (-78.94951 34.58125),yellow,0,DUKE ENERGY PROGRESS EAST
6337,PP_61157,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.13444,35.46777,POINT (-79.13444 35.46777),yellow,0,DUKE ENERGY PROGRESS EAST
6338,PP_58349,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.132311,36.421617,POINT (-78.132311 36.421617),yellow,0,DUKE ENERGY PROGRESS EAST
