,Plant_id,Balancing Authority Name,Balancing Authority Code,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,index_right,NAME
6339,PP_61352,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.53849,35.134054,POINT (-77.53849 35.134054),yellow,0,DUKE ENERGY PROGRESS EAST
6340,PP_58807,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.81,36.008056,POINT (-77.81 36.008056),yellow,0,DUKE ENERGY PROGRESS EAST
6342,PP_59996,Duke Energy Carolinas,DUK,16.0,SOLAR,-78.750423,35.113386,POINT (-78.750423 35.113386),yellow,0,DUKE ENERGY PROGRESS EAST
6344,PP_60623,Duke Energy Carolinas,DUK,50.2,SOLAR,-78.155153,35.890485,POINT (-78.155153 35.890485),yellow,0,DUKE ENERGY PROGRESS EAST
6345,PP_59706,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.598507,36.372546,POINT (-78.598507 36.372546),yellow,0,DUKE ENERGY PROGRESS EAST
6346,PP_60627,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.612,36.383,POINT (-78.61199999999999 36.383),yellow,0,DUKE ENERGY PROGRESS EAST
6349,PP_61218,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.957206,34.522942,POINT (-78.957206 34.522942),yellow,0,DUKE ENERGY PROGRESS EAST
6350,PP_64820,Duke Energy Progress East,CPLE,2.0,SOLAR,-79.095952,34.458665,POINT (-79.095952 34.458665),yellow,0,DUKE ENERGY PROGRESS EAST
6351,PP_59762,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.831433,34.309261,POINT (-78.831433 34.309261),yellow,0,DUKE ENERGY PROGRESS EAST
6352,PP_6014,Duke Energy Progress East,CPLE,2003.2,NUCLEAR,-78.0114,33.9597,POINT (-78.01139999999999 33.9597),cyan,0,DUKE ENERGY PROGRESS EAST
6354,PP_61693,Duke Energy Progress East,CPLE,52.1,SOLAR,-77.405992,35.380683,POINT (-77.405992 35.380683),yellow,0,DUKE ENERGY PROGRESS EAST
6356,PP_61512,Duke Energy Progress East,CPLE,50.0,SOLAR,-78.315078,36.475369,POINT (-78.315078 36.475369),yellow,0,DUKE ENERGY PROGRESS EAST
6357,PP_60636,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.774331,35.308639,POINT (-78.774331 35.308639),yellow,0,DUKE ENERGY PROGRESS EAST
6358,PP_62240,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.911678,34.536,POINT (-77.91167799999999 34.536),yellow,0,DUKE ENERGY PROGRESS EAST
6359,PP_1016,Duke Energy Progress East,CPLE,304.9,GAS,-78.8294,35.0986,POINT (-78.82940000000001 35.0986),red,0,DUKE ENERGY PROGRESS EAST
6360,PP_64002,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.97275,34.82354,POINT (-77.97275 34.82354),yellow,0,DUKE ENERGY PROGRESS EAST
6364,PP_59966,Duke Energy Carolinas,DUK,12.8,SOLAR,-77.350273,34.725699,POINT (-77.350273 34.725699),yellow,0,DUKE ENERGY PROGRESS EAST
6365,PP_59499,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.1922,35.487,POINT (-78.1922 35.487),yellow,0,DUKE ENERGY PROGRESS EAST
6366,PP_60882,"PJM Interconnection, LLC",PJM,5.0,SOLAR,-77.633477,36.345842,POINT (-77.633477 36.345842),yellow,0,DUKE ENERGY PROGRESS EAST
6369,PP_62873,Southeastern Power Administration,SEPA,1.7,BIOMASS,-77.614507,35.591719,POINT (-77.614507 35.591719),forestgreen,0,DUKE ENERGY PROGRESS EAST
6370,PP_59156,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.7875,35.021111,POINT (-78.78749999999999 35.021111),yellow,0,DUKE ENERGY PROGRESS EAST
6371,PP_60178,Duke Energy Carolinas,DUK,5.0,SOLAR,-77.923306,36.02818,POINT (-77.923306 36.02818),yellow,0,DUKE ENERGY PROGRESS EAST
6372,PP_58849,Duke Energy Progress East,CPLE,2.0,SOLAR,-77.783333,36.0939,POINT (-77.783333 36.0939),yellow,0,DUKE ENERGY PROGRESS EAST
6375,PP_60402,Duke Energy Carolinas,DUK,5.2,SOLAR,-78.624278,34.822869,POINT (-78.624278 34.822869),yellow,0,DUKE ENERGY PROGRESS EAST
6376,PP_59451,Duke Energy Progress East,CPLE,2.5,SOLAR,-78.526111,35.674444,POINT (-78.526111 35.674444),yellow,0,DUKE ENERGY PROGRESS EAST
6378,PP_60135,Duke Energy Carolinas,DUK,5.0,SOLAR,-77.775743,34.915767,POINT (-77.77574300000001 34.915767),yellow,0,DUKE ENERGY PROGRESS EAST
6379,PP_61187,Duke Energy Progress East,CPLE,1.0,SOLAR,-78.6689,35.837841,POINT (-78.66889999999999 35.837841),yellow,0,DUKE ENERGY PROGRESS EAST
6380,PP_54882,Duke Energy Progress East,CPLE,1.0,OIL,-78.516,36.0205,POINT (-78.51600000000001 36.0205),darkviolet,0,DUKE ENERGY PROGRESS EAST
6381,PP_58311,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.764901,34.324656,POINT (-78.76490099999999 34.324656),yellow,0,DUKE ENERGY PROGRESS EAST
6382,PP_62601,Duke Energy Progress East,CPLE,2.0,SOLAR,-79.78553,35.74901,POINT (-79.78552999999999 35.74901),yellow,0,DUKE ENERGY PROGRESS EAST
6383,PP_64176,Duke Energy Carolinas,DUK,4.0,SOLAR,-79.60948,35.97485,POINT (-79.60948 35.97485),yellow,0,DUKE ENERGY PROGRESS EAST
6386,PP_59100,Duke Energy Progress East,CPLE,4.9,SOLAR,-78.521944,34.3375,POINT (-78.521944 34.3375),yellow,0,DUKE ENERGY PROGRESS EAST
6387,PP_59508,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.1823,35.8918,POINT (-78.1823 35.8918),yellow,0,DUKE ENERGY PROGRESS EAST
6390,PP_61011,"PJM Interconnection, LLC",PJM,74.9,SOLAR,-77.712,36.18,POINT (-77.712 36.18),yellow,0,DUKE ENERGY PROGRESS EAST
6391,PP_59899,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.113067,35.482032,POINT (-77.113067 35.482032),yellow,0,DUKE ENERGY PROGRESS EAST
6392,PP_58675,Duke Energy Carolinas,DUK,5.0,SOLAR,-77.09,35.515,POINT (-77.09 35.515),yellow,0,DUKE ENERGY PROGRESS EAST
6394,PP_62168,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.625352,35.523663,POINT (-78.62535200000001 35.523663),yellow,0,DUKE ENERGY PROGRESS EAST
6395,PP_59711,Duke Energy Progress East,CPLE,1.6,BIOMASS,-78.433794,35.511903,POINT (-78.43379400000001 35.511903),forestgreen,0,DUKE ENERGY PROGRESS EAST
6396,PP_58674,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.265,35.969444,POINT (-78.265 35.969444),yellow,0,DUKE ENERGY PROGRESS EAST
6401,PP_59213,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.354444,34.966944,POINT (-78.354444 34.966944),yellow,0,DUKE ENERGY PROGRESS EAST
6402,PP_59937,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.690576,35.414507,POINT (-78.69057599999999 35.414507),yellow,0,DUKE ENERGY PROGRESS EAST
6404,PP_60146,Duke Energy Carolinas,DUK,4.9,SOLAR,-79.195789,35.557224,POINT (-79.195789 35.557224),yellow,0,DUKE ENERGY PROGRESS EAST
6407,PP_59944,"PJM Interconnection, LLC",PJM,80.0,SOLAR,-77.481,35.822,POINT (-77.48099999999999 35.822),yellow,0,DUKE ENERGY PROGRESS EAST
6408,PP_60188,"PJM Interconnection, LLC",PJM,5.0,SOLAR,-77.457772,35.825182,POINT (-77.45777200000001 35.825182),yellow,0,DUKE ENERGY PROGRESS EAST
6409,PP_62600,Duke Energy Progress West,CPLW,5.0,SOLAR,-77.973754,35.436844,POINT (-77.973754 35.436844),yellow,0,DUKE ENERGY PROGRESS EAST
6410,PP_61882,Duke Energy Progress East,CPLE,2.0,SOLAR,-79.991158,35.340067,POINT (-79.991158 35.340067),yellow,0,DUKE ENERGY PROGRESS EAST
6411,PP_60637,"PJM Interconnection, LLC",PJM,20.0,SOLAR,-77.571,36.371,POINT (-77.571 36.371),yellow,0,DUKE ENERGY PROGRESS EAST
6413,PP_59663,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.626111,36.366944,POINT (-78.62611099999999 36.366944),yellow,0,DUKE ENERGY PROGRESS EAST
6414,PP_60965,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.198481,35.528489,POINT (-79.198481 35.528489),yellow,0,DUKE ENERGY PROGRESS EAST
6416,PP_61658,Duke Energy Progress East,CPLE,1.9,SOLAR,-79.180654,35.462405,POINT (-79.180654 35.462405),yellow,0,DUKE ENERGY PROGRESS EAST
6418,PP_62167,Duke Energy Progress East,CPLE,4.9,SOLAR,-79.722852,34.925452,POINT (-79.722852 34.925452),yellow,0,DUKE ENERGY PROGRESS EAST
6420,PP_10379,Duke Energy Progress East,CPLE,67.5,BIOMASS,-78.9619,36.435,POINT (-78.9619 36.435),forestgreen,0,DUKE ENERGY PROGRESS EAST
6421,PP_10378,Duke Energy Progress East,CPLE,135.0,BIOMASS,-78.011824,33.944384,POINT (-78.011824 33.944384),forestgreen,0,DUKE ENERGY PROGRESS EAST
6422,PP_10525,Duke Energy Progress East,CPLE,50.0,BIOMASS,-77.167883,35.130193,POINT (-77.167883 35.130193),forestgreen,0,DUKE ENERGY PROGRESS EAST
6423,PP_60635,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.60434,35.72196,POINT (-78.60433999999999 35.72196),yellow,0,DUKE ENERGY PROGRESS EAST
6424,PP_59914,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.584212,36.353533,POINT (-78.58421199999999 36.353533),yellow,0,DUKE ENERGY PROGRESS EAST
6426,PP_59561,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.5525,35.230833,POINT (-77.55249999999999 35.230833),yellow,0,DUKE ENERGY PROGRESS EAST
6427,PP_62678,Duke Energy Carolinas,DUK,70.1,SOLAR,-77.977497,34.67704,POINT (-77.977497 34.67704),yellow,0,DUKE ENERGY PROGRESS EAST
6428,PP_65584,Duke Energy Progress East,CPLE,1.9,SOLAR,-77.543559,34.69193,POINT (-77.543559 34.69193),yellow,0,DUKE ENERGY PROGRESS EAST
6430,PP_63346,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.610091,35.330022,POINT (-78.610091 35.330022),yellow,0,DUKE ENERGY PROGRESS EAST
6431,PP_60403,Duke Energy Carolinas,DUK,5.2,SOLAR,-78.633283,36.289625,POINT (-78.63328300000001 36.289625),yellow,0,DUKE ENERGY PROGRESS EAST
6435,PP_61581,"PJM Interconnection, LLC",PJM,5.0,SOLAR,-76.52924,36.107345,POINT (-76.52924 36.107345),yellow,0,DUKE ENERGY PROGRESS EAST
6436,PP_60179,Duke Energy Carolinas,DUK,5.0,SOLAR,-77.202453,35.035589,POINT (-77.20245300000001 35.035589),yellow,0,DUKE ENERGY PROGRESS EAST
6437,PP_59117,Duke Energy Carolinas,DUK,23.1,SOLAR,-78.843611,34.834444,POINT (-78.843611 34.834444),yellow,0,DUKE ENERGY PROGRESS EAST
6440,PP_57335,Duke Energy Carolinas,DUK,1.3,SOLAR,-79.9692,36.1053,POINT (-79.9692 36.1053),yellow,0,DUKE ENERGY PROGRESS EAST
6441,PP_61403,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.199375,34.670842,POINT (-79.199375 34.670842),yellow,0,DUKE ENERGY PROGRESS EAST
6442,PP_61088,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.20905,34.318997,POINT (-78.20905 34.318997),yellow,0,DUKE ENERGY PROGRESS EAST
6443,PP_58874,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.348333,36.27,POINT (-78.348333 36.27),yellow,0,DUKE ENERGY PROGRESS EAST
6444,PP_59968,"PJM Interconnection, LLC",PJM,208.0,WIND,-76.42,36.31,POINT (-76.42 36.31),darkcyan,0,DUKE ENERGY PROGRESS EAST
6445,PP_58952,Duke Energy Progress East,CPLE,4.8,SOLAR,-78.835833,34.302778,POINT (-78.83583299999999 34.302778),yellow,0,DUKE ENERGY PROGRESS EAST
6448,PP_58844,"PJM Interconnection, LLC",PJM,20.0,SOLAR,-77.409167,36.125,POINT (-77.409167 36.125),yellow,0,DUKE ENERGY PROGRESS EAST
6453,PP_54887,Duke Energy Progress East,CPLE,9.2,GAS,-77.35744,35.665961,POINT (-77.35744 35.665961),red,0,DUKE ENERGY PROGRESS EAST
6454,PP_59376,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.548611,35.475,POINT (-78.54861099999999 35.475),yellow,0,DUKE ENERGY PROGRESS EAST
6455,PP_60599,Duke Energy Carolinas,DUK,5.0,SOLAR,-77.980388,34.960083,POINT (-77.980388 34.960083),yellow,0,DUKE ENERGY PROGRESS EAST
6456,PP_58879,Duke Energy Carolinas,DUK,5.0,SOLAR,-78.078333,35.011944,POINT (-78.078333 35.011944),yellow,0,DUKE ENERGY PROGRESS EAST
6457,PP_60131,Duke Energy Carolinas,DUK,3.5,SOLAR,-78.848475,36.004941,POINT (-78.84847499999999 36.004941),yellow,0,DUKE ENERGY PROGRESS EAST
6458,PP_60161,Duke Energy Progress East,CPLE,4.0,SOLAR,-78.155087,36.458327,POINT (-78.15508699999999 36.458327),yellow,0,DUKE ENERGY PROGRESS EAST
6459,PP_59189,Duke Energy Progress East,CPLE,2.0,SOLAR,-77.85,35.441667,POINT (-77.84999999999999 35.441667),yellow,0,DUKE ENERGY PROGRESS EAST
6460,PP_59562,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.463056,34.742222,POINT (-79.46305599999999 34.742222),yellow,0,DUKE ENERGY PROGRESS EAST
6461,PP_57606,Duke Energy Carolinas,DUK,5.4,OIL,-79.9089,35.9428,POINT (-79.9089 35.9428),darkviolet,0,DUKE ENERGY PROGRESS EAST
6462,PP_59778,Duke Energy Carolinas,DUK,47.7,SOLAR,-79.636372,35.148503,POINT (-79.63637199999999 35.148503),yellow,0,DUKE ENERGY PROGRESS EAST
6465,PP_59042,Duke Energy Carolinas,DUK,2.0,SOLAR,-79.73,35.1,POINT (-79.73 35.1),yellow,0,DUKE ENERGY PROGRESS EAST
6466,PP_58725,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.3325,36.131111,POINT (-79.3325 36.131111),yellow,0,DUKE ENERGY PROGRESS EAST
6467,PP_59164,Duke Energy Progress East,CPLE,40.0,SOLAR,-77.846944,35.781111,POINT (-77.84694399999999 35.781111),yellow,0,DUKE ENERGY PROGRESS EAST
6468,PP_60136,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.189525,35.453828,POINT (-79.189525 35.453828),yellow,0,DUKE ENERGY PROGRESS EAST
6469,PP_62662,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.721683,35.421964,POINT (-78.721683 35.421964),yellow,0,DUKE ENERGY PROGRESS EAST
6470,PP_63733,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.08025,35.16513,POINT (-78.08025000000001 35.16513),yellow,0,DUKE ENERGY PROGRESS EAST
6471,PP_58859,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.661389,35.333333,POINT (-78.661389 35.333333),yellow,0,DUKE ENERGY PROGRESS EAST
6472,PP_64363,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.921771,36.486008,POINT (-78.92177100000001 36.486008),yellow,0,DUKE ENERGY PROGRESS EAST
6473,PP_63732,Duke Energy Progress East,CPLE,2.8,SOLAR,-78.71433,35.41424,POINT (-78.71433 35.41424),yellow,0,DUKE ENERGY PROGRESS EAST
6474,PP_62996,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.409231,35.416104,POINT (-78.40923100000001 35.416104),yellow,0,DUKE ENERGY PROGRESS EAST
6475,PP_63377,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.673277,34.879581,POINT (-79.673277 34.879581),yellow,0,DUKE ENERGY PROGRESS EAST
6476,PP_59956,Duke Energy Progress East,CPLE,1.8,SOLAR,-78.2898,35.5262,POINT (-78.2898 35.5262),yellow,0,DUKE ENERGY PROGRESS EAST
6477,PP_59955,Duke Energy Progress East,CPLE,1.8,SOLAR,-78.319751,35.48835,POINT (-78.319751 35.48835),yellow,0,DUKE ENERGY PROGRESS EAST
6480,PP_60400,Duke Energy Carolinas,DUK,4.9,SOLAR,-77.4549,35.370441,POINT (-77.45489999999999 35.370441),yellow,0,DUKE ENERGY PROGRESS EAST
6481,PP_59406,Duke Energy Carolinas,DUK,2.0,SOLAR,-79.493889,36.098889,POINT (-79.493889 36.098889),yellow,0,DUKE ENERGY PROGRESS EAST
6482,PP_59052,Duke Energy Carolinas,DUK,4.0,SOLAR,-79.13,34.52,POINT (-79.13 34.52),yellow,0,DUKE ENERGY PROGRESS EAST
6483,PP_59333,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.116111,35.069722,POINT (-78.116111 35.069722),yellow,0,DUKE ENERGY PROGRESS EAST
6484,PP_54895,"Alcoa Power Generating, Inc. - Yadkin Division",YAD,31.4,HYDRO,-80.0753,35.3944,POINT (-80.0753 35.3944),royalblue,0,DUKE ENERGY PROGRESS EAST
6485,PP_58318,Duke Energy Progress East,CPLE,1.0,SOLAR,-79.025,35.832778,POINT (-79.02500000000001 35.832778),yellow,0,DUKE ENERGY PROGRESS EAST
6486,PP_62798,"PJM Interconnection, LLC",PJM,100.0,SOLAR,-77.696443,36.003272,POINT (-77.696443 36.003272),yellow,0,DUKE ENERGY PROGRESS EAST
6487,PP_61089,Duke Energy Carolinas,DUK,5.0,SOLAR,-80.03465,35.24125,POINT (-80.03465 35.24125),yellow,0,DUKE ENERGY PROGRESS EAST
6488,PP_59951,"PJM Interconnection, LLC",PJM,20.0,SOLAR,-78.033704,36.515544,POINT (-78.033704 36.515544),yellow,0,DUKE ENERGY PROGRESS EAST
6491,PP_64527,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.0323,35.588,POINT (-79.03230000000001 35.588),yellow,0,DUKE ENERGY PROGRESS EAST
6492,PP_58808,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.383889,35.668889,POINT (-77.383889 35.668889),yellow,0,DUKE ENERGY PROGRESS EAST
6493,PP_60370,Duke Energy Progress East,CPLE,5.2,SOLAR,-79.55308,35.40274,POINT (-79.55307999999999 35.40274),yellow,0,DUKE ENERGY PROGRESS EAST
6494,PP_62487,Duke Energy Progress East,CPLE,4.3,SOLAR,-78.603088,35.41218,POINT (-78.603088 35.41218),yellow,0,DUKE ENERGY PROGRESS EAST
6496,PP_60147,Duke Energy Carolinas,DUK,6.5,SOLAR,-79.135875,34.509128,POINT (-79.135875 34.509128),yellow,0,DUKE ENERGY PROGRESS EAST
6497,PP_59552,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.97,34.6,POINT (-78.97 34.6),yellow,0,DUKE ENERGY PROGRESS EAST
6498,PP_59551,Duke Energy Progress East,CPLE,4.3,SOLAR,-78.94,34.581944,POINT (-78.94 34.581944),yellow,0,DUKE ENERGY PROGRESS EAST
6499,PP_59646,Duke Energy Progress East,CPLE,4.8,SOLAR,-77.821944,35.016111,POINT (-77.821944 35.016111),yellow,0,DUKE ENERGY PROGRESS EAST
6501,PP_60624,Duke Energy Carolinas,DUK,50.2,SOLAR,-78.273106,36.126912,POINT (-78.273106 36.126912),yellow,0,DUKE ENERGY PROGRESS EAST
6502,PP_59563,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.551944,35.220556,POINT (-79.55194400000001 35.220556),yellow,0,DUKE ENERGY PROGRESS EAST
6504,PP_59579,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.1525,36.126944,POINT (-78.1525 36.126944),yellow,0,DUKE ENERGY PROGRESS EAST
6505,PP_58802,Duke Energy Progress East,CPLE,2.0,SOLAR,-78.167778,36.0975,POINT (-78.167778 36.0975),yellow,0,DUKE ENERGY PROGRESS EAST
6506,PP_59708,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.35,36.08,POINT (-78.34999999999999 36.08),yellow,0,DUKE ENERGY PROGRESS EAST
6508,PP_63693,Duke Energy Progress East,CPLE,2.0,SOLAR,-77.76236,34.96885,POINT (-77.76236 34.96885),yellow,0,DUKE ENERGY PROGRESS EAST
6509,PP_59103,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.969167,35.531944,POINT (-77.969167 35.531944),yellow,0,DUKE ENERGY PROGRESS EAST
6510,PP_58331,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.710261,35.564354,POINT (-78.710261 35.564354),yellow,0,DUKE ENERGY PROGRESS EAST
6512,PP_60633,Duke Energy Carolinas,DUK,2.0,SOLAR,-78.653,34.499,POINT (-78.65300000000001 34.499),yellow,0,DUKE ENERGY PROGRESS EAST
6514,PP_58866,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.793056,34.325278,POINT (-78.79305600000001 34.325278),yellow,0,DUKE ENERGY PROGRESS EAST
6526,PP_65505,Duke Energy Progress East,CPLE,3.5,SOLAR,-80.013247,35.198537,POINT (-80.01324700000001 35.198537),yellow,0,DUKE ENERGY PROGRESS EAST
6527,PP_59426,"PJM Interconnection, LLC",PJM,5.0,SOLAR,-76.501944,36.248333,POINT (-76.50194399999999 36.248333),yellow,0,DUKE ENERGY PROGRESS EAST
6528,PP_65506,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.557136,35.213491,POINT (-79.557136 35.213491),yellow,0,DUKE ENERGY PROGRESS EAST
6530,PP_58957,Duke Energy Progress East,CPLE,4.8,SOLAR,-79.014444,34.309722,POINT (-79.014444 34.309722),yellow,0,DUKE ENERGY PROGRESS EAST
6533,PP_58487,Duke Energy Progress East,CPLE,2.5,SOLAR,-78.593889,36.411667,POINT (-78.593889 36.411667),yellow,0,DUKE ENERGY PROGRESS EAST
6535,PP_64450,"PJM Interconnection, LLC",PJM,15.0,SOLAR,-77.897552,36.23891,POINT (-77.897552 36.23891),yellow,0,DUKE ENERGY PROGRESS EAST
6536,PP_60181,Duke Energy Carolinas,DUK,5.0,SOLAR,-77.1182,35.16922,POINT (-77.1182 35.16922),yellow,0,DUKE ENERGY PROGRESS EAST
6539,PP_2709,Duke Energy Carolinas,DUK,2047.7,GAS,-78.089444,35.373611,POINT (-78.089444 35.373611),red,0,DUKE ENERGY PROGRESS EAST
6540,PP_58943,"PJM Interconnection, LLC",PJM,20.0,SOLAR,-77.711389,36.441944,POINT (-77.711389 36.441944),yellow,0,DUKE ENERGY PROGRESS EAST
6541,PP_61877,Duke Energy Carolinas,DUK,4.9,SOLAR,-77.213772,34.800947,POINT (-77.21377200000001 34.800947),yellow,0,DUKE ENERGY PROGRESS EAST
6542,PP_59512,Duke Energy Progress East,CPLE,4.0,SOLAR,-78.5108,35.3965,POINT (-78.5108 35.3965),yellow,0,DUKE ENERGY PROGRESS EAST
6544,PP_59337,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.100833,35.211944,POINT (-78.10083299999999 35.211944),yellow,0,DUKE ENERGY PROGRESS EAST
6545,PP_6015,Duke Energy Progress East,CPLE,950.9,NUCLEAR,-78.9556,35.6334,POINT (-78.9556 35.6334),cyan,0,DUKE ENERGY PROGRESS EAST
6546,PP_63975,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.524535,34.984262,POINT (-78.524535 34.984262),yellow,0,DUKE ENERGY PROGRESS EAST
6547,PP_64144,"PJM Interconnection, LLC",PJM,80.0,SOLAR,-77.64,35.9,POINT (-77.64 35.9),yellow,0,DUKE ENERGY PROGRESS EAST
6548,PP_63299,Duke Energy Progress East,CPLE,2.0,SOLAR,-77.784167,34.90389,POINT (-77.784167 34.90389),yellow,0,DUKE ENERGY PROGRESS EAST
6549,PP_10258,Duke Energy Carolinas,DUK,1.5,HYDRO,-79.3244,35.9483,POINT (-79.3244 35.9483),royalblue,0,DUKE ENERGY PROGRESS EAST
6550,PP_62951,"PJM Interconnection, LLC",PJM,65.0,SOLAR,-78.105,36.533,POINT (-78.105 36.533),yellow,0,DUKE ENERGY PROGRESS EAST
6553,PP_61255,Duke Energy Progress East,CPLE,4.9,SOLAR,-79.915,35.343,POINT (-79.91500000000001 35.343),yellow,0,DUKE ENERGY PROGRESS EAST
6554,PP_60121,Duke Energy Carolinas,DUK,1.9,SOLAR,-78.59453,35.560002,POINT (-78.59453000000001 35.560002),yellow,0,DUKE ENERGY PROGRESS EAST
6555,PP_62539,Duke Energy Progress East,CPLE,2.0,SOLAR,-79.419519,35.13432,POINT (-79.41951899999999 35.13432),yellow,0,DUKE ENERGY PROGRESS EAST
6556,PP_60577,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.909719,35.376236,POINT (-79.909719 35.376236),yellow,0,DUKE ENERGY PROGRESS EAST
6557,PP_60157,Duke Energy Carolinas,DUK,4.5,SOLAR,-78.221475,34.308744,POINT (-78.221475 34.308744),yellow,0,DUKE ENERGY PROGRESS EAST
6559,PP_65552,Duke Energy Progress East,CPLE,5.0,SOLAR,-79.577907,35.859618,POINT (-79.577907 35.859618),yellow,0,DUKE ENERGY PROGRESS EAST
6560,PP_60384,"PJM Interconnection, LLC",PJM,5.0,SOLAR,-76.490915,36.13026,POINT (-76.490915 36.13026),yellow,0,DUKE ENERGY PROGRESS EAST
6561,PP_60778,Duke Energy Carolinas,DUK,5.0,SOLAR,-79.474542,34.784039,POINT (-79.474542 34.784039),yellow,0,DUKE ENERGY PROGRESS EAST
6562,PP_59829,Duke Energy Progress East,CPLE,5.0,SOLAR,-78.009167,34.802222,POINT (-78.00916700000001 34.802222),yellow,0,DUKE ENERGY PROGRESS EAST
6563,PP_56059,Duke Energy Carolinas,DUK,1.8,OIL,-79.990124,35.924393,POINT (-79.99012399999999 35.924393),darkviolet,0,DUKE ENERGY PROGRESS EAST
6564,PP_57196,Duke Energy Carolinas,DUK,1.8,OIL,-79.96,35.97,POINT (-79.95999999999999 35.97),darkviolet,0,DUKE ENERGY PROGRESS EAST
6565,PP_56260,Duke Energy Carolinas,DUK,3.6,OIL,-79.9497,35.9861,POINT (-79.94970000000001 35.9861),darkviolet,0,DUKE ENERGY PROGRESS EAST
6568,PP_59163,Duke Energy Progress East,CPLE,5.0,SOLAR,-77.451944,35.363889,POINT (-77.451944 35.363889),yellow,0,DUKE ENERGY PROGRESS EAST
6569,PP_59487,Duke Energy Carolinas,DUK,4.9,SOLAR,-77.99,35.433889,POINT (-77.98999999999999 35.433889),yellow,0,DUKE ENERGY PROGRESS EAST
6571,PP_63695,Duke Energy Progress East,CPLE,2.0,SOLAR,-79.132926,34.662627,POINT (-79.132926 34.662627),yellow,0,DUKE ENERGY PROGRESS EAST
6572,PP_58623,Duke Energy Progress East,CPLE,20.0,SOLAR,-79.340833,34.774167,POINT (-79.340833 34.774167),yellow,0,DUKE ENERGY PROGRESS EAST
6573,PP_61256,Duke Energy Progress East,CPLE,4.9,SOLAR,-77.497,35.205,POINT (-77.497 35.205),yellow,0,DUKE ENERGY PROGRESS EAST
6574,PP_61883,Duke Energy Progress East,CPLE,1.3,SOLAR,-79.8727,35.62845,POINT (-79.87269999999999 35.62845),yellow,0,DUKE ENERGY PROGRESS EAST
6580,PP_60209,"PJM Interconnection, LLC",PJM,5.0,SOLAR,-77.631511,36.348734,POINT (-77.631511 36.348734),yellow,0,DUKE ENERGY PROGRESS EAST
6589,PP_60540,Duke Energy Carolinas,DUK,35.0,SOLAR,-78.755394,34.539425,POINT (-78.755394 34.539425),yellow,0,DUKE ENERGY PROGRESS EAST
6590,PP_61258,Duke Energy Progress East,CPLE,1.9,SOLAR,-77.825,35.046,POINT (-77.825 35.046),yellow,0,DUKE ENERGY PROGRESS EAST
