,n_29228,n_28505,n_6652,n_29011
247,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
248,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
249,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
250,2301.628142878871,2080.2430531993305,2106.481286050239,888.6475178715586
251,2302.564144563653,2081.089024347439,2107.3379274841755,889.0089036047312
252,2302.564144563653,2081.089024347439,2107.3379274841755,889.0089036047312
253,2302.252144002059,2080.8070339647365,2107.05238033953,888.8884416936737
254,2301.316142317277,2079.961062816628,2106.1957389055933,888.5270559605011
255,2301.628142878871,2080.2430531993305,2106.481286050239,888.6475178715586
256,2301.628142878871,2080.2430531993305,2106.481286050239,888.6475178715586
257,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
258,2302.876145125247,2081.371014730142,2107.623474628821,889.1293655157888
259,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
260,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
261,2301.316142317277,2079.961062816628,2106.1957389055933,888.5270559605011
262,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
263,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
264,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
265,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
266,2298.8201378245253,2077.7051397550044,2103.911361748429,887.5633606720406
267,2299.444138947713,2078.26912052041,2104.48245603772,887.8042844941558
268,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
269,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
270,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
271,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
272,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
273,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
274,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
275,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
276,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
277,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
278,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
279,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
280,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
281,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
282,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
283,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
284,2299.444138947713,2078.26912052041,2104.48245603772,887.8042844941558
285,2299.444138947713,2078.26912052041,2104.48245603772,887.8042844941558
286,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
287,2298.8201378245253,2077.7051397550044,2103.911361748429,887.5633606720406
288,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
289,2298.508137262931,2077.4231493723014,2103.6258146037835,887.4428987609831
290,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
291,2298.8201378245253,2077.7051397550044,2103.911361748429,887.5633606720406
292,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
293,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
294,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
295,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
296,2299.444138947713,2078.26912052041,2104.48245603772,887.8042844941558
297,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
298,2301.316142317277,2079.961062816628,2106.1957389055933,888.5270559605011
299,2301.940143440465,2080.5250435820335,2106.7668331948844,888.7679797826162
300,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
301,2301.316142317277,2079.961062816628,2106.1957389055933,888.5270559605011
302,2301.628142878871,2080.2430531993305,2106.481286050239,888.6475178715586
303,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
304,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
305,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
306,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
307,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
308,2299.444138947713,2078.26912052041,2104.48245603772,887.8042844941558
309,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
310,2298.8201378245253,2077.7051397550044,2103.911361748429,887.5633606720406
311,2299.444138947713,2078.26912052041,2104.48245603772,887.8042844941558
312,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
313,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
314,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
315,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
316,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
317,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
318,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
319,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
320,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
321,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
322,2301.628142878871,2080.2430531993305,2106.481286050239,888.6475178715586
323,2301.316142317277,2079.961062816628,2106.1957389055933,888.5270559605011
324,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
325,2301.316142317277,2079.961062816628,2106.1957389055933,888.5270559605011
326,2301.940143440465,2080.5250435820335,2106.7668331948844,888.7679797826162
327,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
328,2301.940143440465,2080.5250435820335,2106.7668331948844,888.7679797826162
329,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
330,2303.500146248435,2081.934995495548,2108.1945689181125,889.370289337904
331,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
332,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
333,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
334,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
335,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
336,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
337,2301.316142317277,2079.961062816628,2106.1957389055933,888.5270559605011
338,2301.316142317277,2079.961062816628,2106.1957389055933,888.5270559605011
339,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
340,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
341,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
342,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
343,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
344,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
345,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
346,2296.3241333317733,2075.449216693381,2101.6269845912648,886.5996653835803
347,2294.140129400615,2073.475284014461,2099.6281545787456,885.7564320061774
348,2293.2041277158332,2072.629312866352,2098.771513144809,885.3950462730047
349,2291.6441249078634,2071.2193609528376,2097.3437774215813,884.7927367177169
350,2292.8921271542395,2072.3473224836494,2098.4859660001634,885.2745843619472
351,2291.0201237846754,2070.655380187432,2096.7726831322902,884.5518128956019
352,2289.460120976705,2069.2454282739172,2095.3449474090626,883.9495033403141
353,2290.3961226614874,2070.091399422026,2096.201588842999,884.3108890734868
354,2291.332124346269,2070.9373705701346,2097.058230276936,884.6722748066594
355,2289.7721215382994,2069.5274186566203,2095.630494553708,884.0699652513716
356,2290.084122099893,2069.809409039323,2095.9160416983536,884.1904271624292
357,2289.7721215382994,2069.5274186566203,2095.630494553708,884.0699652513716
358,2287.2761170455474,2067.271495594997,2093.3461173965434,883.1062699629113
359,2290.708123223081,2070.373389804729,2096.4871359876447,884.4313509845443
360,2290.3961226614874,2070.091399422026,2096.201588842999,884.3108890734868
361,2288.5241192919234,2068.3994571258086,2094.488305975126,883.5881176071415
362,2290.708123223081,2070.373389804729,2096.4871359876447,884.4313509845443
363,2292.2681260310515,2071.7833417182433,2097.9148717108724,885.0336605398321
364,2298.1961367013373,2077.141158989599,2103.340267459138,887.3224368499256
365,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
366,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
367,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
368,2301.940143440465,2080.5250435820335,2106.7668331948844,888.7679797826162
369,2301.940143440465,2080.5250435820335,2106.7668331948844,888.7679797826162
370,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
371,2301.628142878871,2080.2430531993305,2106.481286050239,888.6475178715586
372,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
373,2302.252144002059,2080.8070339647365,2107.05238033953,888.8884416936737
374,2301.628142878871,2080.2430531993305,2106.481286050239,888.6475178715586
375,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
376,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
377,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
378,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
379,2299.444138947713,2078.26912052041,2104.48245603772,887.8042844941558
380,2299.444138947713,2078.26912052041,2104.48245603772,887.8042844941558
381,2301.316142317277,2079.961062816628,2106.1957389055933,888.5270559605011
382,2299.756139509307,2078.551110903113,2104.7680031823656,887.9247464052133
383,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
384,2301.628142878871,2080.2430531993305,2106.481286050239,888.6475178715586
385,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
386,2300.068140070901,2078.833101285816,2105.053550327011,888.0452083162709
387,2300.380140632495,2079.1150916685187,2105.3390974716567,888.1656702273284
388,2301.628142878871,2080.2430531993305,2106.481286050239,888.6475178715586
389,2300.692141194089,2079.397082051222,2105.6246446163022,888.2861321383859
390,2301.628142878871,2080.2430531993305,2106.481286050239,888.6475178715586
391,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
392,2302.252144002059,2080.8070339647365,2107.05238033953,888.8884416936737
393,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
394,2301.316142317277,2079.961062816628,2106.1957389055933,888.5270559605011
395,2302.564144563653,2081.089024347439,2107.3379274841755,889.0089036047312
396,2301.004141755683,2079.679072433925,2105.910191760948,888.4065940494435
