,n_23779,n_23847,n_28601
118,2.1028037383177574,4.121495327102804,2.7757009345794392
119,2.1028037383177574,4.121495327102804,2.7757009345794392
120,2.1028037383177574,4.121495327102804,2.7757009345794392
121,1.869158878504673,3.6635514018691593,2.467289719626168
122,0.0,0.0,0.0
123,0.0,0.0,0.0
124,0.0,0.0,0.0
125,0.0,0.0,0.0
126,0.0,0.0,0.0
127,0.0,0.0,0.0
128,0.0,0.0,0.0
129,0.0,0.0,0.0
130,0.0,0.0,0.0
131,0.0,0.0,0.0
132,0.0,0.0,0.0
133,1.869158878504673,3.6635514018691593,2.467289719626168
134,2.1028037383177574,4.121495327102804,2.7757009345794392
135,2.3364485981308416,4.579439252336449,3.08411214953271
136,2.1028037383177574,4.121495327102804,2.7757009345794392
137,2.3364485981308416,4.579439252336449,3.08411214953271
138,2.3364485981308416,4.579439252336449,3.08411214953271
139,2.3364485981308416,4.579439252336449,3.08411214953271
140,2.1028037383177574,4.121495327102804,2.7757009345794392
141,2.3364485981308416,4.579439252336449,3.08411214953271
142,2.1028037383177574,4.121495327102804,2.7757009345794392
143,1.869158878504673,3.6635514018691593,2.467289719626168
144,2.1028037383177574,4.121495327102804,2.7757009345794392
145,2.1028037383177574,4.121495327102804,2.7757009345794392
146,0.0,0.0,0.0
147,0.0,0.0,0.0
148,0.0,0.0,0.0
149,0.0,0.0,0.0
150,0.0,0.0,0.0
151,0.0,0.0,0.0
152,0.0,0.0,0.0
153,0.0,0.0,0.0
154,0.0,0.0,0.0
155,0.0,0.0,0.0
156,0.0,0.0,0.0
157,2.1028037383177574,4.121495327102804,2.7757009345794392
158,1.869158878504673,3.6635514018691593,2.467289719626168
159,2.1028037383177574,4.121495327102804,2.7757009345794392
160,2.1028037383177574,4.121495327102804,2.7757009345794392
161,2.3364485981308416,4.579439252336449,3.08411214953271
162,2.3364485981308416,4.579439252336449,3.08411214953271
163,2.3364485981308416,4.579439252336449,3.08411214953271
164,2.1028037383177574,4.121495327102804,2.7757009345794392
165,2.1028037383177574,4.121495327102804,2.7757009345794392
166,1.869158878504673,3.6635514018691593,2.467289719626168
167,2.1028037383177574,4.121495327102804,2.7757009345794392
168,2.1028037383177574,4.121495327102804,2.7757009345794392
169,1.869158878504673,3.6635514018691593,2.467289719626168
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,2.1028037383177574,4.121495327102804,2.7757009345794392
182,2.1028037383177574,4.121495327102804,2.7757009345794392
183,1.869158878504673,3.6635514018691593,2.467289719626168
184,2.1028037383177574,4.121495327102804,2.7757009345794392
185,2.1028037383177574,4.121495327102804,2.7757009345794392
186,1.869158878504673,3.6635514018691593,2.467289719626168
187,2.1028037383177574,4.121495327102804,2.7757009345794392
188,2.1028037383177574,4.121495327102804,2.7757009345794392
189,1.869158878504673,3.6635514018691593,2.467289719626168
190,2.1028037383177574,4.121495327102804,2.7757009345794392
191,2.1028037383177574,4.121495327102804,2.7757009345794392
192,1.869158878504673,3.6635514018691593,2.467289719626168
193,2.1028037383177574,4.121495327102804,2.7757009345794392
194,0.0,0.0,0.0
195,0.0,0.0,0.0
196,0.0,0.0,0.0
197,0.0,0.0,0.0
198,0.0,0.0,0.0
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,0.0,0.0,0.0
202,0.0,0.0,0.0
203,0.0,0.0,0.0
204,0.0,0.0,0.0
205,1.869158878504673,3.6635514018691593,2.467289719626168
206,2.1028037383177574,4.121495327102804,2.7757009345794392
207,2.1028037383177574,4.121495327102804,2.7757009345794392
208,1.869158878504673,3.6635514018691593,2.467289719626168
209,2.1028037383177574,4.121495327102804,2.7757009345794392
210,2.3364485981308416,4.579439252336449,3.08411214953271
211,2.1028037383177574,4.121495327102804,2.7757009345794392
212,2.1028037383177574,4.121495327102804,2.7757009345794392
213,2.3364485981308416,4.579439252336449,3.08411214953271
214,2.1028037383177574,4.121495327102804,2.7757009345794392
215,1.869158878504673,3.6635514018691593,2.467289719626168
216,2.1028037383177574,4.121495327102804,2.7757009345794392
217,2.1028037383177574,4.121495327102804,2.7757009345794392
218,0.0,0.0,0.0
219,0.0,0.0,0.0
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,0.0,0.0,0.0
223,0.0,0.0,0.0
224,0.0,0.0,0.0
225,0.0,0.0,0.0
226,0.0,0.0,0.0
227,0.0,0.0,0.0
228,0.0,0.0,0.0
229,1.869158878504673,3.6635514018691593,2.467289719626168
230,2.1028037383177574,4.121495327102804,2.7757009345794392
231,2.1028037383177574,4.121495327102804,2.7757009345794392
232,2.3364485981308416,4.579439252336449,3.08411214953271
233,2.3364485981308416,4.579439252336449,3.08411214953271
234,2.3364485981308416,4.579439252336449,3.08411214953271
235,2.3364485981308416,4.579439252336449,3.08411214953271
236,2.3364485981308416,4.579439252336449,3.08411214953271
237,2.3364485981308416,4.579439252336449,3.08411214953271
238,2.1028037383177574,4.121495327102804,2.7757009345794392
239,1.869158878504673,3.6635514018691593,2.467289719626168
240,2.1028037383177574,4.121495327102804,2.7757009345794392
241,1.869158878504673,3.6635514018691593,2.467289719626168
242,0.0,0.0,0.0
243,0.0,0.0,0.0
244,0.0,0.0,0.0
245,0.0,0.0,0.0
246,0.0,0.0,0.0
247,0.0,0.0,0.0
248,0.0,0.0,0.0
249,0.0,0.0,0.0
250,0.0,0.0,0.0
251,0.0,0.0,0.0
252,0.0,0.0,0.0
253,1.869158878504673,3.6635514018691593,2.467289719626168
254,2.1028037383177574,4.121495327102804,2.7757009345794392
255,1.869158878504673,3.6635514018691593,2.467289719626168
256,2.1028037383177574,4.121495327102804,2.7757009345794392
257,2.1028037383177574,4.121495327102804,2.7757009345794392
258,1.869158878504673,3.6635514018691593,2.467289719626168
259,2.1028037383177574,4.121495327102804,2.7757009345794392
260,2.1028037383177574,4.121495327102804,2.7757009345794392
261,1.869158878504673,3.6635514018691593,2.467289719626168
262,2.1028037383177574,4.121495327102804,2.7757009345794392
263,1.869158878504673,3.6635514018691593,2.467289719626168
264,2.1028037383177574,4.121495327102804,2.7757009345794392
265,1.869158878504673,3.6635514018691593,2.467289719626168
266,0.0,0.0,0.0
267,0.0,0.0,0.0
268,0.0,0.0,0.0
269,0.0,0.0,0.0
270,0.0,0.0,0.0
271,0.0,0.0,0.0
272,0.0,0.0,0.0
273,0.0,0.0,0.0
274,0.0,0.0,0.0
275,0.0,0.0,0.0
276,0.0,0.0,0.0
277,1.869158878504673,3.6635514018691593,2.467289719626168
278,2.1028037383177574,4.121495327102804,2.7757009345794392
279,1.869158878504673,3.6635514018691593,2.467289719626168
280,2.1028037383177574,4.121495327102804,2.7757009345794392
281,2.1028037383177574,4.121495327102804,2.7757009345794392
282,2.5700934579439254,5.037383177570094,3.392523364485981
283,2.3364485981308416,4.579439252336449,3.08411214953271
284,2.3364485981308416,4.579439252336449,3.08411214953271
285,2.1028037383177574,4.121495327102804,2.7757009345794392
286,2.1028037383177574,4.121495327102804,2.7757009345794392
287,2.1028037383177574,4.121495327102804,2.7757009345794392
288,1.869158878504673,3.6635514018691593,2.467289719626168
289,1.869158878504673,3.6635514018691593,2.467289719626168
290,0.0,0.0,0.0
291,0.0,0.0,0.0
292,0.0,0.0,0.0
293,0.0,0.0,0.0
294,0.0,0.0,0.0
295,0.0,0.0,0.0
296,0.0,0.0,0.0
297,0.0,0.0,0.0
298,0.0,0.0,0.0
299,0.0,0.0,0.0
300,0.0,0.0,0.0
301,1.869158878504673,3.6635514018691593,2.467289719626168
302,2.1028037383177574,4.121495327102804,2.7757009345794392
303,2.1028037383177574,4.121495327102804,2.7757009345794392
304,2.3364485981308416,4.579439252336449,3.08411214953271
305,2.3364485981308416,4.579439252336449,3.08411214953271
306,2.3364485981308416,4.579439252336449,3.08411214953271
307,2.3364485981308416,4.579439252336449,3.08411214953271
308,2.3364485981308416,4.579439252336449,3.08411214953271
309,2.1028037383177574,4.121495327102804,2.7757009345794392
310,2.1028037383177574,4.121495327102804,2.7757009345794392
311,1.869158878504673,3.6635514018691593,2.467289719626168
312,1.869158878504673,3.6635514018691593,2.467289719626168
313,2.1028037383177574,4.121495327102804,2.7757009345794392
314,0.0,0.0,0.0
315,0.0,0.0,0.0
316,0.0,0.0,0.0
317,0.0,0.0,0.0
318,0.0,0.0,0.0
319,0.0,0.0,0.0
320,0.0,0.0,0.0
321,0.0,0.0,0.0
322,0.0,0.0,0.0
323,0.0,0.0,0.0
324,0.0,0.0,0.0
325,1.869158878504673,3.6635514018691593,2.467289719626168
326,2.1028037383177574,4.121495327102804,2.7757009345794392
327,2.1028037383177574,4.121495327102804,2.7757009345794392
328,2.3364485981308416,4.579439252336449,3.08411214953271
329,2.3364485981308416,4.579439252336449,3.08411214953271
330,2.3364485981308416,4.579439252336449,3.08411214953271
331,2.3364485981308416,4.579439252336449,3.08411214953271
332,2.3364485981308416,4.579439252336449,3.08411214953271
333,2.1028037383177574,4.121495327102804,2.7757009345794392
334,2.1028037383177574,4.121495327102804,2.7757009345794392
335,1.869158878504673,3.6635514018691593,2.467289719626168
336,1.869158878504673,3.6635514018691593,2.467289719626168
337,2.1028037383177574,4.121495327102804,2.7757009345794392
338,0.0,0.0,0.0
339,0.0,0.0,0.0
340,0.0,0.0,0.0
341,0.0,0.0,0.0
342,0.0,0.0,0.0
343,0.0,0.0,0.0
344,0.0,0.0,0.0
345,0.0,0.0,0.0
346,0.0,0.0,0.0
347,0.0,0.0,0.0
348,0.0,0.0,0.0
349,1.869158878504673,3.6635514018691593,2.467289719626168
350,2.1028037383177574,4.121495327102804,2.7757009345794392
351,1.869158878504673,3.6635514018691593,2.467289719626168
352,2.1028037383177574,4.121495327102804,2.7757009345794392
353,2.1028037383177574,4.121495327102804,2.7757009345794392
354,2.3364485981308416,4.579439252336449,3.08411214953271
355,2.3364485981308416,4.579439252336449,3.08411214953271
356,2.3364485981308416,4.579439252336449,3.08411214953271
357,2.3364485981308416,4.579439252336449,3.08411214953271
358,1.869158878504673,3.6635514018691593,2.467289719626168
359,2.1028037383177574,4.121495327102804,2.7757009345794392
360,1.869158878504673,3.6635514018691593,2.467289719626168
361,1.869158878504673,3.6635514018691593,2.467289719626168
362,0.0,0.0,0.0
363,0.0,0.0,0.0
364,0.0,0.0,0.0
365,0.0,0.0,0.0
366,0.0,0.0,0.0
367,0.0,0.0,0.0
368,0.0,0.0,0.0
369,0.0,0.0,0.0
370,0.0,0.0,0.0
371,0.0,0.0,0.0
372,0.0,0.0,0.0
373,2.1028037383177574,4.121495327102804,2.7757009345794392
374,1.869158878504673,3.6635514018691593,2.467289719626168
375,2.1028037383177574,4.121495327102804,2.7757009345794392
376,1.869158878504673,3.6635514018691593,2.467289719626168
377,2.1028037383177574,4.121495327102804,2.7757009345794392
378,2.1028037383177574,4.121495327102804,2.7757009345794392
379,2.1028037383177574,4.121495327102804,2.7757009345794392
380,2.1028037383177574,4.121495327102804,2.7757009345794392
381,2.1028037383177574,4.121495327102804,2.7757009345794392
382,1.869158878504673,3.6635514018691593,2.467289719626168
383,1.869158878504673,3.6635514018691593,2.467289719626168
384,2.1028037383177574,4.121495327102804,2.7757009345794392
385,1.869158878504673,3.6635514018691593,2.467289719626168
386,0.0,0.0,0.0
387,0.0,0.0,0.0
388,0.0,0.0,0.0
389,0.0,0.0,0.0
390,0.0,0.0,0.0
391,0.0,0.0,0.0
392,0.0,0.0,0.0
393,0.0,0.0,0.0
394,0.0,0.0,0.0
395,0.0,0.0,0.0
396,0.0,0.0,0.0
397,1.869158878504673,3.6635514018691593,2.467289719626168
398,1.869158878504673,3.6635514018691593,2.467289719626168
399,2.1028037383177574,4.121495327102804,2.7757009345794392
400,1.869158878504673,3.6635514018691593,2.467289719626168
401,2.1028037383177574,4.121495327102804,2.7757009345794392
402,2.3364485981308416,4.579439252336449,3.08411214953271
403,2.1028037383177574,4.121495327102804,2.7757009345794392
404,2.3364485981308416,4.579439252336449,3.08411214953271
405,2.1028037383177574,4.121495327102804,2.7757009345794392
406,1.869158878504673,3.6635514018691593,2.467289719626168
407,1.869158878504673,3.6635514018691593,2.467289719626168
408,2.1028037383177574,4.121495327102804,2.7757009345794392
409,1.869158878504673,3.6635514018691593,2.467289719626168
410,0.0,0.0,0.0
411,0.0,0.0,0.0
412,0.0,0.0,0.0
413,0.0,0.0,0.0
414,0.0,0.0,0.0
415,0.0,0.0,0.0
416,0.0,0.0,0.0
417,0.0,0.0,0.0
418,0.0,0.0,0.0
419,0.0,0.0,0.0
420,0.0,0.0,0.0
421,1.869158878504673,3.6635514018691593,2.467289719626168
422,1.869158878504673,3.6635514018691593,2.467289719626168
423,1.869158878504673,3.6635514018691593,2.467289719626168
424,2.3364485981308416,4.579439252336449,3.08411214953271
425,2.3364485981308416,4.579439252336449,3.08411214953271
426,2.3364485981308416,4.579439252336449,3.08411214953271
427,2.3364485981308416,4.579439252336449,3.08411214953271
428,2.3364485981308416,4.579439252336449,3.08411214953271
429,2.1028037383177574,4.121495327102804,2.7757009345794392
430,2.1028037383177574,4.121495327102804,2.7757009345794392
431,1.869158878504673,3.6635514018691593,2.467289719626168
432,2.1028037383177574,4.121495327102804,2.7757009345794392
433,1.869158878504673,3.6635514018691593,2.467289719626168
434,0.0,0.0,0.0
435,0.0,0.0,0.0
436,0.0,0.0,0.0
437,0.0,0.0,0.0
438,0.0,0.0,0.0
439,0.0,0.0,0.0
440,0.0,0.0,0.0
441,0.0,0.0,0.0
442,0.0,0.0,0.0
443,0.0,0.0,0.0
444,0.0,0.0,0.0
445,2.1028037383177574,4.121495327102804,2.7757009345794392
446,1.869158878504673,3.6635514018691593,2.467289719626168
447,1.869158878504673,3.6635514018691593,2.467289719626168
448,2.1028037383177574,4.121495327102804,2.7757009345794392
449,1.869158878504673,3.6635514018691593,2.467289719626168
450,2.1028037383177574,4.121495327102804,2.7757009345794392
451,2.1028037383177574,4.121495327102804,2.7757009345794392
452,2.1028037383177574,4.121495327102804,2.7757009345794392
453,2.1028037383177574,4.121495327102804,2.7757009345794392
454,1.869158878504673,3.6635514018691593,2.467289719626168
455,1.869158878504673,3.6635514018691593,2.467289719626168
456,1.869158878504673,3.6635514018691593,2.467289719626168
457,2.1028037383177574,4.121495327102804,2.7757009345794392
458,0.0,0.0,0.0
459,0.0,0.0,0.0
460,0.0,0.0,0.0
461,0.0,0.0,0.0
462,0.0,0.0,0.0
463,0.0,0.0,0.0
464,0.0,0.0,0.0
465,0.0,0.0,0.0
466,0.0,0.0,0.0
467,0.0,0.0,0.0
468,0.0,0.0,0.0
469,1.869158878504673,3.6635514018691593,2.467289719626168
470,2.1028037383177574,4.121495327102804,2.7757009345794392
471,2.1028037383177574,4.121495327102804,2.7757009345794392
472,2.3364485981308416,4.579439252336449,3.08411214953271
473,2.1028037383177574,4.121495327102804,2.7757009345794392
474,2.3364485981308416,4.579439252336449,3.08411214953271
475,2.3364485981308416,4.579439252336449,3.08411214953271
476,2.3364485981308416,4.579439252336449,3.08411214953271
477,2.1028037383177574,4.121495327102804,2.7757009345794392
478,2.1028037383177574,4.121495327102804,2.7757009345794392
479,1.869158878504673,3.6635514018691593,2.467289719626168
480,2.1028037383177574,4.121495327102804,2.7757009345794392
481,1.869158878504673,3.6635514018691593,2.467289719626168
482,0.0,0.0,0.0
483,0.0,0.0,0.0
484,0.0,0.0,0.0
485,0.0,0.0,0.0
486,0.0,0.0,0.0
487,0.0,0.0,0.0
488,0.0,0.0,0.0
489,0.0,0.0,0.0
490,0.0,0.0,0.0
491,0.0,0.0,0.0
492,0.0,0.0,0.0
493,1.869158878504673,3.6635514018691593,2.467289719626168
494,1.869158878504673,3.6635514018691593,2.467289719626168
495,1.869158878504673,3.6635514018691593,2.467289719626168
496,2.1028037383177574,4.121495327102804,2.7757009345794392
497,1.869158878504673,3.6635514018691593,2.467289719626168
498,2.1028037383177574,4.121495327102804,2.7757009345794392
499,1.869158878504673,3.6635514018691593,2.467289719626168
500,2.1028037383177574,4.121495327102804,2.7757009345794392
501,1.869158878504673,3.6635514018691593,2.467289719626168
502,2.1028037383177574,4.121495327102804,2.7757009345794392
503,1.869158878504673,3.6635514018691593,2.467289719626168
504,2.1028037383177574,4.121495327102804,2.7757009345794392
505,1.869158878504673,3.6635514018691593,2.467289719626168
506,0.0,0.0,0.0
507,0.0,0.0,0.0
508,0.0,0.0,0.0
509,0.0,0.0,0.0
510,0.0,0.0,0.0
511,0.0,0.0,0.0
512,0.0,0.0,0.0
513,0.0,0.0,0.0
514,0.0,0.0,0.0
515,0.0,0.0,0.0
516,0.0,0.0,0.0
517,2.1028037383177574,4.121495327102804,2.7757009345794392
518,1.869158878504673,3.6635514018691593,2.467289719626168
519,2.1028037383177574,4.121495327102804,2.7757009345794392
520,2.1028037383177574,4.121495327102804,2.7757009345794392
521,2.1028037383177574,4.121495327102804,2.7757009345794392
522,2.1028037383177574,4.121495327102804,2.7757009345794392
523,2.3364485981308416,4.579439252336449,3.08411214953271
524,2.1028037383177574,4.121495327102804,2.7757009345794392
525,2.1028037383177574,4.121495327102804,2.7757009345794392
526,2.1028037383177574,4.121495327102804,2.7757009345794392
527,1.869158878504673,3.6635514018691593,2.467289719626168
528,2.1028037383177574,4.121495327102804,2.7757009345794392
529,1.869158878504673,3.6635514018691593,2.467289719626168
530,0.0,0.0,0.0
531,0.0,0.0,0.0
532,0.0,0.0,0.0
533,0.0,0.0,0.0
534,0.0,0.0,0.0
535,0.0,0.0,0.0
536,0.0,0.0,0.0
537,0.0,0.0,0.0
538,0.0,0.0,0.0
539,0.0,0.0,0.0
540,0.0,0.0,0.0
541,1.869158878504673,3.6635514018691593,2.467289719626168
542,2.1028037383177574,4.121495327102804,2.7757009345794392
543,2.1028037383177574,4.121495327102804,2.7757009345794392
544,2.3364485981308416,4.579439252336449,3.08411214953271
545,2.3364485981308416,4.579439252336449,3.08411214953271
546,2.3364485981308416,4.579439252336449,3.08411214953271
547,2.3364485981308416,4.579439252336449,3.08411214953271
548,2.1028037383177574,4.121495327102804,2.7757009345794392
549,2.3364485981308416,4.579439252336449,3.08411214953271
550,2.1028037383177574,4.121495327102804,2.7757009345794392
551,1.869158878504673,3.6635514018691593,2.467289719626168
552,1.869158878504673,3.6635514018691593,2.467289719626168
553,1.869158878504673,3.6635514018691593,2.467289719626168
554,0.0,0.0,0.0
555,0.0,0.0,0.0
556,0.0,0.0,0.0
557,0.0,0.0,0.0
558,0.0,0.0,0.0
559,0.0,0.0,0.0
560,0.0,0.0,0.0
561,0.0,0.0,0.0
562,0.0,0.0,0.0
563,0.0,0.0,0.0
564,0.0,0.0,0.0
565,1.869158878504673,3.6635514018691593,2.467289719626168
566,1.869158878504673,3.6635514018691593,2.467289719626168
567,2.3364485981308416,4.579439252336449,3.08411214953271
568,2.1028037383177574,4.121495327102804,2.7757009345794392
569,2.1028037383177574,4.121495327102804,2.7757009345794392
570,2.1028037383177574,4.121495327102804,2.7757009345794392
571,1.869158878504673,3.6635514018691593,2.467289719626168
572,2.1028037383177574,4.121495327102804,2.7757009345794392
573,1.869158878504673,3.6635514018691593,2.467289719626168
574,1.869158878504673,3.6635514018691593,2.467289719626168
575,1.869158878504673,3.6635514018691593,2.467289719626168
576,2.1028037383177574,4.121495327102804,2.7757009345794392
577,1.869158878504673,3.6635514018691593,2.467289719626168
578,0.0,0.0,0.0
579,0.0,0.0,0.0
580,0.0,0.0,0.0
581,0.0,0.0,0.0
582,0.0,0.0,0.0
583,0.0,0.0,0.0
584,0.0,0.0,0.0
585,0.0,0.0,0.0
586,0.0,0.0,0.0
587,0.0,0.0,0.0
588,0.0,0.0,0.0
589,2.1028037383177574,4.121495327102804,2.7757009345794392
590,1.869158878504673,3.6635514018691593,2.467289719626168
591,1.869158878504673,3.6635514018691593,2.467289719626168
592,1.869158878504673,3.6635514018691593,2.467289719626168
593,2.1028037383177574,4.121495327102804,2.7757009345794392
594,2.1028037383177574,4.121495327102804,2.7757009345794392
595,2.1028037383177574,4.121495327102804,2.7757009345794392
596,2.1028037383177574,4.121495327102804,2.7757009345794392
597,1.869158878504673,3.6635514018691593,2.467289719626168
598,2.1028037383177574,4.121495327102804,2.7757009345794392
599,1.869158878504673,3.6635514018691593,2.467289719626168
600,2.1028037383177574,4.121495327102804,2.7757009345794392
601,1.869158878504673,3.6635514018691593,2.467289719626168
602,0.0,0.0,0.0
603,0.0,0.0,0.0
604,0.0,0.0,0.0
605,0.0,0.0,0.0
606,0.0,0.0,0.0
607,0.0,0.0,0.0
608,0.0,0.0,0.0
609,0.0,0.0,0.0
610,0.0,0.0,0.0
611,0.0,0.0,0.0
612,0.0,0.0,0.0
613,2.1028037383177574,4.121495327102804,2.7757009345794392
614,1.869158878504673,3.6635514018691593,2.467289719626168
615,2.1028037383177574,4.121495327102804,2.7757009345794392
616,2.3364485981308416,4.579439252336449,3.08411214953271
617,2.3364485981308416,4.579439252336449,3.08411214953271
618,2.3364485981308416,4.579439252336449,3.08411214953271
619,2.3364485981308416,4.579439252336449,3.08411214953271
620,2.3364485981308416,4.579439252336449,3.08411214953271
621,2.1028037383177574,4.121495327102804,2.7757009345794392
622,1.869158878504673,3.6635514018691593,2.467289719626168
623,2.1028037383177574,4.121495327102804,2.7757009345794392
624,1.869158878504673,3.6635514018691593,2.467289719626168
625,1.869158878504673,3.6635514018691593,2.467289719626168
626,0.0,0.0,0.0
627,0.0,0.0,0.0
628,0.0,0.0,0.0
629,0.0,0.0,0.0
630,0.0,0.0,0.0
631,0.0,0.0,0.0
632,0.0,0.0,0.0
633,0.0,0.0,0.0
634,0.0,0.0,0.0
635,0.0,0.0,0.0
636,0.0,0.0,0.0
637,1.869158878504673,3.6635514018691593,2.467289719626168
638,2.1028037383177574,4.121495327102804,2.7757009345794392
639,1.869158878504673,3.6635514018691593,2.467289719626168
640,2.1028037383177574,4.121495327102804,2.7757009345794392
641,2.1028037383177574,4.121495327102804,2.7757009345794392
642,2.3364485981308416,4.579439252336449,3.08411214953271
643,2.5700934579439254,5.037383177570094,3.392523364485981
644,2.1028037383177574,4.121495327102804,2.7757009345794392
645,2.1028037383177574,4.121495327102804,2.7757009345794392
646,1.6355140186915889,3.2056074766355143,2.158878504672897
647,2.1028037383177574,4.121495327102804,2.7757009345794392
648,2.1028037383177574,4.121495327102804,2.7757009345794392
649,1.869158878504673,3.6635514018691593,2.467289719626168
650,0.0,0.0,0.0
651,0.0,0.0,0.0
652,0.0,0.0,0.0
653,0.0,0.0,0.0
654,0.0,0.0,0.0
655,0.0,0.0,0.0
