,n_30069,n_28601,n_30525,n_15691,n_2416,n_15692
0,0.1895424836601307,1.042483660130719,3.8856209150326806,13.26797385620915,15.79520697167756,23.81917211328976
1,0.19281045751633988,1.0604575163398695,3.952614379084968,13.49673202614379,16.067538126361654,24.22984749455338
2,0.18627450980392157,1.0245098039215688,3.818627450980393,13.03921568627451,15.522875816993464,23.408496732026144
3,0.19281045751633988,1.0604575163398695,3.952614379084968,13.49673202614379,16.067538126361654,24.22984749455338
4,0.19281045751633988,1.0604575163398695,3.952614379084968,13.49673202614379,16.067538126361654,24.22984749455338
5,0.18627450980392157,1.0245098039215688,3.818627450980393,13.03921568627451,15.522875816993464,23.408496732026144
6,0.19607843137254902,1.0784313725490198,4.019607843137256,13.72549019607843,16.33986928104575,24.640522875816995
7,0.1895424836601307,1.042483660130719,3.8856209150326806,13.26797385620915,15.79520697167756,23.81917211328976
8,0.1895424836601307,1.042483660130719,3.8856209150326806,13.26797385620915,15.79520697167756,23.81917211328976
9,0.18627450980392157,1.0245098039215688,3.818627450980393,13.03921568627451,15.522875816993464,23.408496732026144
10,0.19607843137254902,1.0784313725490198,4.019607843137256,13.72549019607843,16.33986928104575,24.640522875816995
11,0.19281045751633988,1.0604575163398695,3.952614379084968,13.49673202614379,16.067538126361654,24.22984749455338
12,0.1895424836601307,1.042483660130719,3.8856209150326806,13.26797385620915,15.79520697167756,23.81917211328976
13,0.18627450980392157,1.0245098039215688,3.818627450980393,13.03921568627451,15.522875816993464,23.408496732026144
14,0.19607843137254902,1.0784313725490198,4.019607843137256,13.72549019607843,16.33986928104575,24.640522875816995
15,0.19607843137254902,1.0784313725490198,4.019607843137256,13.72549019607843,16.33986928104575,24.640522875816995
16,0.18300653594771243,1.0065359477124185,3.7516339869281055,12.810457516339868,15.250544662309368,22.99782135076253
17,0.1895424836601307,1.042483660130719,3.8856209150326806,13.26797385620915,15.79520697167756,23.81917211328976
18,0.19281045751633988,1.0604575163398695,3.952614379084968,13.49673202614379,16.067538126361654,24.22984749455338
19,0.19607843137254902,1.0784313725490198,4.019607843137256,13.72549019607843,16.33986928104575,24.640522875816995
20,0.19934640522875818,1.09640522875817,4.086601307189543,13.954248366013072,16.612200435729847,25.05119825708061
21,0.2058823529411765,1.1323529411764708,4.220588235294119,14.411764705882353,17.15686274509804,25.872549019607845
22,0.303921568627451,1.6715686274509807,6.230392156862746,21.274509803921568,25.326797385620914,38.192810457516345
