,name,typ,node,M2S_node,maxcap,Gen_MWh,Weights,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn,Long,Lat,geometry,index_right,NAME
398,n_10045_solar,solar,10045,n_10045,10000.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.91614955,33.93443621,POINT (-79.91614955 33.93443621),0,DUKE ENERGY PROGRESS EAST
399,n_10051_solar,solar,10051,n_10051,10000.0,4.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.16359865,35.08941424,POINT (-80.16359865 35.08941424),0,DUKE ENERGY PROGRESS EAST
400,n_10052_solar,solar,10052,n_10052,10000.0,40.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.08504342,34.99204659,POINT (-80.08504342000001 34.99204659),0,DUKE ENERGY PROGRESS EAST
401,n_10053_solar,solar,10053,n_10053,10000.0,94.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.69529992,36.19135155,POINT (-77.69529992 36.19135155),0,DUKE ENERGY PROGRESS EAST
402,n_10054_solar,solar,10054,n_10054,10000.0,22.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.66068553,36.45163128,POINT (-77.66068552999999 36.45163128),0,DUKE ENERGY PROGRESS EAST
403,n_10058_solar,solar,10058,n_10058,10000.0,45.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.31949704,36.40812863,POINT (-79.31949704 36.40812863),0,DUKE ENERGY PROGRESS EAST
404,n_10584_solar,solar,10584,n_10584,10000.0,6.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.55210077,33.80267969,POINT (-79.55210077 33.80267969),0,DUKE ENERGY PROGRESS EAST
405,n_10707_solar,solar,10707,n_10707,10000.0,40.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.61509641,36.29678422,POINT (-78.61509641000001 36.29678422),0,DUKE ENERGY PROGRESS EAST
408,n_12414_solar,solar,12414,n_12414,10000.0,89.3,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.28855832,35.79503009,POINT (-78.28855832000001 35.79503009),0,DUKE ENERGY PROGRESS EAST
409,n_12417_solar,solar,12417,n_12417,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.11056457,35.13666985,POINT (-77.11056456999999 35.13666985),0,DUKE ENERGY PROGRESS EAST
410,n_13956_solar,solar,13956,n_13956,10000.0,25.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.34333957,35.01048279,POINT (-78.34333957 35.01048279),0,DUKE ENERGY PROGRESS EAST
416,n_14626_solar,solar,14626,n_14626,10000.0,61.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.7811634,35.36742093,POINT (-79.7811634 35.36742093),0,DUKE ENERGY PROGRESS EAST
417,n_1517_solar,solar,1517,n_1517,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.81266318,36.06384012,POINT (-78.81266318 36.06384012),0,DUKE ENERGY PROGRESS EAST
418,n_15226_solar,solar,15226,n_15226,10000.0,54.7,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.11383488,34.82922816,POINT (-79.11383488 34.82922816),0,DUKE ENERGY PROGRESS EAST
425,n_15689_solar,solar,15689,n_15689,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.89379814,35.34797228,POINT (-79.89379814 35.34797228),0,DUKE ENERGY PROGRESS EAST
426,n_15690_solar,solar,15690,n_15690,10000.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.99810672,35.32511475,POINT (-79.99810672 35.32511475),0,DUKE ENERGY PROGRESS EAST
427,n_15691_solar,solar,15691,n_15691,10000.0,8.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.06224058,35.20746897,POINT (-80.06224057999999 35.20746897),0,DUKE ENERGY PROGRESS EAST
428,n_15692_solar,solar,15692,n_15692,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.12208811,35.402745,POINT (-80.12208811000001 35.402745),0,DUKE ENERGY PROGRESS EAST
429,n_1575_solar,solar,1575,n_1575,10000.0,48.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.65655313,35.96698936,POINT (-79.65655313000001 35.96698936),0,DUKE ENERGY PROGRESS EAST
431,n_15777_solar,solar,15777,n_15777,10000.0,79.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.44386981,35.25319801,POINT (-80.44386981 35.25319801),0,DUKE ENERGY PROGRESS EAST
434,n_16404_solar,solar,16404,n_16404,10000.0,39.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.84490664,35.05134019,POINT (-77.84490664 35.05134019),0,DUKE ENERGY PROGRESS EAST
435,n_16911_solar,solar,16911,n_16911,10000.0,75.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.19776074,36.48384777,POINT (-78.19776074000001 36.48384777),0,DUKE ENERGY PROGRESS EAST
436,n_17072_solar,solar,17072,n_17072,10000.0,4.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.33198198,35.02007655,POINT (-78.33198197999999 35.02007655),0,DUKE ENERGY PROGRESS EAST
437,n_17163_solar,solar,17163,n_17163,10000.0,43.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.01804582,34.62145343,POINT (-78.01804582 34.62145343),0,DUKE ENERGY PROGRESS EAST
438,n_18277_solar,solar,18277,n_18277,10000.0,75.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.11773586,34.71479298,POINT (-80.11773586 34.71479298),0,DUKE ENERGY PROGRESS EAST
439,n_18283_solar,solar,18283,n_18283,10000.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.03278587,34.38876796,POINT (-80.03278587 34.38876796),0,DUKE ENERGY PROGRESS EAST
442,n_1850_solar,solar,1850,n_1850,10000.0,26.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.07560464,35.96732468,POINT (-79.07560463999999 35.96732468),0,DUKE ENERGY PROGRESS EAST
443,n_1851_solar,solar,1851,n_1851,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.09434511,35.92086673,POINT (-79.09434511000001 35.92086673),0,DUKE ENERGY PROGRESS EAST
444,n_18688_solar,solar,18688,n_18688,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.92272204,34.97316528,POINT (-79.92272204 34.97316528),0,DUKE ENERGY PROGRESS EAST
445,n_18693_solar,solar,18693,n_18693,10000.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.99332092,35.08853496,POINT (-77.99332092 35.08853496),0,DUKE ENERGY PROGRESS EAST
446,n_18696_solar,solar,18696,n_18696,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.64133987,36.37405396,POINT (-78.64133987 36.37405396),0,DUKE ENERGY PROGRESS EAST
447,n_18698_solar,solar,18698,n_18698,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.18366512,34.91532157,POINT (-79.18366512 34.91532157),0,DUKE ENERGY PROGRESS EAST
448,n_18710_solar,solar,18710,n_18710,10000.0,19.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.76121591,35.74147098,POINT (-79.76121591 35.74147098),0,DUKE ENERGY PROGRESS EAST
449,n_18866_solar,solar,18866,n_18866,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.48700661,36.32151889,POINT (-78.48700660999999 36.32151889),0,DUKE ENERGY PROGRESS EAST
450,n_18868_solar,solar,18868,n_18868,10000.0,18.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.08285187,35.22051597,POINT (-78.08285187 35.22051597),0,DUKE ENERGY PROGRESS EAST
452,n_1924_solar,solar,1924,n_1924,10000.0,149.3,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.78205182,34.87916605,POINT (-78.78205182000001 34.87916605),0,DUKE ENERGY PROGRESS EAST
453,n_22541_solar,solar,22541,n_22541,10000.0,14.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.95354198,36.43904387,POINT (-78.95354198 36.43904387),0,DUKE ENERGY PROGRESS EAST
454,n_22589_solar,solar,22589,n_22589,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.37803827,35.77076222,POINT (-78.37803827 35.77076222),0,DUKE ENERGY PROGRESS EAST
455,n_22591_solar,solar,22591,n_22591,10000.0,12.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.71097772,35.4123741,POINT (-78.71097772 35.4123741),0,DUKE ENERGY PROGRESS EAST
456,n_22592_solar,solar,22592,n_22592,10000.0,20.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.77181199,35.56420466,POINT (-78.77181199 35.56420466),0,DUKE ENERGY PROGRESS EAST
458,n_22612_solar,solar,22612,n_22612,10000.0,19.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.97078577,34.58670156,POINT (-78.97078577000001 34.58670156),0,DUKE ENERGY PROGRESS EAST
459,n_22818_solar,solar,22818,n_22818,10000.0,9.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.50620622,35.7156508,POINT (-78.50620622 35.7156508),0,DUKE ENERGY PROGRESS EAST
460,n_23599_solar,solar,23599,n_23599,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.16909518,35.06289036,POINT (-77.16909518 35.06289036),0,DUKE ENERGY PROGRESS EAST
461,n_23600_solar,solar,23600,n_23600,10000.0,24.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.00088653,35.28413948,POINT (-78.00088653 35.28413948),0,DUKE ENERGY PROGRESS EAST
462,n_23772_solar,solar,23772,n_23772,10000.0,1.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.48773237,34.7345168,POINT (-77.48773237 34.7345168),0,DUKE ENERGY PROGRESS EAST
463,n_23776_solar,solar,23776,n_23776,10000.0,24.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.09972744,34.58307056,POINT (-79.09972744 34.58307056),0,DUKE ENERGY PROGRESS EAST
464,n_23777_solar,solar,23777,n_23777,10000.0,29.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.26012711,34.64894197,POINT (-79.26012711 34.64894197),0,DUKE ENERGY PROGRESS EAST
465,n_23779_solar,solar,23779,n_23779,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.22596437,34.81294646,POINT (-77.22596437 34.81294646),0,DUKE ENERGY PROGRESS EAST
466,n_23782_solar,solar,23782,n_23782,10000.0,31.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.66216148,35.22219519,POINT (-77.66216147999999 35.22219519),0,DUKE ENERGY PROGRESS EAST
467,n_23786_solar,solar,23786,n_23786,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.33498697,35.61986702,POINT (-77.33498697 35.61986702),0,DUKE ENERGY PROGRESS EAST
468,n_23789_solar,solar,23789,n_23789,10000.0,70.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.11662547,34.98249052,POINT (-78.11662547 34.98249052),0,DUKE ENERGY PROGRESS EAST
469,n_23790_solar,solar,23790,n_23790,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.38894041,35.22637951,POINT (-78.38894041 35.22637951),0,DUKE ENERGY PROGRESS EAST
470,n_23792_solar,solar,23792,n_23792,10000.0,4.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.71064768,34.91857728,POINT (-79.71064767999999 34.91857728),0,DUKE ENERGY PROGRESS EAST
471,n_23793_solar,solar,23793,n_23793,10000.0,80.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.97967353,34.96803289,POINT (-78.97967353 34.96803289),0,DUKE ENERGY PROGRESS EAST
472,n_23819_solar,solar,23819,n_23819,10000.0,4.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.16953991,34.14231129,POINT (-80.16953991 34.14231129),0,DUKE ENERGY PROGRESS EAST
473,n_23847_solar,solar,23847,n_23847,10000.0,19.6,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.15148728,35.69865496,POINT (-79.15148728 35.69865496),0,DUKE ENERGY PROGRESS EAST
474,n_23848_solar,solar,23848,n_23848,10000.0,26.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.44094944,35.74320351,POINT (-79.44094944 35.74320351),0,DUKE ENERGY PROGRESS EAST
475,n_23849_solar,solar,23849,n_23849,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.73145095,35.7775737,POINT (-79.73145095 35.7775737),0,DUKE ENERGY PROGRESS EAST
476,n_28211_solar,solar,28211,n_28211,10000.0,24.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.59656472,35.79067477,POINT (-79.59656472 35.79067477),0,DUKE ENERGY PROGRESS EAST
483,n_28662_solar,solar,28662,n_28662,10000.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.97493341,34.58879642,POINT (-78.97493341000001 34.58879642),0,DUKE ENERGY PROGRESS EAST
484,n_28666_solar,solar,28666,n_28666,10000.0,2.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.98422154,34.28258706,POINT (-77.98422153999999 34.28258706),0,DUKE ENERGY PROGRESS EAST
485,n_28671_solar,solar,28671,n_28671,10000.0,4.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.40468843,35.70201967,POINT (-79.40468842999999 35.70201967),0,DUKE ENERGY PROGRESS EAST
489,n_28719_solar,solar,28719,n_28719,10000.0,82.1,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.43196509,34.73803087,POINT (-78.43196509000001 34.73803087),0,DUKE ENERGY PROGRESS EAST
490,n_28766_solar,solar,28766,n_28766,10000.0,15.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.42404175,36.30900527,POINT (-78.42404175 36.30900527),0,DUKE ENERGY PROGRESS EAST
492,n_28946_solar,solar,28946,n_28946,10000.0,12.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.35255362,34.73074747,POINT (-77.35255361999999 34.73074747),0,DUKE ENERGY PROGRESS EAST
493,n_28953_solar,solar,28953,n_28953,10000.0,11.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.59448545,35.6080052,POINT (-77.59448544999999 35.6080052),0,DUKE ENERGY PROGRESS EAST
494,n_28954_solar,solar,28954,n_28954,10000.0,88.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.86212318,35.78081469,POINT (-77.86212318 35.78081469),0,DUKE ENERGY PROGRESS EAST
495,n_28990_solar,solar,28990,n_28990,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.6997639,34.31875359,POINT (-78.69976389999999 34.31875359),0,DUKE ENERGY PROGRESS EAST
496,n_28995_solar,solar,28995,n_28995,10000.0,65.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.40632692,34.74806045,POINT (-79.40632692 34.74806045),0,DUKE ENERGY PROGRESS EAST
497,n_28996_solar,solar,28996,n_28996,10000.0,1.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.77173469,34.21613526,POINT (-79.77173469 34.21613526),0,DUKE ENERGY PROGRESS EAST
498,n_28998_solar,solar,28998,n_28998,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.83336255,35.95152281,POINT (-77.83336255 35.95152281),0,DUKE ENERGY PROGRESS EAST
499,n_28999_solar,solar,28999,n_28999,10000.0,6.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.3684893,35.25136911,POINT (-78.36848929999999 35.25136911),0,DUKE ENERGY PROGRESS EAST
500,n_29001_solar,solar,29001,n_29001,10000.0,19.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.47443068,34.76579231,POINT (-79.47443068 34.76579231),0,DUKE ENERGY PROGRESS EAST
501,n_29016_solar,solar,29016,n_29016,10000.0,64.7,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.53038892,35.21981543,POINT (-79.53038891999999 35.21981543),0,DUKE ENERGY PROGRESS EAST
502,n_29017_solar,solar,29017,n_29017,10000.0,9.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.19433152,35.49299798,POINT (-79.19433152000001 35.49299798),0,DUKE ENERGY PROGRESS EAST
503,n_29018_solar,solar,29018,n_29018,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.79696886,34.93079605,POINT (-79.79696886000001 34.93079605),0,DUKE ENERGY PROGRESS EAST
504,n_29019_solar,solar,29019,n_29019,10000.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.76162988,35.06308922,POINT (-79.76162988 35.06308922),0,DUKE ENERGY PROGRESS EAST
505,n_29024_solar,solar,29024,n_29024,10000.0,200.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.91979125,34.96856567,POINT (-79.91979125 34.96856567),0,DUKE ENERGY PROGRESS EAST
506,n_29262_solar,solar,29262,n_29262,10000.0,25.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.58901272,36.35194584,POINT (-78.58901272 36.35194584),0,DUKE ENERGY PROGRESS EAST
510,n_29979_solar,solar,29979,n_29979,10000.0,9.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.03467148,35.51358105,POINT (-79.03467148 35.51358105),0,DUKE ENERGY PROGRESS EAST
511,n_29983_solar,solar,29983,n_29983,10000.0,9.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.89470425,35.34710091,POINT (-79.89470425 35.34710091),0,DUKE ENERGY PROGRESS EAST
513,n_30413_solar,solar,30413,n_30413,10000.0,14.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.22507786,34.32365025,POINT (-78.22507786 34.32365025),0,DUKE ENERGY PROGRESS EAST
515,n_30421_solar,solar,30421,n_30421,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.63712258,36.35643078,POINT (-78.63712258 36.35643078),0,DUKE ENERGY PROGRESS EAST
517,n_31010_solar,solar,31010,n_31010,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.06049927,35.30524238,POINT (-78.06049926999999 35.30524238),0,DUKE ENERGY PROGRESS EAST
519,n_324_solar,solar,324,n_324,10000.0,4.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.70761734,35.81797717,POINT (-78.70761734 35.81797717),0,DUKE ENERGY PROGRESS EAST
520,n_333_solar,solar,333,n_333,10000.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.69419506,35.82903919,POINT (-78.69419506 35.82903919),0,DUKE ENERGY PROGRESS EAST
521,n_340_solar,solar,340,n_340,10000.0,27.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.29545518,35.52344475,POINT (-78.29545518 35.52344475),0,DUKE ENERGY PROGRESS EAST
522,n_3484_solar,solar,3484,n_3484,10000.0,7.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.84655428,36.02736181,POINT (-78.84655428000001 36.02736181),0,DUKE ENERGY PROGRESS EAST
531,n_6400_solar,solar,6400,n_6400,10000.0,85.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.04479044,36.51232624,POINT (-78.04479044 36.51232624),0,DUKE ENERGY PROGRESS EAST
532,n_6402_solar,solar,6402,n_6402,10000.0,26.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.66681211,36.39891465,POINT (-77.66681211 36.39891465),0,DUKE ENERGY PROGRESS EAST
533,n_6403_solar,solar,6403,n_6403,10000.0,20.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.92971436,36.43351398,POINT (-77.92971436000001 36.43351398),0,DUKE ENERGY PROGRESS EAST
534,n_6404_solar,solar,6404,n_6404,10000.0,35.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.73120827,36.11530362,POINT (-77.73120827 36.11530362),0,DUKE ENERGY PROGRESS EAST
535,n_6422_solar,solar,6422,n_6422,10000.0,51.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-76.46146039,36.22260631,POINT (-76.46146039 36.22260631),0,DUKE ENERGY PROGRESS EAST
536,n_6650_solar,solar,6650,n_6650,10000.0,16.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.03846235,35.59188199,POINT (-79.03846235 35.59188199),0,DUKE ENERGY PROGRESS EAST
537,n_6651_solar,solar,6651,n_6651,10000.0,105.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.72461252,36.01560145,POINT (-77.72461251999999 36.01560145),0,DUKE ENERGY PROGRESS EAST
538,n_6655_solar,solar,6655,n_6655,10000.0,16.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.76269693,36.05216491,POINT (-77.76269693 36.05216491),0,DUKE ENERGY PROGRESS EAST
539,n_6658_solar,solar,6658,n_6658,10000.0,9.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.04373821,34.32253969,POINT (-78.04373821 34.32253969),0,DUKE ENERGY PROGRESS EAST
540,n_6661_solar,solar,6661,n_6661,10000.0,29.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.09490687,35.37706564,POINT (-78.09490687 35.37706564),0,DUKE ENERGY PROGRESS EAST
541,n_6663_solar,solar,6663,n_6663,10000.0,86.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.57419853,35.89745086,POINT (-77.57419853 35.89745086),0,DUKE ENERGY PROGRESS EAST
542,n_6665_solar,solar,6665,n_6665,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.7591071,36.03175242,POINT (-77.75910709999999 36.03175242),0,DUKE ENERGY PROGRESS EAST
543,n_6670_solar,solar,6670,n_6670,10000.0,4.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.96066172,36.43398159,POINT (-78.96066172 36.43398159),0,DUKE ENERGY PROGRESS EAST
544,n_6677_solar,solar,6677,n_6677,10000.0,108.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.53891304,35.89111051,POINT (-77.53891304 35.89111051),0,DUKE ENERGY PROGRESS EAST
545,n_6679_solar,solar,6679,n_6679,10000.0,77.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.44184641,35.36253502,POINT (-77.44184641 35.36253502),0,DUKE ENERGY PROGRESS EAST
547,n_6681_solar,solar,6681,n_6681,10000.0,36.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.61918431,36.43701321,POINT (-77.61918430999999 36.43701321),0,DUKE ENERGY PROGRESS EAST
551,n_6692_solar,solar,6692,n_6692,10000.0,31.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.7551621,35.7238582,POINT (-79.75516210000001 35.7238582),0,DUKE ENERGY PROGRESS EAST
552,n_6696_solar,solar,6696,n_6696,10000.0,19.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.43962099,35.73681754,POINT (-79.43962098999999 35.73681754),0,DUKE ENERGY PROGRESS EAST
553,n_6700_solar,solar,6700,n_6700,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.56964105,35.73006333,POINT (-78.56964105 35.73006333),0,DUKE ENERGY PROGRESS EAST
554,n_6888_solar,solar,6888,n_6888,10000.0,1.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.94841319,35.81189223,POINT (-77.94841319 35.81189223),0,DUKE ENERGY PROGRESS EAST
555,n_6890_solar,solar,6890,n_6890,10000.0,35.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.99419688,35.773667,POINT (-77.99419688 35.773667),0,DUKE ENERGY PROGRESS EAST
556,n_6892_solar,solar,6892,n_6892,10000.0,25.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.9974769,35.74667135,POINT (-77.9974769 35.74667135),0,DUKE ENERGY PROGRESS EAST
557,n_6893_solar,solar,6893,n_6893,10000.0,9.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.36606478,35.69293799,POINT (-78.36606478 35.69293799),0,DUKE ENERGY PROGRESS EAST
558,n_6895_solar,solar,6895,n_6895,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.74716362,35.50718038,POINT (-78.74716361999999 35.50718038),0,DUKE ENERGY PROGRESS EAST
559,n_6897_solar,solar,6897,n_6897,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.658393,35.33700431,POINT (-78.658393 35.33700431),0,DUKE ENERGY PROGRESS EAST
560,n_6900_solar,solar,6900,n_6900,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.71151749,35.4115086,POINT (-78.71151749000001 35.4115086),0,DUKE ENERGY PROGRESS EAST
561,n_6901_solar,solar,6901,n_6901,10000.0,15.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.5458952,35.39581878,POINT (-78.5458952 35.39581878),0,DUKE ENERGY PROGRESS EAST
562,n_6902_solar,solar,6902,n_6902,10000.0,18.3,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.656236,35.33472995,POINT (-78.65623600000001 35.33472995),0,DUKE ENERGY PROGRESS EAST
563,n_6903_solar,solar,6903,n_6903,10000.0,4.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.30420611,35.53925928,POINT (-78.30420611 35.53925928),0,DUKE ENERGY PROGRESS EAST
564,n_6904_solar,solar,6904,n_6904,10000.0,4.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.34371192,35.56720509,POINT (-78.34371192 35.56720509),0,DUKE ENERGY PROGRESS EAST
565,n_6906_solar,solar,6906,n_6906,10000.0,23.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.33903881,35.47728675,POINT (-78.33903881000001 35.47728675),0,DUKE ENERGY PROGRESS EAST
566,n_6907_solar,solar,6907,n_6907,10000.0,19.4,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.10965845,35.43618908,POINT (-78.10965845 35.43618908),0,DUKE ENERGY PROGRESS EAST
575,n_7026_solar,solar,7026,n_7026,10000.0,8.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.72187965,36.15834127,POINT (-79.72187965000001 36.15834127),0,DUKE ENERGY PROGRESS EAST
576,n_7031_solar,solar,7031,n_7031,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.81288699,35.89339521,POINT (-79.81288699 35.89339521),0,DUKE ENERGY PROGRESS EAST
577,n_7041_solar,solar,7041,n_7041,10000.0,2.6,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.01383962,36.01823764,POINT (-80.01383962 36.01823764),0,DUKE ENERGY PROGRESS EAST
579,n_7062_solar,solar,7062,n_7062,10000.0,50.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.26387648,34.42344979,POINT (-78.26387647999999 34.42344979),0,DUKE ENERGY PROGRESS EAST
580,n_7069_solar,solar,7069,n_7069,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.59693765,34.2161327,POINT (-79.59693765 34.2161327),0,DUKE ENERGY PROGRESS EAST
581,n_7089_solar,solar,7089,n_7089,10000.0,14.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.68619463,34.32678846,POINT (-78.68619463 34.32678846),0,DUKE ENERGY PROGRESS EAST
582,n_7557_solar,solar,7557,n_7557,10000.0,17.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.89103391,36.26028655,POINT (-78.89103391 36.26028655),0,DUKE ENERGY PROGRESS EAST
583,n_7559_solar,solar,7559,n_7559,10000.0,20.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.91337319,36.49030319,POINT (-78.91337319 36.49030319),0,DUKE ENERGY PROGRESS EAST
