,name,typ,node,M2S_node,maxcap,Gen_MWh,Weights,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn,Long,Lat,geometry,index_right,NAME
584,n_7597_solar,solar,7597,n_7597,10000.0,2.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.50456299,35.7161617,POINT (-78.50456299 35.7161617),0,DUKE ENERGY PROGRESS EAST
585,n_7618_solar,solar,7618,n_7618,10000.0,8.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.63870464,35.52887954,POINT (-78.63870464 35.52887954),0,DUKE ENERGY PROGRESS EAST
586,n_7619_solar,solar,7619,n_7619,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.82782637,35.09889501,POINT (-78.82782637 35.09889501),0,DUKE ENERGY PROGRESS EAST
587,n_7700_solar,solar,7700,n_7700,10000.0,16.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.79065068,35.11358862,POINT (-78.79065068 35.11358862),0,DUKE ENERGY PROGRESS EAST
590,n_9418_solar,solar,9418,n_9418,10000.0,85.3,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.98043939,34.72284083,POINT (-77.98043939 34.72284083),0,DUKE ENERGY PROGRESS EAST
591,n_9419_solar,solar,9419,n_9419,10000.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.96275763,34.72448745,POINT (-77.96275763 34.72448745),0,DUKE ENERGY PROGRESS EAST
592,n_9426_solar,solar,9426,n_9426,10000.0,4.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.79150121,33.88426157,POINT (-79.79150121000001 33.88426157),0,DUKE ENERGY PROGRESS EAST
593,n_9441_solar,solar,9441,n_9441,10000.0,9.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.83029386,34.47476613,POINT (-77.83029386 34.47476613),0,DUKE ENERGY PROGRESS EAST
594,n_9454_solar,solar,9454,n_9454,10000.0,14.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.2247108,34.81279749,POINT (-77.2247108 34.81279749),0,DUKE ENERGY PROGRESS EAST
595,n_9479_solar,solar,9479,n_9479,10000.0,88.7,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.2100033,35.05691845,POINT (-77.2100033 35.05691845),0,DUKE ENERGY PROGRESS EAST
596,n_9480_solar,solar,9480,n_9480,10000.0,4.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.12357521,35.14132869,POINT (-77.12357521 35.14132869),0,DUKE ENERGY PROGRESS EAST
597,n_9488_solar,solar,9488,n_9488,10000.0,7.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.03035168,35.26011125,POINT (-78.03035168 35.26011125),0,DUKE ENERGY PROGRESS EAST
598,n_9508_solar,solar,9508,n_9508,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.36551146,35.62582366,POINT (-77.36551145999999 35.62582366),0,DUKE ENERGY PROGRESS EAST
599,n_9820_solar,solar,9820,n_9820,10000.0,56.3,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.76211279,34.56337389,POINT (-78.76211279 34.56337389),0,DUKE ENERGY PROGRESS EAST
600,n_9821_solar,solar,9821,n_9821,10000.0,25.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.79482345,34.29621427,POINT (-78.79482345 34.29621427),0,DUKE ENERGY PROGRESS EAST
601,n_9822_solar,solar,9822,n_9822,10000.0,11.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.89067823,34.94989315,POINT (-78.89067823000001 34.94989315),0,DUKE ENERGY PROGRESS EAST
602,n_9836_solar,solar,9836,n_9836,10000.0,1.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.63702946,34.78424894,POINT (-77.63702945999999 34.78424894),0,DUKE ENERGY PROGRESS EAST
603,n_9837_solar,solar,9837,n_9837,10000.0,4.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.69018077,34.39127614,POINT (-77.69018077 34.39127614),0,DUKE ENERGY PROGRESS EAST
604,n_9838_solar,solar,9838,n_9838,10000.0,4.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.50353841,34.79883716,POINT (-77.50353841 34.79883716),0,DUKE ENERGY PROGRESS EAST
605,n_9839_solar,solar,9839,n_9839,10000.0,8.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.38976423,34.20353319,POINT (-79.38976423 34.20353319),0,DUKE ENERGY PROGRESS EAST
606,n_9840_solar,solar,9840,n_9840,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.14359161,34.24608458,POINT (-79.14359161 34.24608458),0,DUKE ENERGY PROGRESS EAST
607,n_9841_solar,solar,9841,n_9841,10000.0,9.7,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.99482069,34.27047203,POINT (-78.99482069 34.27047203),0,DUKE ENERGY PROGRESS EAST
608,n_9846_solar,solar,9846,n_9846,10000.0,12.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.43844361,34.76021466,POINT (-79.43844360999999 34.76021466),0,DUKE ENERGY PROGRESS EAST
609,n_9848_solar,solar,9848,n_9848,10000.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.54160232,34.67943359,POINT (-79.54160232 34.67943359),0,DUKE ENERGY PROGRESS EAST
610,n_9849_solar,solar,9849,n_9849,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.29333814,34.55565579,POINT (-79.29333814 34.55565579),0,DUKE ENERGY PROGRESS EAST
611,n_9850_solar,solar,9850,n_9850,10000.0,4.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.09541183,34.59228134,POINT (-79.09541183 34.59228134),0,DUKE ENERGY PROGRESS EAST
612,n_9851_solar,solar,9851,n_9851,10000.0,20.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.03454515,34.56461886,POINT (-79.03454515 34.56461886),0,DUKE ENERGY PROGRESS EAST
613,n_9852_solar,solar,9852,n_9852,10000.0,62.3,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.39810804,34.74436496,POINT (-79.39810804 34.74436496),0,DUKE ENERGY PROGRESS EAST
614,n_9854_solar,solar,9854,n_9854,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.38976504,34.40740244,POINT (-79.38976504 34.40740244),0,DUKE ENERGY PROGRESS EAST
615,n_9858_solar,solar,9858,n_9858,10000.0,44.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.0168853,36.07461571,POINT (-78.0168853 36.07461571),0,DUKE ENERGY PROGRESS EAST
616,n_9859_solar,solar,9859,n_9859,10000.0,95.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.39214797,36.28057904,POINT (-78.39214797 36.28057904),0,DUKE ENERGY PROGRESS EAST
617,n_9862_solar,solar,9862,n_9862,10000.0,103.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-76.78143339,35.37324738,POINT (-76.78143339 35.37324738),0,DUKE ENERGY PROGRESS EAST
618,n_9864_solar,solar,9864,n_9864,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-76.80586332,35.14839274,POINT (-76.80586332 35.14839274),0,DUKE ENERGY PROGRESS EAST
619,n_9867_solar,solar,9867,n_9867,10000.0,24.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.11433949,35.15363548,POINT (-77.11433949000001 35.15363548),0,DUKE ENERGY PROGRESS EAST
620,n_9868_solar,solar,9868,n_9868,10000.0,39.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.11915881,35.47455854,POINT (-77.11915881 35.47455854),0,DUKE ENERGY PROGRESS EAST
621,n_9869_solar,solar,9869,n_9869,10000.0,8.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.97525187,34.82198645,POINT (-77.97525186999999 34.82198645),0,DUKE ENERGY PROGRESS EAST
622,n_9870_solar,solar,9870,n_9870,10000.0,17.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.09130905,35.00874645,POINT (-78.09130905000001 35.00874645),0,DUKE ENERGY PROGRESS EAST
623,n_9871_solar,solar,9871,n_9871,10000.0,11.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.98756539,34.88548203,POINT (-77.98756539 34.88548203),0,DUKE ENERGY PROGRESS EAST
624,n_9872_solar,solar,9872,n_9872,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.97875707,34.81702882,POINT (-77.97875707 34.81702882),0,DUKE ENERGY PROGRESS EAST
625,n_9873_solar,solar,9873,n_9873,10000.0,80.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-77.69780945,35.24226756,POINT (-77.69780944999999 35.24226756),0,DUKE ENERGY PROGRESS EAST
626,n_9874_solar,solar,9874,n_9874,10000.0,1.5,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.27990736,35.05836457,POINT (-78.27990736 35.05836457),0,DUKE ENERGY PROGRESS EAST
627,n_9876_solar,solar,9876,n_9876,10000.0,20.3,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.10944246,35.18700857,POINT (-78.10944246 35.18700857),0,DUKE ENERGY PROGRESS EAST
628,n_9877_solar,solar,9877,n_9877,10000.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.60365181,35.31957181,POINT (-78.60365181 35.31957181),0,DUKE ENERGY PROGRESS EAST
629,n_9881_solar,solar,9881,n_9881,10000.0,19.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.53326206,34.802287,POINT (-79.53326206 34.802287),0,DUKE ENERGY PROGRESS EAST
630,n_9883_solar,solar,9883,n_9883,10000.0,10.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.43839985,33.71626704,POINT (-79.43839985 33.71626704),0,DUKE ENERGY PROGRESS EAST
631,n_9886_solar,solar,9886,n_9886,10000.0,15.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.68480599,34.91053621,POINT (-79.68480599 34.91053621),0,DUKE ENERGY PROGRESS EAST
632,n_9887_solar,solar,9887,n_9887,10000.0,9.8,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.16912087,34.92991718,POINT (-79.16912087 34.92991718),0,DUKE ENERGY PROGRESS EAST
633,n_9929_solar,solar,9929,n_9929,10000.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.84365851,34.52273532,POINT (-79.84365851 34.52273532),0,DUKE ENERGY PROGRESS EAST
634,n_9930_solar,solar,9930,n_9930,10000.0,4.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.27320379,33.59730697,POINT (-80.27320379 33.59730697),0,DUKE ENERGY PROGRESS EAST
635,n_9941_solar,solar,9941,n_9941,10000.0,14.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.92442689,34.26830854,POINT (-79.92442689000001 34.26830854),0,DUKE ENERGY PROGRESS EAST
636,n_9945_solar,solar,9945,n_9945,10000.0,6.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.14399279,34.12032163,POINT (-80.14399279 34.12032163),0,DUKE ENERGY PROGRESS EAST
637,n_9948_solar,solar,9948,n_9948,10000.0,4.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-80.35954459,33.61810484,POINT (-80.35954459 33.61810484),0,DUKE ENERGY PROGRESS EAST
640,n_998_solar,solar,998,n_998,10000.0,3.6,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.96208691,33.7656404,POINT (-78.96208691 33.7656404),0,DUKE ENERGY PROGRESS EAST
641,n_9994_solar,solar,9994,n_9994,10000.0,10.2,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.45866126,35.2798323,POINT (-79.45866126 35.2798323),0,DUKE ENERGY PROGRESS EAST
642,n_9995_solar,solar,9995,n_9995,10000.0,16.9,,0.0,0.0,0.0,0.0,0,0.0,0,0,-79.1830868,35.46225159,POINT (-79.1830868 35.46225159),0,DUKE ENERGY PROGRESS EAST
643,n_6699_solar,solar,6699,n_6699,10000.0,5.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-78.44798622,35.86357053,POINT (-78.44798622 35.86357053),0,DUKE ENERGY PROGRESS EAST
644,PP_59968_1,wind,6422,n_6422,10000.0,208.0,,0.0,0.0,0.0,0.0,0,0.0,0,0,-76.46146039,36.22260631,POINT (-76.46146039 36.22260631),0,DUKE ENERGY PROGRESS EAST
0,PP_2712_1,coal,1514,n_1514,410.8,410.8,,10.80519868,156.104,4.6,540.6272956,28756,143.78,24,24,-79.0722478,36.48093073,POINT (-79.0722478 36.48093073),1,DUKE ENERGY CAROLINAS
1,PP_2712_2,coal,1514,n_1514,657.0,657.0,,9.840114956,249.66,4.6,787.408899,45990,229.95,24,24,-79.0722478,36.48093073,POINT (-79.0722478 36.48093073),1,DUKE ENERGY CAROLINAS
2,PP_2712_3,coal,1514,n_1514,745.2,745.2,,4.881865003,283.176,4.6,443.0914697,52164,260.82,24,24,-79.0722478,36.48093073,POINT (-79.0722478 36.48093073),1,DUKE ENERGY CAROLINAS
3,PP_2712_4,coal,1514,n_1514,745.2,745.2,,6.117322117,283.176,4.6,555.224949,52164,260.82,24,24,-79.0722478,36.48093073,POINT (-79.0722478 36.48093073),1,DUKE ENERGY CAROLINAS
4,PP_2718_1,coal,28502,n_28502,163.2,163.2,,4.693542781,62.016,4.6,93.29442928,11424,57.12,24,24,-81.01114859,35.1902869,POINT (-81.01114859 35.1902869),1,DUKE ENERGY CAROLINAS
5,PP_2718_5,coal,28502,n_28502,278.0,278.0,,12.70930392,105.64,4.6,430.3297173,19460,97.3,24,24,-81.01114859,35.1902869,POINT (-81.01114859 35.1902869),1,DUKE ENERGY CAROLINAS
6,PP_2721_5,coal,30898,n_30898,621.0,621.0,,12.06297659,235.98,4.6,912.3907261,43470,217.35,24,24,-81.75827158,35.22541932,POINT (-81.75827158 35.22541932),1,DUKE ENERGY CAROLINAS
7,PP_2721_6,coal,30898,n_30898,909.5,909.5,,9.347078398,345.61,4.6,1035.41241,63665,318.325,24,24,-81.75827158,35.22541932,POINT (-81.75827158 35.22541932),1,DUKE ENERGY CAROLINAS
8,PP_2727_1,coal,6669,n_6669,348.5,348.5,,9.827141871,132.43,4.6,417.1236224,24395,121.975,24,24,-80.96727596,35.59656688,POINT (-80.96727595999999 35.59656688),1,DUKE ENERGY CAROLINAS
9,PP_2727_2,coal,6669,n_6669,348.5,348.5,,9.897611564,132.43,4.6,420.1147845,24395,121.975,24,24,-80.96727596,35.59656688,POINT (-80.96727595999999 35.59656688),1,DUKE ENERGY CAROLINAS
10,PP_2727_3,coal,6669,n_6669,711.0,711.0,,10.00982873,270.18,4.6,866.8241942,49770,248.85,24,24,-80.96727596,35.59656688,POINT (-80.96727595999999 35.59656688),1,DUKE ENERGY CAROLINAS
11,PP_2727_4,coal,6669,n_6669,711.0,711.0,,9.712992375,270.18,4.6,841.1189657,49770,248.85,24,24,-80.96727596,35.59656688,POINT (-80.96727595999999 35.59656688),1,DUKE ENERGY CAROLINAS
12,PP_54276_TG3,coal,4169,n_4169,28.0,28.0,,18.92863428,10.64,4.6,64.55235469,1960,9.8,24,24,-79.06201637,35.90751668,POINT (-79.06201636999999 35.90751668),1,DUKE ENERGY CAROLINAS
17,PP_6250_1,coal,1834,n_1834,763.2,763.2,,6.953060785,290.016,4.6,646.3223362,53424,267.12,24,24,-78.88850487,36.52486756,POINT (-78.88850487000001 36.52486756),1,DUKE ENERGY CAROLINAS
18,PP_8042_1,coal,6682,n_6682,1245.6,1245.6,,9.779299392,473.328,4.6,1483.61467,87192,435.96,24,24,-80.06253841,36.27938244,POINT (-80.06253841 36.27938244),1,DUKE ENERGY CAROLINAS
19,PP_8042_2,coal,6682,n_6682,1245.6,1245.6,,9.609722212,473.328,4.6,1457.888165,87192,435.96,24,24,-80.06253841,36.27938244,POINT (-80.06253841 36.27938244),1,DUKE ENERGY CAROLINAS
22,PP_10795_GEN3,ngct,31014,n_31014,19.0,19.0,,8.79,7.22,3.17,24.6306348,1330,19.0,1,1,-80.65528985,34.24364043,POINT (-80.65528985 34.24364043),1,DUKE ENERGY CAROLINAS
23,PP_2706_CT5,ngcc,28665,n_28665,191.2,191.2,,10.18051779,72.656,3.17,276.7927479,13384,191.2,6,6,-82.54354096,35.47203116,POINT (-82.54354096 35.47203116),1,DUKE ENERGY CAROLINAS
24,PP_2706_CT7,ngcc,28665,n_28665,191.2,191.2,,10.20180861,72.656,3.17,277.3716128,13384,191.2,6,6,-82.54354096,35.47203116,POINT (-82.54354096 35.47203116),1,DUKE ENERGY CAROLINAS
25,PP_2706_GT1,ngct,28665,n_28665,211.7,211.7,,14.65058599,80.446,3.17,457.4135049,14819,211.7,1,1,-82.54354096,35.47203116,POINT (-82.54354096 35.47203116),1,DUKE ENERGY CAROLINAS
26,PP_2706_GT2,ngct,28665,n_28665,211.8,211.8,,8.87774897,80.484,3.17,277.3077106,14826,211.8,1,1,-82.54354096,35.47203116,POINT (-82.54354096 35.47203116),1,DUKE ENERGY CAROLINAS
27,PP_2706_ST6,ngcc,28665,n_28665,102.8,102.8,,7.022,39.064,3.17,102.6480945,7196,102.8,6,6,-82.54354096,35.47203116,POINT (-82.54354096 35.47203116),1,DUKE ENERGY CAROLINAS
28,PP_2706_ST8,ngcc,28665,n_28665,102.8,102.8,,7.022,39.064,3.17,102.6480945,7196,102.8,6,6,-82.54354096,35.47203116,POINT (-82.54354096 35.47203116),1,DUKE ENERGY CAROLINAS
43,PP_2720_CT11,ngcc,31267,n_31267,185.3,185.3,,11.70664028,70.414,3.17,308.464113,12971,185.3,6,6,-80.37402243,35.71371477,POINT (-80.37402243 35.71371477),1,DUKE ENERGY CAROLINAS
44,PP_2720_CT12,ngcc,31267,n_31267,185.3,185.3,,11.41271849,70.414,3.17,300.7194209,12971,185.3,6,6,-80.37402243,35.71371477,POINT (-80.37402243 35.71371477),1,DUKE ENERGY CAROLINAS
45,PP_2720_ST10,ngcc,31267,n_31267,327.3,327.3,,6.93533071,124.374,3.17,322.7826127,22911,327.3,6,6,-80.37402243,35.71371477,POINT (-80.37402243 35.71371477),1,DUKE ENERGY CAROLINAS
46,PP_2723_CT8,ngcc,7014,n_7014,185.3,185.3,,12.05815067,70.414,3.17,317.7262359,12971,185.3,6,6,-79.75264895,36.36601418,POINT (-79.75264894999999 36.36601418),1,DUKE ENERGY CAROLINAS
47,PP_2723_CT9,ngcc,7014,n_7014,185.3,185.3,,11.9697903,70.414,3.17,315.3979843,12971,185.3,6,6,-79.75264895,36.36601418,POINT (-79.75264894999999 36.36601418),1,DUKE ENERGY CAROLINAS
48,PP_2723_ST7,ngcc,7014,n_7014,327.3,327.3,,7.169014213,124.374,3.17,333.6586581,22911,327.3,6,6,-79.75264895,36.36601418,POINT (-79.75264894999999 36.36601418),1,DUKE ENERGY CAROLINAS
51,PP_3264_3,ngct,10239,n_10239,163.2,163.2,,7.192703841,62.016,3.17,173.1192899,11424,163.2,1,1,-82.43436731,34.6016465,POINT (-82.43436731 34.6016465),1,DUKE ENERGY CAROLINAS
52,PP_3264_7,ngct,10239,n_10239,54.0,54.0,,11.97473995,20.52,3.17,95.36587098,3780,54.0,1,1,-82.43436731,34.6016465,POINT (-82.43436731 34.6016465),1,DUKE ENERGY CAROLINAS
53,PP_3264_8,ngct,10239,n_10239,54.0,54.0,,15.78093839,20.52,3.17,125.6781309,3780,54.0,1,1,-82.43436731,34.6016465,POINT (-82.43436731 34.6016465),1,DUKE ENERGY CAROLINAS
54,PP_3264_CT11,ngcc,10239,n_10239,242.3,242.3,,12.18914372,92.074,3.17,419.9751211,16961,242.3,6,6,-82.43436731,34.6016465,POINT (-82.43436731 34.6016465),1,DUKE ENERGY CAROLINAS
55,PP_3264_CT12,ngcc,10239,n_10239,242.3,242.3,,12.16408733,92.074,3.17,419.111807,16961,242.3,6,6,-82.43436731,34.6016465,POINT (-82.43436731 34.6016465),1,DUKE ENERGY CAROLINAS
56,PP_3264_ST10,ngcc,10239,n_10239,362.1,362.1,,7.192703841,137.598,3.17,370.3545253,25347,362.1,6,6,-82.43436731,34.6016465,POINT (-82.43436731 34.6016465),1,DUKE ENERGY CAROLINAS
57,PP_3291_GT2,ngct,9961,n_9961,19.6,19.6,,16.4977092,7.448,3.17,47.6884102,1372,19.6,1,1,-81.33094584,34.26710771,POINT (-81.33094584 34.26710771),1,DUKE ENERGY CAROLINAS
58,PP_3291_GT3,ngct,9961,n_9961,22.3,22.3,,16.49769738,8.474,3.17,54.25769313,1561,22.3,1,1,-81.33094584,34.26710771,POINT (-81.33094584 34.26710771),1,DUKE ENERGY CAROLINAS
59,PP_3291_GT4,ngct,9961,n_9961,22.3,22.3,,16.49769738,8.474,3.17,54.25769313,1561,22.3,1,1,-81.33094584,34.26710771,POINT (-81.33094584 34.26710771),1,DUKE ENERGY CAROLINAS
60,PP_55043_GT1,ngcc,4521,n_4521,60.0,60.0,,12.37510126,22.8,3.17,105.5837211,4200,60.0,6,6,-81.57428123,35.07629645,POINT (-81.57428123 35.07629645),1,DUKE ENERGY CAROLINAS
61,PP_55043_ST1,ngcc,4521,n_4521,41.2,41.2,,7.260931387,15.656,3.17,42.53892406,2884,41.2,6,6,-81.57428123,35.07629645,POINT (-81.57428123 35.07629645),1,DUKE ENERGY CAROLINAS
62,PP_55166_CT01,ngct,4521,n_4521,197.0,197.0,,11.94986135,74.86,3.17,347.1860137,13790,197.0,1,1,-81.57428123,35.07629645,POINT (-81.57428123 35.07629645),1,DUKE ENERGY CAROLINAS
63,PP_55166_CT02,ngct,4521,n_4521,197.0,197.0,,11.18838102,74.86,3.17,325.0622993,13790,197.0,1,1,-81.57428123,35.07629645,POINT (-81.57428123 35.07629645),1,DUKE ENERGY CAROLINAS
64,PP_55166_CT03,ngct,4521,n_4521,197.0,197.0,,7.617751931,74.86,3.17,221.3228128,13790,197.0,1,1,-81.57428123,35.07629645,POINT (-81.57428123 35.07629645),1,DUKE ENERGY CAROLINAS
65,PP_55166_CT04,ngct,4521,n_4521,197.0,197.0,,11.24637597,74.86,3.17,326.747259,13790,197.0,1,1,-81.57428123,35.07629645,POINT (-81.57428123 35.07629645),1,DUKE ENERGY CAROLINAS
66,PP_55166_CT05,ngct,4521,n_4521,197.0,197.0,,10.90407923,74.86,3.17,316.8023202,13790,197.0,1,1,-81.57428123,35.07629645,POINT (-81.57428123 35.07629645),1,DUKE ENERGY CAROLINAS
67,PP_56249_1,ngct,29024,n_29024,57.3,57.3,,3.988123447,21.774,3.17,33.70205195,4011,57.3,1,1,-79.91979125,34.96856567,POINT (-79.91979125 34.96856567),1,DUKE ENERGY CAROLINAS
68,PP_56249_2,ngct,29024,n_29024,57.3,57.3,,5.928300405,21.774,3.17,50.09771912,4011,57.3,1,1,-79.91979125,34.96856567,POINT (-79.91979125 34.96856567),1,DUKE ENERGY CAROLINAS
69,PP_56249_3,ngct,29024,n_29024,57.3,57.3,,5.366900809,21.774,3.17,45.35355344,4011,57.3,1,1,-79.91979125,34.96856567,POINT (-79.91979125 34.96856567),1,DUKE ENERGY CAROLINAS
70,PP_56249_4,ngct,29024,n_29024,57.3,57.3,,6.002832867,21.774,3.17,50.72756344,4011,57.3,1,1,-79.91979125,34.96856567,POINT (-79.91979125 34.96856567),1,DUKE ENERGY CAROLINAS
71,PP_56249_5,ngct,29024,n_29024,57.3,57.3,,3.768655408,21.774,3.17,31.84741447,4011,57.3,1,1,-79.91979125,34.96856567,POINT (-79.91979125 34.96856567),1,DUKE ENERGY CAROLINAS
72,PP_56249_6,ngct,29024,n_29024,57.3,57.3,,5.761277734,21.774,3.17,48.68627666,4011,57.3,1,1,-79.91979125,34.96856567,POINT (-79.91979125 34.96856567),1,DUKE ENERGY CAROLINAS
79,PP_57029_1,ngct,29803,n_29803,184.0,184.0,,10.33800054,69.92,3.17,280.5352908,12880,184.0,1,1,-81.41589796,35.16651223,POINT (-81.41589796 35.16651223),1,DUKE ENERGY CAROLINAS
80,PP_57029_2,ngct,29803,n_29803,184.0,184.0,,10.38112521,69.92,3.17,281.7055357,12880,184.0,1,1,-81.41589796,35.16651223,POINT (-81.41589796 35.16651223),1,DUKE ENERGY CAROLINAS
81,PP_57029_3,ngct,29803,n_29803,184.0,184.0,,10.63188612,69.92,3.17,288.510264,12880,184.0,1,1,-81.41589796,35.16651223,POINT (-81.41589796 35.16651223),1,DUKE ENERGY CAROLINAS
82,PP_57029_4,ngct,29803,n_29803,184.0,184.0,,9.65182645,69.92,3.17,261.9150511,12880,184.0,1,1,-81.41589796,35.16651223,POINT (-81.41589796 35.16651223),1,DUKE ENERGY CAROLINAS
83,PP_57505_1,ngct,15782,n_15782,15.0,15.0,,30.34166667,5.7,3.17,67.12183501,1050,15.0,1,1,-80.56273965,34.99287758,POINT (-80.56273965 34.99287758),1,DUKE ENERGY CAROLINAS
84,PP_57505_2,ngct,15782,n_15782,15.0,15.0,,30.34166667,5.7,3.17,67.12183501,1050,15.0,1,1,-80.56273965,34.99287758,POINT (-80.56273965 34.99287758),1,DUKE ENERGY CAROLINAS
85,PP_58400_GT01,ngct,229,n_229,5.5,5.5,,20.65079365,2.09,3.17,16.75068476,385,5.5,1,1,-82.81000896,34.69124117,POINT (-82.81000896 34.69124117),1,DUKE ENERGY CAROLINAS
86,PP_59325_KMEC1,ngcc,29803,n_29803,310.2,310.2,,6.799916498,117.876,3.17,299.9454824,21714,310.2,6,6,-81.41589796,35.16651223,POINT (-81.41589796 35.16651223),1,DUKE ENERGY CAROLINAS
87,PP_59325_KMEC2,ngcc,29803,n_29803,233.7,233.7,,6.799916498,88.806,3.17,225.9744012,16359,233.7,6,6,-81.41589796,35.16651223,POINT (-81.41589796 35.16651223),1,DUKE ENERGY CAROLINAS
88,PP_61675_CTG1,ngct,12439,n_12439,5.6,5.6,,12.80846445,2.128,3.17,10.57835709,392,5.6,1,1,-78.67830688,35.77544505,POINT (-78.67830687999999 35.77544505),1,DUKE ENERGY CAROLINAS
89,PP_61675_STG,ngct,12439,n_12439,1.0,1.0,,18.21190476,0.38,3.17,2.685891714,70,1.0,1,1,-78.67830688,35.77544505,POINT (-78.67830687999999 35.77544505),1,DUKE ENERGY CAROLINAS
90,PP_61676_CTG1,ngct,12439,n_12439,5.6,5.6,,14.03271841,2.128,3.17,11.58945374,392,5.6,1,1,-78.67830688,35.77544505,POINT (-78.67830687999999 35.77544505),1,DUKE ENERGY CAROLINAS
91,PP_61676_CTG2,ngct,12439,n_12439,5.6,5.6,,14.03271841,2.128,3.17,11.58945374,392,5.6,1,1,-78.67830688,35.77544505,POINT (-78.67830687999999 35.77544505),1,DUKE ENERGY CAROLINAS
92,PP_63063_GT01,ngct,229,n_229,13.4,13.4,,15.11989326,5.092,3.17,29.8804169,938,13.4,1,1,-82.81000896,34.69124117,POINT (-82.81000896 34.69124117),1,DUKE ENERGY CAROLINAS
93,PP_7277_1,ngct,4099,n_4099,109.6,109.6,,16.11295154,41.648,3.17,260.446655,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
94,PP_7277_10,ngct,4099,n_4099,109.6,109.6,,10.33347846,41.648,3.17,167.0283618,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
95,PP_7277_11,ngct,4099,n_4099,109.6,109.6,,18.77286987,41.648,3.17,303.4410642,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
96,PP_7277_12,ngct,4099,n_4099,109.6,109.6,,16.38613326,41.648,3.17,264.8623119,7672,109.6,1,1,-81.0334757,35.43279702,POINT (-81.0334757 35.43279702),1,DUKE ENERGY CAROLINAS
