,name,typ,M2S_node,Assumed BA,Gen_MWh,weights
110,PP_7805_002,ngct,n_28663,CPLE,199.4,0.07722994693830125
111,PP_7805_003,ngct,n_28663,CPLE,199.4,0.07722994693830125
112,PP_7805_004,ngct,n_28663,CPLE,199.4,0.07722994693830125
113,PP_7805_10,ngcc,n_28663,CPLE,191.2,0.06663878433012686
114,PP_7805_6,ngct,n_28663,CPLE,199.4,0.07722994693830125
115,PP_7805_7,ngcc,n_28663,CPLE,199.4,0.06949672382545657
116,PP_7805_8,ngcc,n_28663,CPLE,199.4,0.06949672382545657
117,PP_7805_9,ngcc,n_28663,CPLE,191.2,0.06663878433012686
118,PP_7805_ST4,ngcc,n_28663,CPLE,195.5,0.06813745991914123
119,PP_7805_ST5,ngcc,n_28663,CPLE,271.1,0.09448626794925416
120,PP_7826_001,ngct,n_4473,DUK,199.4,0.029246113229686125
121,PP_7826_002,ngct,n_4473,DUK,199.4,0.029246113229686125
122,PP_7826_003,ngct,n_4473,DUK,199.4,0.029246113229686125
123,PP_7826_4,ngcc,n_4473,DUK,199.4,0.03933404347654555
124,PP_7826_5,ngcc,n_4473,DUK,199.4,0.03933404347654555
125,PP_7826_STG,ngcc,n_4473,DUK,195.0,0.03846609066161676
126,PP_7834_CT1A,ngcc,n_8337,DUK,165.0,0.03254823055982957
127,PP_7834_CT1B,ngcc,n_8337,DUK,165.0,0.03254823055982957
128,PP_7834_CT2A,ngct,n_8337,DUK,165.0,0.02420064535054268
129,PP_7834_CT2B,ngct,n_8337,DUK,165.0,0.02420064535054268
130,PP_7834_CT3A,ngct,n_8337,DUK,84.0,0.012320328542094456
131,PP_7834_CT3B,ngct,n_8337,DUK,84.0,0.012320328542094456
132,PP_7834_CT4A,ngct,n_8337,DUK,84.0,0.012320328542094456
133,PP_7834_ST1S,ngcc,n_8337,DUK,190.0,0.03747978064465223
134,PP_7981_1,ngct,n_4477,DUK,99.9,0.014652390730419478
135,PP_7981_2,ngct,n_4477,DUK,99.9,0.014652390730419478
136,PP_7981_3,ngct,n_4477,DUK,99.9,0.014652390730419478
137,PP_7981_4,ngct,n_4477,DUK,99.9,0.014652390730419478
138,PP_7981_5,ngct,n_4477,DUK,99.9,0.014652390730419478
139,PP_7981_6,ngct,n_4477,DUK,99.9,0.014652390730419478
140,PP_7981_7,ngct,n_4477,DUK,99.9,0.014652390730419478
141,PP_7981_8,ngct,n_4477,DUK,99.9,0.014652390730419478
142,PP_10051_GEN1,hydro,n_30069,CPLE,0.6,0.0018450184501845018
143,PP_10051_GEN2,hydro,n_30069,CPLE,0.6,0.0018450184501845018
144,PP_10173_T-1,hydro,n_4521,DUK,4.3,0.0008207986561808046
145,PP_10181_GEN2,hydro,n_28601,CPLE,0.8,0.0024600246002460025
146,PP_10181_GEN3,hydro,n_28601,CPLE,0.8,0.0024600246002460025
147,PP_10258_1,hydro,n_1851,DUK,1.0,0.00019088340841414062
148,PP_10258_2,hydro,n_1851,DUK,0.5,9.544170420707031e-05
149,PP_10550_GEN1,hydro,n_4517,DUK,1.8,0.00034359013514545316
150,PP_10787_GEN1,hydro,n_14003,DUK,1.0,0.00019088340841414062
151,PP_10799_GEN1,hydro,n_10239,DUK,2.0,0.00038176681682828125
152,PP_10800_GEN1,hydro,n_10239,DUK,3.3,0.000629915247766664
153,PP_10801_GEN1,hydro,n_28842,DUK,3.0,0.0005726502252424219
154,PP_10801_GEN2,hydro,n_28842,DUK,3.2,0.00061082690692525
155,PP_2707_1,hydro,n_30525,CPLE,3.2,0.00984009840098401
156,PP_2707_2,hydro,n_30525,CPLE,3.2,0.00984009840098401
157,PP_2707_3,hydro,n_30525,CPLE,3.2,0.00984009840098401
158,PP_2707_4,hydro,n_30525,CPLE,5.0,0.015375153751537515
159,PP_2707_5,hydro,n_30525,CPLE,5.0,0.015375153751537515
160,PP_2707_6,hydro,n_30525,CPLE,5.0,0.015375153751537515
161,PP_2707_GT1,oil,n_30525,CPLE,17.5,0.03278995690462806
162,PP_2707_GT2,oil,n_30525,CPLE,17.5,0.03278995690462806
163,PP_2707_GT3,oil,n_30525,CPLE,17.5,0.03278995690462806
164,PP_2707_GT4,oil,n_30525,CPLE,17.5,0.03278995690462806
165,PP_2710_HC1,hydro,n_28601,CPLE,2.5,0.007687576875768758
166,PP_2710_HC2,hydro,n_28601,CPLE,2.5,0.007687576875768758
167,PP_2714_1,hydro,n_15691,CPLE,22.0,0.06765067650676507
168,PP_2714_2,hydro,n_15691,CPLE,18.0,0.055350553505535055
169,PP_2714_3,hydro,n_15691,CPLE,22.0,0.06765067650676507
170,PP_2714_4,hydro,n_15691,CPLE,22.0,0.06765067650676507
171,PP_2715_1,hydro,n_6024,CPLE,36.0,0.11070110701107011
172,PP_2715_2,hydro,n_6024,CPLE,36.0,0.11070110701107011
173,PP_2715_3,hydro,n_6024,CPLE,36.0,0.11070110701107011
174,PP_2719_1,hydro,n_16289,DUK,13.0,0.0024814843093838284
175,PP_2719_2,hydro,n_16289,DUK,13.0,0.0024814843093838284
176,PP_2719_3,hydro,n_16289,DUK,1.7,0.0003245017943040391
177,PP_2722_1,hydro,n_6646,DUK,87.5,0.016702298236237305
178,PP_2722_2,hydro,n_6646,DUK,87.5,0.016702298236237305
179,PP_2722_3,hydro,n_6646,DUK,87.5,0.016702298236237305
180,PP_2722_4,hydro,n_6646,DUK,87.5,0.016702298236237305
181,PP_2726_1,hydro,n_29021,DUK,8.6,0.0016415973123616093
182,PP_2726_2,hydro,n_29021,DUK,8.6,0.0016415973123616093
183,PP_2726_3,hydro,n_29021,DUK,8.6,0.0016415973123616093
184,PP_2728_1,hydro,n_30415,DUK,15.0,0.0028632511262121096
185,PP_2728_2,hydro,n_30415,DUK,15.0,0.0028632511262121096
186,PP_2728_3,hydro,n_30415,DUK,15.0,0.0028632511262121096
187,PP_2728_4,hydro,n_30415,DUK,15.0,0.0028632511262121096
188,PP_2729_1,hydro,n_15622,DUK,18.0,0.0034359013514545316
189,PP_2729_2,hydro,n_15622,DUK,18.0,0.0034359013514545316
190,PP_2730_1,hydro,n_14194,DUK,8.5,0.0016225089715201954
191,PP_2730_2,hydro,n_14194,DUK,8.5,0.0016225089715201954
192,PP_2730_3,hydro,n_14194,DUK,8.5,0.0016225089715201954
193,PP_2735_1,hydro,n_11731,DUK,2.7,0.0005153852027181797
194,PP_2735_2,hydro,n_11731,DUK,2.7,0.0005153852027181797
195,PP_2736_1,hydro,n_11731,DUK,2.5,0.0004772085210353516
196,PP_2736_2,hydro,n_11731,DUK,2.5,0.0004772085210353516
197,PP_2741_1,hydro,n_6024,DUK,9.0,0.0017179506757272658
198,PP_2743_1,hydro,n_6024,DUK,6.4,0.0012216538138505
199,PP_2745_1,hydro,n_13721,DUK,0.5,9.544170420707031e-05
200,PP_2745_2,hydro,n_13721,DUK,0.5,9.544170420707031e-05
201,PP_2746_1,hydro,n_8341,DUK,0.6,0.00011453004504848438
202,PP_2746_2,hydro,n_8341,DUK,0.6,0.00011453004504848438
203,PP_2746_3,hydro,n_8341,DUK,0.6,0.00011453004504848438
204,PP_2747_1,hydro,n_13721,DUK,43.2,0.008246163243490876
205,PP_2749_1,hydro,n_6024,DUK,10.8,0.002061540810872719
206,PP_2750_1,hydro,n_7798,DUK,21.6,0.004123081621745438
207,PP_2751_1,hydro,n_7798,DUK,3.0,0.0005726502252424219
208,PP_2758_1,hydro,n_2416,CPLE,25.0,0.07687576875768758
209,PP_2758_2,hydro,n_2416,CPLE,25.0,0.07687576875768758
210,PP_2758_3,hydro,n_2416,CPLE,25.0,0.07687576875768758
211,PP_2758_4,hydro,n_2416,CPLE,25.0,0.07687576875768758
212,PP_2773_1,hydro,n_15662,DUK,1.2,0.00022906009009696876
213,PP_2773_2,hydro,n_15662,DUK,2.4,0.00045812018019393753
214,PP_2778_1,hydro,n_8341,DUK,13.2,0.002519660991066656
215,PP_2779_1,hydro,n_7798,DUK,81.0,0.015461556081545392
216,PP_2779_2,hydro,n_7798,DUK,92.7,0.017694891959990838
217,PP_2779_3,hydro,n_7798,DUK,81.0,0.015461556081545392
218,PP_2780_1,hydro,n_8341,DUK,70.6,0.013476368634038328
219,PP_2780_2,hydro,n_8341,DUK,95.0,0.018133923799343362
220,PP_3253_1,hydro,n_28842,DUK,0.7,0.00013361838588989844
221,PP_3253_2,hydro,n_28842,DUK,0.7,0.00013361838588989844
222,PP_3254_HC1,hydro,n_30976,DUK,5.0,0.0009544170420707032
