,Plant_id,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,Balancing Authority Code,index_right,BA_ID,nearest_node,distance_to_nearest_node
9583,PP_63461,2.0,SOLAR,-80.190821,33.720936,POINT (-80.190821 33.720936),yellow,DUK,1099,CPLE,n_9930,0.1485633236937212
9584,PP_3253,1.4,HYDRO,-82.199339,34.455514,POINT (-82.199339 34.455514),royalblue,DUK,944,DUK,n_28842,0.16660295510003909
9585,PP_64410,2.0,SOLAR,-82.10133,34.08475,POINT (-82.10133 34.08475),yellow,DUK,949,DUK,n_28842,0.27760140025583896
9586,PP_55166,985.0,GAS,-81.575,35.0786,POINT (-81.575 35.0786),red,DUK,917,DUK,n_4521,0.0024130836942409077
9588,PP_3254,15.0,HYDRO,-81.902452,34.169733,POINT (-81.902452 34.169733),royalblue,DUK,946,DUK,n_30976,0.21443424474946546
9589,PP_10795,19.0,GAS,-80.6558,34.2338,POINT (-80.6558 34.2338),red,CPLE,942,Overlapping,n_31014,0.009853644787962362
9592,PP_63973,7.0,SOLAR,-79.38585,34.199824,POINT (-79.38585 34.199824),yellow,CPLE,996,CPLE,n_9839,0.0053925213906813605
9593,PP_6036,2410.2,NUCLEAR,-81.0694,35.0514,POINT (-81.0694 35.0514),cyan,DUK,1028,DUK,n_28505,0.005611563228689692
9594,PP_3255,45.0,HYDRO,-80.8756,34.5414,POINT (-80.8756 34.5414),royalblue,DUK,1060,DUK,n_18271,0.020109341735479062
9595,PP_63810,75.0,SOLAR,-80.118838,34.708762,POINT (-80.118838 34.708762),yellow,SC,990,CPLE,n_18277,0.006130859021375585
9596,PP_58400,5.5,GAS,-82.840278,34.679444,POINT (-82.840278 34.679444),red,DUK,1089,DUK,n_229,0.03248673579370691
9597,PP_10280,4.1,OIL,-82.366035,34.871811,POINT (-82.366035 34.871811),darkviolet,DUK,997,DUK,n_14006,0.017391282556788526
9599,PP_55043,101.2,GAS,-81.613,35.0727,POINT (-81.613 35.0727),red,DUK,917,DUK,n_4521,0.03888544204346444
9600,PP_10173,4.3,HYDRO,-81.5458,35.0642,POINT (-81.5458 35.0642),royalblue,DUK,918,DUK,n_4521,0.030943570655554017
9601,PP_63505,10.0,SOLAR,-79.458012,33.762185,POINT (-79.458012 33.762185),yellow,CPLE,1082,CPLE,n_9883,0.049930907043478544
9602,PP_57886,7.2,OIL,-81.646944,34.7225,POINT (-81.646944 34.7225),darkviolet,DUK,979,DUK,n_4478,0.20142709721798968
9603,PP_52049,1.2,HYDRO,-81.8344,34.9953,POINT (-81.8344 34.9953),royalblue,DUK,1081,DUK,n_4536,0.06299719547986883
9610,PP_63635,3.0,SOLAR,-80.719878,34.648205,POINT (-80.719878 34.648205),yellow,DUK,1060,DUK,n_18296,0.06908464786434336
9611,PP_3250,316.0,GAS,-80.1657,34.4185,POINT (-80.1657 34.4185),red,CPLE,1095,CPLE,n_6707,0.002065950936591123
9612,PP_60993,10.0,SOLAR,-79.917,34.32,POINT (-79.917 34.32),yellow,CPLE,1108,CPLE,n_9941,0.05222227237495363
9613,PP_3256,45.0,HYDRO,-80.8914,34.5583,POINT (-80.8914 34.5583),royalblue,DUK,1045,DUK,n_28332,0.0018959620375057042
9617,PP_63063,13.4,GAS,-82.8231,34.6779,POINT (-82.8231 34.6779),red,DUK,1089,DUK,n_229,0.018691231774556852
9619,PP_56951,3.2,BIOMASS,-82.1847,34.8008,POINT (-82.1847 34.8008),forestgreen,DUK,997,DUK,n_11747,0.05383016062386231
9622,PP_6126,587.2,HYDRO,-81.3308,34.3061,POINT (-81.3308 34.3061),royalblue,SCEG,963,DUK,n_29011,0.01846211067058988
9623,PP_3257,42.3,HYDRO,-80.8928,34.6,POINT (-80.8928 34.6),royalblue,DUK,1045,DUK,n_28332,0.040870944618983426
9624,PP_61833,5.0,SOLAR,-79.148,34.287,POINT (-79.148 34.287),yellow,DUK,964,CPLE,n_9840,0.04115222346566765
9625,PP_62216,2.0,SOLAR,-80.218533,34.192353,POINT (-80.218533 34.192353),yellow,CPLE,935,CPLE,n_23819,0.0700321041199772
9626,PP_61942,2.0,SOLAR,-80.221678,34.199094,POINT (-80.221678 34.199094),yellow,CPLE,935,CPLE,n_23819,0.07708862810941829
9628,PP_3258,6.7,HYDRO,-81.5975,35.1381,POINT (-81.5975 35.1381),royalblue,DUK,918,DUK,n_4521,0.06602113353249432
9630,PP_56995,1.1,BIOMASS,-79.316111,33.453611,POINT (-79.316111 33.453611),forestgreen,SC,931,CPLE,n_9903,0.06199609384366506
9631,PP_64412,1.5,SOLAR,-82.2263,34.0726,POINT (-82.2263 34.0726),yellow,DUK,1072,DUK,n_28842,0.23642914812772875
9632,PP_61943,2.0,SOLAR,-79.562891,33.962884,POINT (-79.562891 33.962884),yellow,CPLE,984,CPLE,n_10584,0.16056727563868803
9633,PP_3259,12.0,HYDRO,-80.8917,34.5592,POINT (-80.8917 34.5592),royalblue,DUK,1045,DUK,n_28332,0.0014062738167540812
9634,PP_3251,768.6,NUCLEAR,-80.1589,34.4017,POINT (-80.1589 34.4017),cyan,CPLE,1095,CPLE,n_6705,0.0013223991485149917
9640,PP_64061,3.3,SOLAR,-81.648947,34.249814,POINT (-81.648947 34.249814),yellow,DUK,1073,DUK,n_9967,0.0025081429555155474
9642,PP_3261,4.0,HYDRO,-82.374964,34.527475,POINT (-82.374964 34.527475),royalblue,DUK,1000,DUK,n_10239,0.09502717848702594
9643,PP_56132,2.9,OIL,-82.3652,34.44128,POINT (-82.3652 34.44128),darkviolet,DUK,1058,DUK,n_17246,0.1546873827583942
9644,PP_7958,3.1,BIOMASS,-78.967222,33.8125,POINT (-78.967222 33.8125),forestgreen,SC,1025,CPLE,n_19629,0.037817970476432816
9646,PP_54087,95.6,BIOMASS,-79.302573,33.360185,POINT (-79.302573 33.360185),forestgreen,SC,931,CPLE,n_9898,0.0616734776391458
9648,PP_3323,361.9,HYDRO,-82.1961,33.6602,POINT (-82.1961 33.6602),royalblue,SEPA,1086,DUK,n_28803,0.1016266916316825
9652,PP_61944,1.9,SOLAR,-79.390606,34.230544,POINT (-79.390606 34.230544),yellow,CPLE,996,CPLE,n_9839,0.027023923356704192
9653,PP_3262,774.0,HYDRO,-82.9147,34.9594,POINT (-82.9147 34.9594),royalblue,DUK,1033,DUK,n_275,0.004855803844846779
9654,PP_7834,1102.0,GAS,-82.774478,34.347734,POINT (-82.774478 34.347734),red,SC,924,DUK,n_8337,0.00012505362049403698
9655,PP_6517,157.6,HYDRO,-82.8872,34.7981,POINT (-82.8872 34.7981),royalblue,DUK,1034,DUK,n_29228,0.011921599713676642
9656,PP_56120,11.2,BIOMASS,-80.267777,34.181042,POINT (-80.267777 34.181042),forestgreen,SC,935,CPLE,n_23819,0.10559637185420456
9658,PP_63241,2.0,SOLAR,-81.87819,34.99389,POINT (-81.87819 34.99389),yellow,DUK,1081,DUK,n_4536,0.022103692807506098
9659,PP_3275,18.0,HYDRO,-81.4561,34.7792,POINT (-81.4561 34.7792),royalblue,DUK,1106,DUK,n_18262,0.29358569563905007
9660,PP_57470,51.4,BIOMASS,-79.785,34.605,POINT (-79.785 34.605),forestgreen,SC,1020,CPLE,n_23854,0.08320631653248095
9664,PP_65389,12.8,SOLAR,-81.393,34.421,POINT (-81.393 34.421),yellow,DUK,963,DUK,n_18302,0.03277665823844532
9665,PP_7981,799.2,GAS,-81.4306,35.1597,POINT (-81.4306 35.1597),red,DUK,918,DUK,n_4477,0.003791034141976953
9667,PP_63463,5.0,SOLAR,-81.62438,35.08849,POINT (-81.62438 35.08849),yellow,DUK,917,DUK,n_4521,0.051561317061493986
9668,PP_3320,111.5,OIL,-78.924146,33.708283,POINT (-78.924146 33.708283),darkviolet,SC,1026,CPLE,n_9900,0.06757934886232968
9669,PP_3289,4.4,HYDRO,-81.4486,34.6642,POINT (-81.4486 34.6642),royalblue,SCEG,1107,DUK,n_18302,0.2667940055797364
9671,PP_3265,2666.7,NUCLEAR,-82.8986,34.7939,POINT (-82.8986 34.7939),cyan,DUK,1015,DUK,n_29228,0.0007987638783129384
9675,PP_62228,1.0,SOLAR,-79.79227,34.23933,POINT (-79.79227 34.23933),yellow,DUK,987,CPLE,n_28996,0.03097894317861297
9676,PP_57030,5.4,OIL,-81.7397,34.8986,POINT (-81.7397 34.8986),darkviolet,DUK,1080,DUK,n_4478,0.010281626617673865
9678,PP_3291,83.8,GAS,-81.3308,34.2642,POINT (-81.3308 34.2642),red,SCEG,963,DUK,n_9961,0.002911365100716985
9679,PP_3290,15.0,HYDRO,-81.330852,34.26132,POINT (-81.330852 34.26132),royalblue,SCEG,963,DUK,n_9961,0.0057884706952441006
9680,PP_10800,3.3,HYDRO,-82.447913,34.616522,POINT (-82.447913 34.616522),royalblue,DUK,926,DUK,n_10239,0.020118802594244763
9681,PP_61945,1.0,SOLAR,-82.501964,34.657642,POINT (-82.501964 34.657642),yellow,DUK,926,DUK,n_28296,0.0596533969190823
9682,PP_10799,2.0,HYDRO,-82.45444,34.642371,POINT (-82.45444 34.642371),royalblue,DUK,926,DUK,n_10239,0.04540261869194367
9684,PP_10787,1.0,HYDRO,-82.462102,34.702021,POINT (-82.462102 34.702021),royalblue,DUK,998,DUK,n_14003,0.042056850594407086
9685,PP_61996,10.0,SOLAR,-79.655149,34.23453,POINT (-79.655149 34.23453),yellow,SC,987,CPLE,n_7069,0.0610493400137267
9686,PP_61946,2.0,SOLAR,-79.887503,34.274414,POINT (-79.887503 34.274414),yellow,CPLE,1108,CPLE,n_9941,0.03742526278524361
9690,PP_61947,2.0,SOLAR,-80.128107,34.107849,POINT (-80.128107 34.107849),yellow,CPLE,1093,CPLE,n_9945,0.020197148883961378
9691,PP_3305,3.9,OIL,-82.6097,34.2572,POINT (-82.6097 34.2572),darkviolet,DUK,952,DUK,n_14508,0.13960779539202472
9693,PP_62397,2.0,SOLAR,-78.917988,33.667675,POINT (-78.917988 33.667675),yellow,SC,1026,CPLE,n_998,0.10743339080727297
9694,PP_3267,2.4,HYDRO,-82.483959,34.852224,POINT (-82.483959 34.852224),royalblue,DUK,997,DUK,n_28107,0.04467176528084255
9696,PP_61323,3.4,SOLAR,-81.739,34.011,POINT (-81.739 34.011),yellow,SCEG,934,DUK,n_9968,0.1448312167298945
9697,PP_60535,6.8,SOLAR,-81.7829,33.96839,POINT (-81.7829 33.96839),yellow,SCEG,934,DUK,n_9986,0.11844913499734334
9698,PP_61948,2.0,SOLAR,-79.783683,33.887786,POINT (-79.783683 33.887786),yellow,CPLE,982,CPLE,n_9426,0.00857589729586107
9704,PP_7957,2.9,OIL,-81.1872,34.965278,POINT (-81.1872 34.965278),darkviolet,DUK,1031,DUK,n_28504,0.07329824107768886
9705,PP_56545,10.0,OIL,-82.9525,34.6875,POINT (-82.9525 34.6875),darkviolet,DUK,1015,DUK,n_29228,0.11894386359007254
9707,PP_57919,40.5,BIOMASS,-80.067778,34.385278,POINT (-80.067778 34.385278),forestgreen,CPLE,1110,CPLE,n_18282,0.031158796606501043
9708,PP_61949,2.0,SOLAR,-79.606062,33.995392,POINT (-79.606062 33.995392),yellow,CPLE,984,CPLE,n_10584,0.20012458311924256
9710,PP_54675,4.3,HYDRO,-81.9675,35.1103,POINT (-81.9675 35.1103),royalblue,DUK,1077,DUK,n_4536,0.1258900696335014
9716,PP_62315,2.0,SOLAR,-79.924456,34.301806,POINT (-79.924456 34.301806),yellow,CPLE,1108,CPLE,n_9941,0.03349747264859946
9717,PP_56129,2.9,OIL,-81.0725,34.8894,POINT (-81.0725 34.8894),darkviolet,DUK,1053,DUK,n_28504,0.11888408987884123
9720,PP_60241,3.2,BIOMASS,-81.818661,34.61577,POINT (-81.818661 34.61577),forestgreen,DUK,1069,DUK,n_15847,0.2619838266205108
9721,PP_58257,1.1,HYDRO,-81.745556,34.921389,POINT (-81.745556 34.921389),royalblue,DUK,1080,DUK,n_4478,0.025898110919237514
9723,PP_6127,1029.6,NUCLEAR,-81.3153,34.2983,POINT (-81.3153 34.2983),cyan,SCEG,963,DUK,n_29011,0.0011926971171199994
9724,PP_56131,2.9,OIL,-83.03832,34.65724,POINT (-83.03832 34.65724),darkviolet,DUK,1014,DUK,n_8325,0.15715010976769875
9725,PP_61950,2.0,SOLAR,-80.108313,34.091583,POINT (-80.108313 34.091583),yellow,CPLE,1093,CPLE,n_9945,0.04581436749231835
9726,PP_3264,1117.9,GAS,-82.435,34.6022,POINT (-82.435 34.6022),red,DUK,926,DUK,n_10239,0.00084063005305947
9727,PP_10801,6.2,HYDRO,-82.233581,34.404006,POINT (-82.233581 34.404006),royalblue,DUK,944,DUK,n_28842,0.10578609367750051
9728,PP_61951,2.0,SOLAR,-79.844619,34.523944,POINT (-79.844619 34.523944),yellow,CPLE,1111,CPLE,n_9929,0.0015438420846993898
9730,PP_3270,90.5,HYDRO,-80.7021,34.3355,POINT (-80.7021 34.3355),royalblue,DUK,942,Overlapping,n_17955,0.0009290080048124859
9731,PP_62347,2.0,SOLAR,-80.078469,34.069422,POINT (-80.078469 34.069422),yellow,CPLE,1093,CPLE,n_9945,0.08297071405080636
9732,PP_7814,5.8,OIL,-81.4919,34.5567,POINT (-81.4919 34.5567),darkviolet,DUK,1107,DUK,n_18302,0.17416654690060146
9733,PP_57885,1.6,BIOMASS,-82.130278,35.001194,POINT (-82.130278 35.001194),forestgreen,DUK,972,DUK,n_14031,0.05045443816412837
9735,PP_50806,103.8,BIOMASS,-79.5606,34.1497,POINT (-79.5606 34.1497),forestgreen,CPLE,984,CPLE,n_7069,0.075721386918182
9736,PP_63760,2.0,SOLAR,-82.398437,34.786327,POINT (-82.398437 34.786327),yellow,DUK,997,DUK,n_14001,0.0034137715813689195
9737,PP_59569,10.0,SOLAR,-79.383611,34.398056,POINT (-79.383611 34.398056),yellow,CPLE,966,CPLE,n_9854,0.01119053836931945
9738,PP_61952,2.0,SOLAR,-82.524315,34.721613,POINT (-82.524315 34.721613),yellow,DUK,929,DUK,n_14593,0.08843704108233952
9740,PP_61953,2.0,SOLAR,-79.564983,33.984625,POINT (-79.564983 33.984625),yellow,CPLE,984,CPLE,n_10584,0.1824007885968979
9741,PP_6249,1260.0,COAL,-79.357236,33.33184,POINT (-79.357236 33.33184),grey,SC,931,CPLE,n_9898,0.00016970534759307404
9742,PP_3271,60.0,HYDRO,-81.0078,35.0218,POINT (-81.0078 35.0218),royalblue,DUK,1030,DUK,n_28108,0.002974074073139793
