,Plant_id,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,Balancing Authority Code,index_right,BA_ID,nearest_node,distance_to_nearest_node
6682,PP_6250,763.2,COAL,-78.8917,36.5278,POINT (-78.8917 36.5278),grey,CPLE,835,CPLE,n_1834,0.004336826036455476
6684,PP_58350,5.0,SOLAR,-79.30219,34.543889,POINT (-79.30219 34.543889),yellow,CPLE,879,CPLE,n_9849,0.01472456357124528
6685,PP_60779,5.0,SOLAR,-79.062708,34.888736,POINT (-79.062708 34.888736),yellow,DUK,247,CPLE,n_15226,0.07845470591366749
6686,PP_60440,5.0,SOLAR,-78.350088,35.019771,POINT (-78.350088 35.019771),yellow,CPLE,478,CPLE,n_13956,0.01148094736809839
6687,PP_6038,2440.6,NUCLEAR,-80.9486,35.4331,POINT (-80.9486 35.4331),cyan,DUK,740,DUK,n_6652,0.0002830830100917926
6688,PP_58853,5.0,SOLAR,-78.691944,34.323889,POINT (-78.691944 34.323889),yellow,CPLE,259,CPLE,n_7089,0.00643910892038284
6689,PP_59936,5.0,SOLAR,-80.38589,35.55543,POINT (-80.38589 35.55543),yellow,DUK,912,DUK,n_28700,0.08328821487301978
6690,PP_64117,4.9,SOLAR,-79.023055,35.551944,POINT (-79.023055 35.551944),yellow,CPLE,635,Overlapping,n_29979,0.04008314533931812
6693,PP_59502,5.0,SOLAR,-78.3475,36.2487,POINT (-78.3475 36.2487),yellow,CPLE,23,CPLE,n_9859,0.054860864160551304
6694,PP_60579,5.0,SOLAR,-78.604589,36.288911,POINT (-78.604589 36.288911),yellow,CPLE,5,Overlapping,n_10707,0.013129861312160096
6695,PP_10181,2.4,HYDRO,-82.5992,35.6497,POINT (-82.5992 35.6497),royalblue,CPLE,628,Overlapping,n_28601,0.1180858665875609
6696,PP_58336,5.0,SOLAR,-78.949586,36.230561,POINT (-78.949586 36.230561),yellow,CPLE,118,Overlapping,n_7557,0.06566548230363778
6697,PP_61196,5.0,SOLAR,-78.701463,34.307121,POINT (-78.701463 34.307121),yellow,CPLE,259,CPLE,n_28990,0.011756023601460015
6699,PP_61160,1.4,SOLAR,-80.821,35.575,POINT (-80.821 35.575),yellow,DUK,894,DUK,n_6940,0.01346122740653677
6700,PP_59576,5.0,SOLAR,-79.771085,35.81771,POINT (-79.771085 35.81771),yellow,DUK,780,Overlapping,n_23849,0.05640727344139952
6701,PP_61093,5.0,SOLAR,-79.935844,34.968056,POINT (-79.935844 34.968056),yellow,CPLE,504,Overlapping,n_18688,0.014081568675408156
6702,PP_58739,3.0,SOLAR,-79.348889,36.148889,POINT (-79.348889 36.148889),yellow,DUK,100,DUK,n_10058,0.2609005041681217
6703,PP_58740,3.0,SOLAR,-79.361944,35.948056,POINT (-79.361944 35.948056),yellow,DUK,143,DUK,n_23848,0.2195595641478511
6704,PP_59577,5.0,SOLAR,-80.293611,35.468611,POINT (-80.293611 35.468611),yellow,DUK,237,Overlapping,n_15692,0.18373467759230735
6705,PP_2746,1.8,HYDRO,-83.9258,35.0647,POINT (-83.9258 35.0647),royalblue,DUK,719,DUK,n_1081,0.6990752014532755
6706,PP_58313,5.0,SOLAR,-80.541944,35.878611,POINT (-80.541944 35.878611),yellow,CPLE,80,DUK,n_4473,0.16658977657042365
6707,PP_59570,15.4,SOLAR,-80.574444,35.833889,POINT (-80.574444 35.833889),yellow,DUK,231,DUK,n_4473,0.11418361662508361
6709,PP_59123,3.0,SOLAR,-79.0325,35.568333,POINT (-79.0325 35.568333),yellow,CPLE,635,Overlapping,n_6650,0.024292067584757077
6710,PP_57505,30.0,GAS,-80.506037,34.985814,POINT (-80.506037 34.985814),red,DUK,300,DUK,n_15782,0.057140919483658195
6711,PP_56343,1.8,OIL,-80.540038,34.973274,POINT (-80.540038 34.973274),darkviolet,DUK,300,DUK,n_15782,0.029994420506800595
6712,PP_59578,5.0,SOLAR,-80.601944,34.971944,POINT (-80.601944 34.971944),yellow,DUK,300,DUK,n_15782,0.044443175297667996
6713,PP_60383,54.6,SOLAR,-80.625615,34.929945,POINT (-80.625615 34.929945),yellow,DUK,296,DUK,n_31027,0.025562520573312084
6714,PP_58649,20.0,SOLAR,-79.768333,35.344444,POINT (-79.768333 35.344444),yellow,DUK,676,CPLE,n_14626,0.026316505778404595
6715,PP_64193,5.0,SOLAR,-79.48112,36.38427,POINT (-79.48112 36.38427),yellow,DUK,15,Overlapping,n_28710,0.1541490640814469
6716,PP_58337,5.0,SOLAR,-79.759203,36.273192,POINT (-79.759203 36.273192),yellow,DUK,331,DUK,n_7014,0.0930532786706345
6717,PP_58338,5.0,SOLAR,-77.829167,35.305833,POINT (-77.829167 35.305833),yellow,CPLE,220,CPLE,n_9873,0.14592933599656005
6718,PP_61405,5.0,SOLAR,-77.828889,35.305747,POINT (-77.828889 35.305747),yellow,CPLE,220,CPLE,n_9873,0.1456416414728905
6719,PP_60133,5.0,SOLAR,-78.151987,36.095572,POINT (-78.151987 36.095572),yellow,DUK,773,CPLE,n_9858,0.1367173560066743
6721,PP_56344,1.8,OIL,-81.748075,35.729,POINT (-81.748075 35.729),darkviolet,DUK,695,DUK,n_13843,0.0007181424953298164
6722,PP_56064,1.8,OIL,-81.66243,35.7208,POINT (-81.66243 35.7208),darkviolet,DUK,695,DUK,n_31224,0.0003013628950314504
6723,PP_61881,2.0,SOLAR,-79.742842,35.546315,POINT (-79.742842 35.546315),yellow,CPLE,781,Overlapping,n_6692,0.1779701456150753
6724,PP_59107,5.0,SOLAR,-78.081667,35.201944,POINT (-78.081667 35.201944),yellow,CPLE,803,CPLE,n_18868,0.0186097282784553
6725,PP_59908,2.0,SOLAR,-78.098,35.18,POINT (-78.098 35.18),yellow,CPLE,803,CPLE,n_9876,0.013418269049937098
6726,PP_2728,60.0,HYDRO,-80.9867,35.3339,POINT (-80.9867 35.3339),royalblue,DUK,14,DUK,n_30415,0.00792905065267061
6727,PP_58345,5.0,SOLAR,-78.069722,35.218056,POINT (-78.069722 35.218056),yellow,CPLE,803,CPLE,n_18868,0.01335832843651572
6728,PP_59645,5.0,SOLAR,-78.096944,35.181111,POINT (-78.096944 35.181111),yellow,CPLE,803,CPLE,n_9876,0.013820015711879833
6729,PP_59509,4.0,SOLAR,-78.5206,35.6633,POINT (-78.5206 35.6633),yellow,CPLE,158,CPLE,n_22818,0.05429352782172563
6730,PP_57677,1.0,SOLAR,-84.157254,34.999167,POINT (-84.157254 34.999167),yellow,DUK,372,DUK,n_1081,0.8757321693218844
6731,PP_55002,2.4,OIL,-78.1583,34.9944,POINT (-78.1583 34.9944),darkviolet,CPLE,875,CPLE,n_23789,0.04334284444508509
6732,PP_61533,5.0,SOLAR,-79.57597,35.416167,POINT (-79.57597 35.416167),yellow,CPLE,591,CPLE,n_9994,0.17985686226685096
6733,PP_2747,43.2,HYDRO,-83.6762,35.2715,POINT (-83.6762 35.2715),royalblue,DUK,361,DUK,n_13721,0.5413225374014473
6734,PP_54894,108.8,HYDRO,-80.0917,35.4189,POINT (-80.0917 35.4189),royalblue,YAD,677,CPLE,n_15692,0.03441542175206158
6735,PP_58854,5.0,SOLAR,-78.030833,36.047222,POINT (-78.030833 36.047222),yellow,CPLE,691,CPLE,n_9858,0.030740098940219375
6736,PP_58855,5.0,SOLAR,-78.0925,35.949444,POINT (-78.0925 35.949444),yellow,CPLE,698,CPLE,n_9858,0.14623795622346275
6737,PP_64118,4.9,SOLAR,-78.2162,35.8503,POINT (-78.2162 35.8503),yellow,DUK,706,CPLE,n_12414,0.09105212476725301
6738,PP_60408,5.2,SOLAR,-78.21152,35.84927,POINT (-78.21152 35.84927),yellow,DUK,706,CPLE,n_12414,0.09421714591958634
6739,PP_60134,2.0,SOLAR,-78.010611,36.034354,POINT (-78.010611 36.034354),yellow,DUK,691,CPLE,n_9858,0.0407476641369091
6740,PP_61610,74.8,SOLAR,-80.4975,35.2925,POINT (-80.4975 35.2925),yellow,DUK,88,DUK,n_15777,0.06648942545545734
6741,PP_10382,34.7,BIOMASS,-78.9968,34.59,POINT (-78.9968 34.59),forestgreen,CPLE,421,CPLE,n_6668,0.0002990500593558303
6742,PP_56249,343.8,GAS,-79.921738,34.968651,POINT (-79.921738 34.968651),red,CPLE,504,Overlapping,n_29024,0.0019486191960996673
6743,PP_56292,343.8,GAS,-79.736087,34.842311,POINT (-79.736087 34.842311),red,CPLE,618,CPLE,n_28663,0.011217199671361873
6744,PP_61676,11.2,GAS,-78.674704,35.784027,POINT (-78.674704 35.784027),red,CPLE,196,Overlapping,n_12439,0.009307556612603275
6745,PP_61675,6.6,GAS,-78.673723,35.775583,POINT (-78.673723 35.775583),red,CPLE,196,Overlapping,n_12439,0.004585955304719443
6746,PP_60072,2.0,SOLAR,-81.568878,35.289757,POINT (-81.568878 35.289757),yellow,DUK,268,DUK,n_4496,0.04041562111519556
6747,PP_58524,1.1,SOLAR,-78.498889,35.714444,POINT (-78.498889 35.714444),yellow,DUK,192,Overlapping,n_7597,0.005928292824245502
6748,PP_56688,5.4,BIOMASS,-77.2267,35.1681,POINT (-77.2267 35.1681),forestgreen,CPLE,98,CPLE,n_9483,0.07046165243313698
6749,PP_58339,5.0,SOLAR,-77.056725,35.209564,POINT (-77.056725 35.209564),yellow,CPLE,96,CPLE,n_9867,0.08029588287920746
6750,PP_59835,1.9,SOLAR,-78.367439,35.251628,POINT (-78.367439 35.251628),yellow,CPLE,855,CPLE,n_28999,0.001081736623247526
6751,PP_58741,5.0,SOLAR,-79.548056,35.991111,POINT (-79.548056 35.991111),yellow,CPLE,163,DUK,n_1575,0.11114621331618597
6752,PP_64119,4.9,SOLAR,-77.988,34.7457,POINT (-77.988 34.7457),yellow,CPLE,57,CPLE,n_9418,0.024077052906467406
6753,PP_62205,5.3,SOLAR,-77.987375,34.747103,POINT (-77.987375 34.747103),yellow,CPLE,57,CPLE,n_9418,0.025234016310944133
6754,PP_59501,5.0,SOLAR,-78.313889,35.486944,POINT (-78.313889 35.486944),yellow,CPLE,61,CPLE,n_6906,0.02694021938661177
6755,PP_61778,20.0,SOLAR,-77.624,36.213,POINT (-77.624 36.213),yellow,PJM,0,CPLE,n_10053,0.07451398512634468
6756,PP_58531,2.0,SOLAR,-79.525833,34.704722,POINT (-79.525833 34.704722),yellow,CPLE,362,CPLE,n_9848,0.029802267255863334
6757,PP_58880,4.9,SOLAR,-79.559722,34.766667,POINT (-79.559722 34.766667),yellow,DUK,362,CPLE,n_9881,0.04437243316298369
6758,PP_60651,5.0,SOLAR,-78.038319,36.070336,POINT (-78.038319 36.070336),yellow,CPLE,691,CPLE,n_9858,0.02185679330035112
6759,PP_60992,2.0,SOLAR,-77.719745,36.433289,POINT (-77.719745 36.433289),yellow,PJM,2,CPLE,n_10054,0.061842220466928804
6760,PP_58851,5.0,SOLAR,-79.538333,34.795833,POINT (-79.538333 34.795833),yellow,DUK,362,CPLE,n_9881,0.008207834579444984
6762,PP_61534,2.0,SOLAR,-81.812045,35.297715,POINT (-81.812045 35.297715),yellow,DUK,515,DUK,n_15512,0.008061947314426573
6763,PP_59519,3.5,SOLAR,-81.134167,35.711667,POINT (-81.134167 35.711667),yellow,DUK,35,DUK,n_15632,0.1211968660342303
6764,PP_64522,2.3,SOLAR,-79.788,35.713,POINT (-79.788 35.713),yellow,CPLE,898,Overlapping,n_6692,0.03458653182453196
6765,PP_60600,5.3,SOLAR,-80.48191,34.95233,POINT (-80.48191 34.95233),yellow,DUK,300,DUK,n_15782,0.0904297437958231
6766,PP_61094,5.0,SOLAR,-79.513928,34.817836,POINT (-79.513928 34.817836),yellow,CPLE,360,CPLE,n_9881,0.024810829834636082
6767,PP_58558,2.0,BIOMASS,-77.543056,34.7975,POINT (-77.543056 34.7975),forestgreen,DUK,712,CPLE,n_23773,0.03895801999610068
6768,PP_58638,5.2,BIOMASS,-80.811667,35.2625,POINT (-80.811667 35.2625),forestgreen,DUK,113,DUK,n_28501,0.06714702287444663
6769,PP_60284,5.0,SOLAR,-80.451125,35.525584,POINT (-80.451125 35.525584),yellow,DUK,426,DUK,n_28700,0.029737408220535794
6770,PP_59999,3.0,SOLAR,-79.24481,36.084097,POINT (-79.24481 36.084097),yellow,DUK,173,Overlapping,n_1850,0.2055875204649222
6771,PP_58742,5.0,SOLAR,-81.315278,35.586111,POINT (-81.315278 35.586111),yellow,DUK,716,DUK,n_30412,0.04620033038512566
6772,PP_2729,36.0,HYDRO,-81.1922,35.8214,POINT (-81.1922 35.8214),royalblue,DUK,35,DUK,n_15622,0.14977920396125646
6773,PP_62018,1.6,SOLAR,-78.639456,35.533191,POINT (-78.639456 35.533191),yellow,CPLE,379,CPLE,n_7618,0.0043764402407922695
6774,PP_58799,5.0,SOLAR,-76.87,35.501111,POINT (-76.87 35.501111),yellow,CPLE,572,CPLE,n_9862,0.15554147268942936
6775,PP_62089,1.0,SOLAR,-79.090206,34.436698,POINT (-79.090206 34.436698),yellow,CPLE,840,CPLE,n_9851,0.13950583015007798
6776,PP_62128,2.0,SOLAR,-78.912997,34.909631,POINT (-78.912997 34.909631),yellow,CPLE,532,CPLE,n_9822,0.0460344242598474
6777,PP_62129,2.0,SOLAR,-78.912481,34.908589,POINT (-78.912481 34.908589),yellow,CPLE,532,CPLE,n_9822,0.04670539141143436
6778,PP_62120,2.0,SOLAR,-79.0847,34.4384,POINT (-79.0847 34.4384),yellow,CPLE,840,CPLE,n_9851,0.13581866439566523
6779,PP_62121,2.0,SOLAR,-79.090672,34.631814,POINT (-79.090672 34.631814),yellow,CPLE,878,CPLE,n_9850,0.039815790775827524
6780,PP_62122,2.0,SOLAR,-78.52434,34.519408,POINT (-78.52434 34.519408),yellow,CPLE,264,CPLE,n_28719,0.23733748815672792
6781,PP_62123,1.0,SOLAR,-78.810478,35.047153,POINT (-78.810478 35.047153),yellow,CPLE,306,CPLE,n_7619,0.05457290115521235
6782,PP_62124,1.0,SOLAR,-78.7874,34.353586,POINT (-78.7874 34.353586),yellow,CPLE,259,CPLE,n_9821,0.05785000443470371
6783,PP_62125,1.5,SOLAR,-78.205464,35.121181,POINT (-78.205464 35.121181),yellow,CPLE,852,CPLE,n_9874,0.09740491633399558
6784,PP_62126,2.0,SOLAR,-79.705958,35.420931,POINT (-79.705958 35.420931),yellow,CPLE,591,CPLE,n_14626,0.09229940292637484
6785,PP_62127,2.0,SOLAR,-78.9136,34.910856,POINT (-78.9136 34.910856),yellow,CPLE,532,CPLE,n_9822,0.04526926794255821
6787,PP_58856,5.0,SOLAR,-79.199444,34.816667,POINT (-79.199444 34.816667),yellow,CPLE,210,CPLE,n_15226,0.08652574280363085
6788,PP_58305,1.0,SOLAR,-78.9675,36.3125,POINT (-78.9675 36.3125),yellow,CPLE,353,CPLE,n_7557,0.09259215561153368
6789,PP_50509,54.0,OTHF,-76.779864,35.376266,POINT (-76.779864 35.376266),tan,CPLE,573,CPLE,n_9862,0.003402212761791043
6790,PP_58538,2.5,SOLAR,-78.986111,36.288056,POINT (-78.986111 36.288056),yellow,DUK,353,CPLE,n_7557,0.09904945934314163
6791,PP_65555,5.0,SOLAR,-78.653997,36.271819,POINT (-78.653997 36.271819),yellow,CPLE,5,Overlapping,n_10707,0.04622248491801597
6792,PP_62659,5.0,SOLAR,-77.185206,35.067661,POINT (-77.185206 35.067661),yellow,CPLE,271,CPLE,n_23599,0.016802307195199612
6793,PP_59157,5.0,SOLAR,-79.829444,34.909167,POINT (-79.829444 34.909167),yellow,CPLE,621,CPLE,n_29018,0.0390185920033181
6795,PP_63266,2.0,SOLAR,-77.513,35.759,POINT (-77.513 35.759),yellow,PJM,90,CPLE,n_10039,0.13422398973550068
6796,PP_60629,2.0,SOLAR,-78.97198,36.43741,POINT (-78.97198 36.43741),yellow,DUK,524,CPLE,n_6670,0.011826134503143066
6797,PP_63692,2.0,SOLAR,-78.017811,35.167164,POINT (-78.017811 35.167164),yellow,CPLE,56,CPLE,n_18693,0.0823546595507993
6799,PP_61404,5.0,SOLAR,-77.979166,35.478155,POINT (-77.979166 35.478155),yellow,CPLE,811,CPLE,n_6907,0.13707449780483186
6800,PP_63835,4.9,SOLAR,-80.37635,36.27066,POINT (-80.37635 36.27066),yellow,DUK,128,DUK,n_6965,0.013033050657931394
6801,PP_61978,5.0,SOLAR,-79.51909,35.220823,POINT (-79.51909 35.220823),yellow,CPLE,605,CPLE,n_29016,0.011343755571724274
6802,PP_56345,1.8,OIL,-80.8816,35.0767,POINT (-80.8816 35.0767),darkviolet,DUK,154,DUK,n_4459,0.09779582041164438
6803,PP_7826,1192.0,GAS,-80.6019,35.7314,POINT (-80.6019 35.7314),red,DUK,429,DUK,n_4473,0.00862004409293627
6804,PP_63015,5.0,SOLAR,-77.092,35.138,POINT (-77.092 35.138),yellow,CPLE,271,CPLE,n_12417,0.01861216156998498
6806,PP_59917,5.0,SOLAR,-77.219,34.998,POINT (-77.219 34.998),yellow,CPLE,313,CPLE,n_9479,0.05960137885395331
6807,PP_59504,5.0,SOLAR,-77.0743,35.2167,POINT (-77.0743 35.2167),yellow,CPLE,96,CPLE,n_9867,0.07470136840976921
6808,PP_64035,2.0,SOLAR,-78.372088,35.602063,POINT (-78.372088 35.602063),yellow,CPLE,417,CPLE,n_6904,0.04494747830228658
6809,PP_59533,5.0,SOLAR,-78.192222,35.504444,POINT (-78.192222 35.504444),yellow,CPLE,157,CPLE,n_340,0.10496722323409245
6810,PP_58529,2.0,SOLAR,-79.447222,34.756389,POINT (-79.447222 34.756389),yellow,CPLE,229,CPLE,n_9846,0.009575792678822425
6811,PP_58493,4.0,SOLAR,-78.250833,35.948056,POINT (-78.250833 35.948056),yellow,CPLE,281,CPLE,n_12414,0.15760751536786619
6812,PP_58494,3.5,SOLAR,-79.0975,34.476111,POINT (-79.0975 34.476111),yellow,CPLE,839,CPLE,n_23776,0.10698275077949335
6813,PP_58495,3.5,SOLAR,-79.353889,34.714167,POINT (-79.353889 34.714167),yellow,CPLE,876,CPLE,n_9852,0.053546617882766906
6814,PP_62095,4.5,SOLAR,-77.642,34.437,POINT (-77.642 34.437),yellow,CPLE,180,CPLE,n_9837,0.06642332399912142
6815,PP_6438,1.4,HYDRO,-83.676016,35.27127,POINT (-83.676016 35.27127),royalblue,DUK,361,DUK,n_13721,0.541071466892157
6816,PP_59506,4.0,SOLAR,-78.8078,35.0717,POINT (-78.8078 35.0717),yellow,CPLE,306,CPLE,n_7619,0.03377312636219587
6817,PP_56966,3.9,SOLAR,-77.6731,35.9222,POINT (-77.6731 35.9222),yellow,PJM,140,CPLE,n_6663,0.10195107012140979
6818,PP_58274,5.0,SOLAR,-79.211944,34.968889,POINT (-79.211944 34.968889),yellow,CPLE,324,CPLE,n_9887,0.057901841223829124
6819,PP_58316,5.0,SOLAR,-78.970833,34.82,POINT (-78.970833 34.82),yellow,CPLE,212,CPLE,n_15226,0.14329932526191447
6820,PP_61095,5.0,SOLAR,-78.950494,34.807903,POINT (-78.950494 34.807903),yellow,CPLE,212,CPLE,n_9822,0.15407507597828685
6821,PP_63381,4.1,SOLAR,-79.185,34.68056,POINT (-79.185 34.68056),yellow,CPLE,877,CPLE,n_23777,0.08150940116349978
6822,PP_58810,5.0,SOLAR,-77.316111,35.64,POINT (-77.316111 35.64),yellow,CPLE,502,CPLE,n_23786,0.02759781018706277
6824,PP_63017,5.0,SOLAR,-80.376,35.933,POINT (-80.376 35.933),yellow,DUK,232,DUK,n_6977,0.052786377230246866
6825,PP_59760,5.0,SOLAR,-78.141105,36.404382,POINT (-78.141105 36.404382),yellow,CPLE,633,CPLE,n_16911,0.09759447462147393
6826,PP_60929,5.0,SOLAR,-77.933518,35.993015,POINT (-77.933518 35.993015),yellow,DUK,708,CPLE,n_28998,0.10840994417348938
6827,PP_60129,2.0,SOLAR,-78.370875,35.604208,POINT (-78.370875 35.604208),yellow,DUK,417,CPLE,n_6904,0.04590259539017422
6828,PP_62131,2.0,SOLAR,-78.297336,35.557397,POINT (-78.297336 35.557397),yellow,CPLE,416,CPLE,n_6903,0.019395239060407795
6829,PP_62204,2.0,SOLAR,-78.302297,35.572873,POINT (-78.302297 35.572873),yellow,CPLE,416,CPLE,n_6903,0.033667890834300516
6830,PP_59114,2.0,SOLAR,-80.665833,35.710833,POINT (-80.665833 35.710833),yellow,DUK,769,DUK,n_4473,0.06596022739580092
6831,PP_58865,3.5,BIOMASS,-80.998889,35.294444,POINT (-80.998889 35.294444),forestgreen,DUK,134,DUK,n_30415,0.03688976173211833
6832,PP_2730,25.5,HYDRO,-81.437773,35.774234,POINT (-81.437773 35.774234),royalblue,DUK,40,DUK,n_14194,0.00042737379073058874
6833,PP_65583,1.9,SOLAR,-77.637943,34.784644,POINT (-77.637943 34.784644),yellow,CPLE,279,CPLE,n_9836,0.0009953028359380154
6834,PP_7805,2244.8,GAS,-79.7406,34.8392,POINT (-79.7406 34.8392),red,CPLE,618,CPLE,n_28663,0.00767755926367327
6835,PP_65110,2.0,SOLAR,-79.57982,35.86546,POINT (-79.57982 35.86546),yellow,CPLE,909,Overlapping,n_28211,0.07663691195521205
6837,PP_2758,100.0,HYDRO,-77.6722,36.4789,POINT (-77.6722 36.4789),royalblue,PJM,2,CPLE,n_2416,0.00449426125762002
6838,PP_59763,2.0,BIOMASS,-78.9088,34.791,POINT (-78.9088 34.791),forestgreen,CPLE,212,CPLE,n_7092,0.11108934513073968
6839,PP_60165,3.8,SOLAR,-78.081389,35.264418,POINT (-78.081389 35.264418),yellow,DUK,803,CPLE,n_18868,0.04392639555845244
6840,PP_58347,5.0,SOLAR,-79.609722,34.965556,POINT (-79.609722 34.965556),yellow,CPLE,618,CPLE,n_9886,0.0930848153350691
6841,PP_55116,977.5,GAS,-79.8297,36.3297,POINT (-79.8297 36.3297),red,DUK,320,DUK,n_7011,0.003466026627784638
6842,PP_60106,5.0,SOLAR,-79.603732,34.980661,POINT (-79.603732 34.980661),yellow,DUK,616,CPLE,n_9886,0.10719364732606851
6843,PP_58668,3.5,SOLAR,-80.474722,35.541667,POINT (-80.474722 35.541667),yellow,DUK,770,DUK,n_28700,0.009629321526203043
6844,PP_50468,1.6,HYDRO,-77.802435,35.960058,POINT (-77.802435 35.960058),royalblue,CPLE,752,CPLE,n_11856,0.01830653090699561
6845,PP_60761,5.0,SOLAR,-81.440717,35.187475,POINT (-81.440717 35.187475),yellow,DUK,268,DUK,n_30852,0.026409542937431262
6846,PP_59375,2.0,SOLAR,-77.969722,34.823889,POINT (-77.969722 34.823889),yellow,CPLE,57,CPLE,n_9869,0.005848004678460792
6847,PP_50555,180.0,OIL,-77.6594,36.4517,POINT (-77.6594 36.4517),darkviolet,PJM,2,CPLE,n_10054,0.001287365456765944
6848,PP_61520,2.0,SOLAR,-78.10709,35.4375,POINT (-78.10709 35.4375),yellow,CPLE,802,CPLE,n_6907,0.002883651617115963
6849,PP_2712,2558.2,COAL,-79.0731,36.4833,POINT (-79.0731 36.4833),grey,CPLE,359,CPLE,n_1514,0.002517873144721067
6850,PP_58340,5.0,SOLAR,-78.917364,36.4797,POINT (-78.917364 36.4797),yellow,CPLE,835,CPLE,n_7559,0.011329351377382044
6851,PP_61288,5.0,SOLAR,-78.622242,36.326821,POINT (-78.622242 36.326821),yellow,CPLE,342,Overlapping,n_10707,0.030875032133045568
6852,PP_59831,4.9,SOLAR,-78.689,35.216,POINT (-78.689 35.216),yellow,CPLE,755,CPLE,n_6902,0.12316769350362185
6853,PP_62594,22.0,SOLAR,-81.7634,35.32062,POINT (-81.7634 35.32062),yellow,DUK,510,DUK,n_15512,0.06156477912411199
6854,PP_60922,2.0,SOLAR,-78.022,35.274,POINT (-78.022 35.274),yellow,CPLE,803,CPLE,n_9488,0.016206416488067886
6855,PP_59589,74.8,SOLAR,-81.830556,35.257778,POINT (-81.830556 35.257778),yellow,DUK,515,DUK,n_15512,0.03680896863265908
6857,PP_62596,5.0,SOLAR,-78.135,35.819,POINT (-78.135 35.819),yellow,CPLE,760,CPLE,n_6890,0.1479209230999274
6858,PP_62102,5.0,SOLAR,-78.658,34.44,POINT (-78.658 34.44),yellow,CPLE,612,CPLE,n_7089,0.11666957593994838
6859,PP_54984,4.5,BIOMASS,-80.183458,36.191241,POINT (-80.183458 36.191241),forestgreen,DUK,550,DUK,n_28667,0.027859605650089492
6860,PP_61128,3.8,SOLAR,-80.422626,35.632585,POINT (-80.422626 35.632585),yellow,DUK,808,DUK,n_6685,0.0903466491179633
6861,PP_58805,5.0,SOLAR,-79.695,35.311667,POINT (-79.695 35.311667),yellow,DUK,615,CPLE,n_14626,0.10262861301803572
6862,PP_57492,9.6,BIOMASS,-78.4625,34.9856,POINT (-78.4625 34.9856),forestgreen,CPLE,827,CPLE,n_13956,0.1217306917583683
6863,PP_61096,2.0,SOLAR,-78.470536,34.961039,POINT (-78.470536 34.961039),yellow,CPLE,858,CPLE,n_13956,0.13646838525573704
6864,PP_58491,1.2,SOLAR,-77.954167,35.868333,POINT (-77.954167 35.868333),yellow,CPLE,705,CPLE,n_6888,0.056733295759273696
6866,PP_54898,45.0,HYDRO,-83.863889,35.4475,POINT (-83.863889 35.4475),royalblue,TVA,849,DUK,n_7798,0.7697243418408329
6867,PP_59500,5.0,SOLAR,-78.146944,36.139444,POINT (-78.146944 36.139444),yellow,CPLE,773,CPLE,n_9858,0.14532024163899193
6868,PP_56915,2.0,SOLAR,-78.7503,35.8136,POINT (-78.7503 35.8136),yellow,CPLE,186,Overlapping,n_324,0.04290651561108434
6869,PP_60921,2.0,SOLAR,-77.795061,35.287803,POINT (-77.795061 35.287803),yellow,CPLE,107,CPLE,n_9873,0.10738407830492172
6871,PP_63345,4.5,SOLAR,-77.908113,34.53827,POINT (-77.908113 34.53827),yellow,CPLE,176,CPLE,n_9441,0.10044182423331757
6873,PP_65556,4.5,SOLAR,-79.787634,35.532427,POINT (-79.787634 35.532427),yellow,CPLE,781,Overlapping,n_14626,0.16513289133665612
6874,PP_59592,5.0,SOLAR,-79.321667,35.243889,POINT (-79.321667 35.243889),yellow,CPLE,604,CPLE,n_10012,0.11470854861400412
6875,PP_58669,5.0,SOLAR,-78.183333,35.576389,POINT (-78.183333 35.576389),yellow,DUK,378,CPLE,n_340,0.12399385813827427
6876,PP_58956,4.8,SOLAR,-79.195833,34.943889,POINT (-79.195833 34.943889),yellow,CPLE,325,CPLE,n_9887,0.03014547467280901
6877,PP_58323,5.0,SOLAR,-79.128889,34.8475,POINT (-79.128889 34.8475),yellow,CPLE,214,CPLE,n_15226,0.023674599594501147
6879,PP_60101,2.0,SOLAR,-81.588436,35.309229,POINT (-81.588436 35.309229),yellow,DUK,268,DUK,n_4496,0.06787842127603999
6880,PP_57200,1.0,SOLAR,-81.5956,35.2536,POINT (-81.5956 35.2536),yellow,DUK,268,DUK,n_4496,0.05163962533295254
6881,PP_54363,4.2,OIL,-81.6292,35.3264,POINT (-81.6292 35.3264),darkviolet,DUK,268,DUK,n_4496,0.10928005530986461
6882,PP_56063,1.8,OIL,-81.5225,35.3036,POINT (-81.5225 35.3036),darkviolet,DUK,268,DUK,n_4496,0.05064855741802723
6883,PP_60156,5.0,SOLAR,-79.268026,34.983772,POINT (-79.268026 34.983772),yellow,DUK,324,CPLE,n_18698,0.10863802023950934
6885,PP_60380,65.0,SOLAR,-79.38472,34.84492,POINT (-79.38472 34.84492),yellow,DUK,332,CPLE,n_28995,0.09924027115082715
6886,PP_60108,5.0,SOLAR,-81.505606,35.258647,POINT (-81.505606 35.258647),yellow,DUK,268,DUK,n_4496,0.03853495901394555
6887,PP_58861,5.0,SOLAR,-81.243333,35.612222,POINT (-81.243333 35.612222),yellow,DUK,714,DUK,n_15630,0.027347471340605202
