,Plant_id,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,eGRID_BA,index_right,BA_ID,nearest_node,near_st_2,changes?,Assume_BA,distance_to_nearest_node,distance_2,Total_Capacity,Weight
587,PP_60156,5.0,SOLAR,-79.268026,34.983772,POINT (-79.268026 34.983772),yellow,DUK,324,CPLE,n_18698,n_18698,No,DUK,0.10863802,0.10863802,2361.4,0.0021173879901753194
588,PP_60380,65.0,SOLAR,-79.38472,34.84492,POINT (-79.38472 34.84492),yellow,DUK,332,CPLE,n_28995,n_28995,No,DUK,0.099240271,0.099240271,2361.4,0.027526043872279155
589,PP_60108,5.0,SOLAR,-81.505606,35.258647,POINT (-81.505606 35.258647),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.038534959,0.038534959,2361.4,0.0021173879901753194
590,PP_58861,5.0,SOLAR,-81.243333,35.612222,POINT (-81.243333 35.612222),yellow,DUK,714,DUK,n_15630,n_15630,No,DUK,0.027347471,0.027347471,2361.4,0.0021173879901753194
591,PP_61019,5.0,SOLAR,-79.449675,35.747372,POINT (-79.449675 35.747372),yellow,CPLE,600,Overlapping,n_23848,n_23848,No,CPLE,0.009670145,0.009670145,2632.4,0.0018994073848959123
592,PP_64121,4.9,SOLAR,-79.465408,35.688107,POINT (-79.465408 35.688107),yellow,CPLE,600,Overlapping,n_6696,n_6696,No,CPLE,0.055115212,0.055115212,2632.4,0.0018614192371979943
593,PP_65567,5.0,SOLAR,-79.558408,34.775083,POINT (-79.558408 34.775083),yellow,CPLE,362,CPLE,n_9881,n_9881,No,CPLE,0.037045592,0.037045592,2632.4,0.0018994073848959123
594,PP_54823,28.5,OIL,-78.807292,34.74625,POINT (-78.807292 34.74625),darkviolet,CPLE,656,CPLE,n_7092,n_7092,No,CPLE,0.000753527,0.000753527,498.4,0.057182985553772075
595,PP_56035,2.8,OIL,-77.91919,35.694344,POINT (-77.91919 35.694344),darkviolet,CPLE,756,CPLE,n_6892,n_6892,No,CPLE,0.094164698,0.094164698,498.4,0.0056179775280898875
596,PP_58575,9.2,OIL,-77.659167,35.268333,POINT (-77.659167 35.268333),darkviolet,CPLE,105,CPLE,n_23782,n_23782,No,CPLE,0.046234883,0.046234883,498.4,0.01845906902086677
597,PP_65551,5.0,SOLAR,-79.465814,34.79217,POINT (-79.465814 34.79217),yellow,CPLE,360,CPLE,n_29001,n_29001,No,CPLE,0.027749409,0.027749409,2632.4,0.0018994073848959123
598,PP_60367,5.2,SOLAR,-79.42346,35.86267,POINT (-79.42346 35.86267),yellow,CPLE,143,DUK,n_23848,n_23848,No,CPLE,0.120739897,0.120739897,2632.4,0.001975383680291749
599,PP_59106,2.0,SOLAR,-77.649444,35.444167,POINT (-77.649444 35.444167),yellow,CPLE,798,CPLE,n_28953,n_28953,No,CPLE,0.172810295,0.172810295,2632.4,0.000759762953958365
600,PP_59857,5.0,SOLAR,-77.762458,36.052801,POINT (-77.762458 36.052801),yellow,PJM,700,CPLE,n_6655,n_6655,No,CPLE,0.000679484,0.000679484,2632.4,0.0018994073848959123
601,PP_64237,4.9,SOLAR,-78.08459,35.184704,POINT (-78.08459 35.184704),yellow,CPLE,803,CPLE,n_9876,n_9876,No,CPLE,0.024959083,0.024959083,2632.4,0.0018614192371979943
602,PP_59191,5.0,SOLAR,-78.386944,35.243056,POINT (-78.386944 35.243056),yellow,CPLE,855,CPLE,n_23790,n_23790,No,CPLE,0.016795564,0.016795564,2632.4,0.0018994073848959123
603,PP_59192,5.0,SOLAR,-78.689167,34.500008,POINT (-78.689167 34.500008),yellow,CPLE,652,CPLE,n_9820,n_9820,No,CPLE,0.096624657,0.096624657,2632.4,0.0018994073848959123
604,PP_60580,5.0,SOLAR,-78.673331,35.219272,POINT (-78.673331 35.219272),yellow,CPLE,755,CPLE,n_6902,n_6902,No,CPLE,0.116716654,0.116716654,2632.4,0.0018994073848959123
605,PP_59934,3.4,SOLAR,-78.669479,35.21871,POINT (-78.669479 35.21871),yellow,SEPA,755,CPLE,n_6902,n_6902,No,CPLE,0.11677331,0.11677331,2632.4,0.0012915970217292204
606,PP_58782,5.0,SOLAR,-77.833611,35.437222,POINT (-77.833611 35.437222),yellow,DUK,239,CPLE,n_23600,n_23600,No,DUK,0.226749555,0.226749555,2361.4,0.0021173879901753194
607,PP_58829,5.0,SOLAR,-81.183611,35.656667,POINT (-81.183611 35.656667),yellow,DUK,714,DUK,n_15632,n_15632,No,DUK,0.057427374,0.057427374,2361.4,0.0021173879901753194
608,PP_58745,4.5,SOLAR,-81.696944,35.305,POINT (-81.696944 35.305),yellow,DUK,268,DUK,n_6684,n_6684,No,DUK,0.092652563,0.092652563,2361.4,0.0019056491911577877
609,PP_59606,3.5,SOLAR,-78.25,36.25,POINT (-78.25 36.25),yellow,CPLE,418,CPLE,n_9859,n_9859,No,CPLE,0.145399873,0.145399873,2632.4,0.0013295851694271386
610,PP_60798,1.6,SOLAR,-77.975668,34.290189,POINT (-77.975668 34.290189),yellow,DUK,103,CPLE,n_28666,n_28666,No,DUK,0.01144345,0.01144345,2361.4,0.0006775641568561023
611,PP_59825,5.0,WIND,-78.308,36.057,POINT (-78.308 36.057),darkcyan,CPLE,775,CPLE,n_6699,n_6699,No,CPLE,0.238769976,0.238769976,5.0,1.0
612,PP_58273,5.0,SOLAR,-79.28097,34.561146,POINT (-79.28097 34.561146),yellow,CPLE,879,CPLE,n_9849,n_9849,No,CPLE,0.013531936,0.013531936,2632.4,0.0018994073848959123
613,PP_60409,5.2,SOLAR,-80.302,36.0288,POINT (-80.302 36.0288),yellow,DUK,553,DUK,n_6964,n_6964,No,DUK,0.009527441,0.009527441,2361.4,0.0022020835097823323
614,PP_60553,5.0,SOLAR,-78.367806,36.265611,POINT (-78.367806 36.265611),yellow,CPLE,444,CPLE,n_9859,n_9859,No,CPLE,0.028575754,0.028575754,2632.4,0.0018994073848959123
615,PP_62821,22.6,SOLAR,-80.536,35.218,POINT (-80.536 35.218),yellow,DUK,88,DUK,n_15775,n_15775,No,DUK,0.013887033,0.013887033,2361.4,0.009570593715592445
616,PP_61220,5.0,SOLAR,-80.407853,35.712886,POINT (-80.407853 35.712886),yellow,DUK,808,DUK,n_6685,n_6685,No,DUK,0.032460743,0.032460743,2361.4,0.0021173879901753194
617,PP_59109,5.0,SOLAR,-79.701667,35.3025,POINT (-79.701667 35.3025),yellow,CPLE,615,CPLE,n_14626,n_14626,No,CPLE,0.102637248,0.102637248,2632.4,0.0018994073848959123
618,PP_62997,5.0,SOLAR,-78.192464,35.905578,POINT (-78.192464 35.905578),yellow,CPLE,706,CPLE,n_12414,n_12414,No,CPLE,0.146475113,0.146475113,2632.4,0.0018994073848959123
619,PP_59593,5.0,SOLAR,-78.415278,36.371111,POINT (-78.415278 36.371111),yellow,CPLE,234,CPLE,n_28766,n_28766,No,CPLE,0.062721009,0.062721009,2632.4,0.0018994073848959123
620,PP_60396,4.9,SOLAR,-78.9836,34.7716,POINT (-78.9836 34.7716),yellow,DUK,212,CPLE,n_15226,n_15226,No,DUK,0.142415339,0.142415339,2361.4,0.0020750402303718134
621,PP_61156,5.0,SOLAR,-78.981,34.7691,POINT (-78.981 34.7691),yellow,DUK,212,CPLE,n_15226,n_15226,No,DUK,0.145809811,0.145809811,2361.4,0.0021173879901753194
622,PP_59604,5.0,SOLAR,-78.459722,36.414722,POINT (-78.459722 36.414722),yellow,DUK,249,CPLE,n_18866,n_18866,No,DUK,0.097114724,0.097114724,2361.4,0.0021173879901753194
623,PP_60257,5.0,SOLAR,-78.328294,36.395286,POINT (-78.328294 36.395286),yellow,DUK,235,CPLE,n_28766,n_28766,No,DUK,0.128887532,0.128887532,2361.4,0.0021173879901753194
624,PP_58746,5.0,SOLAR,-78.823889,36.08,POINT (-78.823889 36.08),yellow,DUK,117,Overlapping,n_1517,n_1517,No,DUK,0.019676401,0.019676401,2361.4,0.0021173879901753194
625,PP_62602,5.0,SOLAR,-78.350802,35.015398,POINT (-78.350802 35.015398),yellow,CPLW,478,CPLE,n_13956,n_13956,No,CPLW,0.008935723,0.008935723,21.5,0.23255813953488372
626,PP_56552,2.2,OIL,-80.8542,35.7972,POINT (-80.8542 35.7972),darkviolet,DUK,789,DUK,n_10017,n_10017,No,DUK,0.13601455,0.13601455,140.0,0.015714285714285715
627,PP_61535,5.0,SOLAR,-80.712405,35.739704,POINT (-80.712405 35.739704),yellow,DUK,769,DUK,n_4473,n_4473,No,DUK,0.112702409,0.112702409,2361.4,0.0021173879901753194
628,PP_56062,1.8,OIL,-80.942709,35.798462,POINT (-80.942709 35.798462),darkviolet,DUK,789,DUK,n_10017,n_10017,No,DUK,0.049967833,0.049967833,140.0,0.012857142857142857
629,PP_59595,5.0,SOLAR,-81.106111,35.902222,POINT (-81.106111 35.902222),yellow,DUK,490,DUK,n_10017,n_10017,No,DUK,0.169243014,0.169243014,2361.4,0.0021173879901753194
630,PP_61085,5.0,SOLAR,-79.031836,34.583119,POINT (-79.031836 34.583119),yellow,CPLE,215,CPLE,n_9851,n_9851,No,CPLE,0.018697451,0.018697451,2632.4,0.0018994073848959123
631,PP_59581,5.0,SOLAR,-79.199722,36.079167,POINT (-79.199722 36.079167),yellow,DUK,173,Overlapping,n_1850,n_1850,No,DUK,0.167074306,0.167074306,2361.4,0.0021173879901753194
632,PP_63270,5.0,SOLAR,-79.79,35.6,POINT (-79.79 35.6),yellow,DUK,781,Overlapping,n_6692,n_6692,No,DUK,0.12866442,0.12866442,2361.4,0.0021173879901753194
633,PP_63807,60.0,SOLAR,-80.6574,36.1607,POINT (-80.6574 36.1607),yellow,DUK,54,DUK,n_6974,n_6974,No,DUK,0.018510381,0.018510381,2361.4,0.025408655882103837
634,PP_59505,5.0,SOLAR,-77.9703,36.432,POINT (-77.9703 36.432),yellow,CPLE,506,CPLE,n_6403,n_6403,No,CPLE,0.040613868,0.040613868,2632.4,0.0018994073848959123
635,PP_64311,4.0,SOLAR,-77.75,36.06,POINT (-77.75 36.06),yellow,PJM,700,CPLE,n_6655,n_6655,No,CPLE,0.014919808,0.014919808,2632.4,0.00151952590791673
636,PP_64477,2.4,SOLAR,-77.969554,35.504069,POINT (-77.969554 35.504069),yellow,CPLE,811,CPLE,n_6907,n_6907,No,CPLE,0.155682178,0.155682178,2632.4,0.000911715544750038
637,PP_56938,1.2,SOLAR,-77.9814,34.2867,POINT (-77.9814 34.2867),yellow,CPLE,103,CPLE,n_28666,n_28666,No,CPLE,0.004987721,0.004987721,2632.4,0.000455857772375019
638,PP_59898,3.0,SOLAR,-77.409085,36.124961,POINT (-77.409085 36.124961),yellow,PJM,460,CPLE,n_18697,n_18697,No,CPLE,0.14981669,0.14981669,2632.4,0.0011396444309375474
639,PP_58864,5.0,SOLAR,-78.735833,35.558056,POINT (-78.735833 35.558056),yellow,CPLE,190,Overlapping,n_22592,n_22592,No,CPLE,0.036500599,0.036500599,2632.4,0.0018994073848959123
640,PP_60638,16.0,SOLAR,-77.593,36.395,POINT (-77.593 36.395),yellow,PJM,3,CPLE,n_22427,n_22427,No,CPLE,0.036230313,0.036230313,2632.4,0.00607810363166692
641,PP_64476,4.9,SOLAR,-77.21041,34.810913,POINT (-77.21041 34.810913),yellow,CPLE,319,CPLE,n_9454,n_9454,No,CPLE,0.01442443,0.01442443,2632.4,0.0018614192371979943
642,PP_64273,4.5,SOLAR,-77.133295,35.160889,POINT (-77.133295 35.160889),yellow,CPLE,271,CPLE,n_9867,n_9867,No,CPLE,0.020295933,0.020295933,2632.4,0.0017094666464063212
643,PP_59824,5.0,SOLAR,-79.181111,35.458333,POINT (-79.181111 35.458333),yellow,CPLE,625,CPLE,n_9995,n_9995,No,CPLE,0.004388523,0.004388523,2632.4,0.0018994073848959123
644,PP_60394,5.0,SOLAR,-78.421185,34.745617,POINT (-78.421185 34.745617),yellow,DUK,659,CPLE,n_28719,n_28719,No,DUK,0.013181795,0.013181795,2361.4,0.0021173879901753194
645,PP_60691,5.0,SOLAR,-79.784627,35.7527,POINT (-79.784627 35.7527),yellow,CPLE,906,Overlapping,n_18710,n_18710,No,CPLE,0.025964784,0.025964784,2632.4,0.0018994073848959123
646,PP_59648,5.0,SOLAR,-77.499167,35.858056,POINT (-77.499167 35.858056),yellow,PJM,685,CPLE,n_6677,n_6677,No,CPLE,0.051694761,0.051694761,2632.4,0.0018994073848959123
647,PP_59583,5.0,SOLAR,-78.681111,35.204444,POINT (-78.681111 35.204444),yellow,CPLE,755,CPLE,n_6902,n_6902,No,CPLE,0.13263934,0.13263934,2632.4,0.0018994073848959123
648,PP_60160,5.0,SOLAR,-78.029612,36.066109,POINT (-78.029612 36.066109),yellow,CPLE,691,CPLE,n_9858,n_9858,No,CPLE,0.015307939,0.015307939,2632.4,0.0018994073848959123
649,PP_57402,1.2,SOLAR,-81.152498,35.909074,POINT (-81.152498 35.909074),yellow,DUK,905,DUK,n_10017,n_10017,No,DUK,0.208259578,0.208259578,2361.4,0.0005081731176420767
650,PP_2749,10.8,HYDRO,-83.0028,35.2139,POINT (-83.0028 35.2139),royalblue,DUK,519,Overlapping,n_6024,n_6024,No,DUK,0.117869132,0.117869132,5094.8,0.0021198084321268746
651,PP_62786,2.0,SOLAR,-78.327,35.701,POINT (-78.327 35.701),yellow,CPLE,380,CPLE,n_6893,n_6893,No,CPLE,0.039888006,0.039888006,2632.4,0.000759762953958365
652,PP_59152,5.0,SOLAR,-77.661667,35.395833,POINT (-77.661667 35.395833),yellow,DUK,798,CPLE,n_9873,n_9873,No,DUK,0.157761279,0.157761279,2361.4,0.0021173879901753194
653,PP_2750,21.6,HYDRO,-83.125398,35.233988,POINT (-83.125398 35.233988),royalblue,DUK,521,Overlapping,n_7798,n_7798,No,DUK,0.000987574,0.000987574,5094.8,0.004239616864253749
654,PP_62540,2.0,SOLAR,-79.2001,34.6705,POINT (-79.2001 34.6705),yellow,CPLE,877,CPLE,n_23777,n_23777,No,CPLE,0.063780895,0.063780895,2632.4,0.000759762953958365
655,PP_65111,2.6,SOLAR,-79.78992,35.75101,POINT (-79.78992 35.75101),yellow,CPLE,906,Overlapping,n_18710,n_18710,No,CPLE,0.030247606,0.030247606,2632.4,0.0009876918401458745
656,PP_59217,5.0,SOLAR,-80.416944,35.903333,POINT (-80.416944 35.903333),yellow,DUK,81,DUK,n_6977,n_6977,No,DUK,0.080013541,0.080013541,2361.4,0.0021173879901753194
657,PP_60429,3.7,SOLAR,-78.298796,36.06936,POINT (-78.298796 36.06936),yellow,CPLE,775,CPLE,n_9859,n_9859,No,CPLE,0.230928719,0.230928719,2632.4,0.0014055614648229753
658,PP_2714,84.0,HYDRO,-80.06483,35.206741,POINT (-80.06483 35.206741),royalblue,CPLE,680,CPLE,n_15691,n_15691,No,CPLE,0.002689802,0.002689802,548.8,0.15306122448979592
659,PP_65550,4.8,SOLAR,-79.136921,35.688268,POINT (-79.136921 35.688268),yellow,CPLE,570,Overlapping,n_23847,n_23847,No,CPLE,0.017890373,0.017890373,2632.4,0.001823431089500076
660,PP_61131,3.0,SOLAR,-77.615869,35.829572,POINT (-77.615869 35.829572),yellow,PJM,139,CPLE,n_6663,n_6663,No,CPLE,0.079649028,0.079649028,2632.4,0.0011396444309375474
661,PP_59377,1.5,SOLAR,-77.969722,34.823889,POINT (-77.969722 34.823889),yellow,CPLE,57,CPLE,n_9869,n_9869,No,CPLE,0.005848005,0.005848005,2632.4,0.0005698222154687737
662,PP_59498,10.0,SOLAR,-78.1398,35.7998,POINT (-78.1398 35.7998),yellow,DUK,760,CPLE,n_6890,n_6890,No,DUK,0.147929721,0.147929721,2361.4,0.004234775980350639
663,PP_65549,5.0,SOLAR,-77.186594,35.059582,POINT (-77.186594 35.059582),yellow,CPLE,313,CPLE,n_23599,n_23599,No,CPLE,0.017808817,0.017808817,2632.4,0.0018994073848959123
664,PP_63842,78.7,SOLAR,-77.2514,34.9915,POINT (-77.2514 34.9915),yellow,CPLE,313,CPLE,n_9479,n_9479,No,CPLE,0.077416151,0.077416151,2632.4,0.029896672238261663
665,PP_60291,5.0,SOLAR,-79.9282,35.87025,POINT (-79.9282 35.87025),yellow,DUK,412,Overlapping,n_7031,n_7031,No,DUK,0.117612886,0.117612886,2361.4,0.0021173879901753194
666,PP_61086,5.0,SOLAR,-80.774867,35.734972,POINT (-80.774867 35.734972),yellow,DUK,893,DUK,n_9412,n_9412,No,DUK,0.134094943,0.134094943,2361.4,0.0021173879901753194
667,PP_64366,5.0,SOLAR,-78.20425,34.312472,POINT (-78.20425 34.312472),yellow,CPLE,586,CPLE,n_30413,n_30413,No,CPLE,0.023637957,0.023637957,2632.4,0.0018994073848959123
668,PP_65548,5.0,SOLAR,-78.326891,35.713283,POINT (-78.326891 35.713283),yellow,CPLE,380,CPLE,n_6893,n_6893,No,CPLE,0.044141868,0.044141868,2632.4,0.0018994073848959123
669,PP_2751,3.0,HYDRO,-83.128111,35.247011,POINT (-83.128111 35.247011),royalblue,DUK,521,Overlapping,n_7798,n_7798,No,DUK,0.013802487,0.013802487,5094.8,0.0005888356755907985
670,PP_54897,42.0,HYDRO,-80.1758,35.4856,POINT (-80.1758 35.4856),royalblue,YAD,677,CPLE,n_15692,n_15692,No,CPLE,0.098741674,0.098741674,548.8,0.07653061224489796
671,PP_58670,5.0,SOLAR,-79.104444,34.524444,POINT (-79.104444 34.524444),yellow,DUK,837,CPLE,n_23776,n_23776,No,DUK,0.05881598,0.05881598,2361.4,0.0021173879901753194
672,PP_2735,5.4,HYDRO,-82.186369,35.334767,POINT (-82.186369 35.334767),royalblue,DUK,274,DUK,n_11731,n_11731,No,DUK,0.262868735,0.262868735,5094.8,0.0010599042160634373
673,PP_2736,5.0,HYDRO,-82.389371,35.245006,POINT (-82.389371 35.245006),royalblue,DUK,152,Overlapping,n_11731,n_11731,No,DUK,0.08782204,0.08782204,5094.8,0.0009813927926513308
674,PP_60048,4.5,SOLAR,-77.105614,35.501688,POINT (-77.105614 35.501688),yellow,DUK,568,CPLE,n_9868,n_9868,No,DUK,0.030322755,0.030322755,2361.4,0.0019056491911577877
675,PP_60191,4.0,SOLAR,-77.13432,35.154273,POINT (-77.13432 35.154273),yellow,DUK,271,CPLE,n_9480,n_9480,No,DUK,0.016822772,0.016822772,2361.4,0.0016939103921402557
676,PP_58348,5.0,SOLAR,-81.326667,35.629167,POINT (-81.326667 35.629167),yellow,DUK,716,DUK,n_30412,n_30412,No,DUK,0.004821779,0.004821779,2361.4,0.0021173879901753194
677,PP_54276,32.0,COAL,-79.0617,35.9069,POINT (-79.0617 35.9069),grey,DUK,497,Overlapping,n_4169,n_4169,No,DUK,0.000693098,0.000693098,7321.1,0.00437092786603106
678,PP_58812,5.0,SOLAR,-77.883889,35.781944,POINT (-77.883889 35.781944),yellow,CPLE,756,CPLE,n_28954,n_28954,No,CPLE,0.021795097,0.021795097,2632.4,0.0018994073848959123
679,PP_58526,9.6,BIOMASS,-79.964939,35.332974,POINT (-79.964939 35.332974),forestgreen,CPLE,682,CPLE,n_15690,n_15690,No,CPLE,0.034086148,0.034086148,806.5,0.011903285802851828
680,PP_64674,2.0,SOLAR,-78.527499,34.984045,POINT (-78.527499 34.984045),yellow,CPLE,858,CPLE,n_13956,n_13956,No,CPLE,0.186047447,0.186047447,2632.4,0.000759762953958365
681,PP_59761,5.0,SOLAR,-77.880517,35.776992,POINT (-77.880517 35.776992),yellow,CPLE,756,CPLE,n_28954,n_28954,No,CPLE,0.018786846,0.018786846,2632.4,0.0018994073848959123
682,PP_59928,5.0,SOLAR,-78.411966,36.258478,POINT (-78.411966 36.258478),yellow,DUK,444,CPLE,n_9859,n_9859,No,DUK,0.029685186,0.029685186,2361.4,0.0021173879901753194
683,PP_63734,5.0,SOLAR,-81.177116,35.878809,POINT (-81.177116 35.878809),yellow,DUK,905,DUK,n_15622,n_15622,No,DUK,0.190979124,0.190979124,2361.4,0.0021173879901753194
684,PP_59190,2.0,SOLAR,-79.080278,35.823333,POINT (-79.080278 35.823333),yellow,CPLE,601,Overlapping,n_10015,n_10015,No,CPLE,0.008970099,0.008970099,2632.4,0.000759762953958365
685,PP_59605,5.0,SOLAR,-78.343056,36.325,POINT (-78.343056 36.325),yellow,CPLE,23,CPLE,n_9859,n_9859,No,CPLE,0.066206066,0.066206066,2632.4,0.0018994073848959123
686,PP_60961,5.0,SOLAR,-80.4185,35.401091,POINT (-80.4185 35.401091),yellow,DUK,87,DUK,n_15777,n_15777,No,DUK,0.150053203,0.150053203,2361.4,0.0021173879901753194
687,PP_60920,2.0,SOLAR,-78.962159,34.934886,POINT (-78.962159 34.934886),yellow,CPLE,534,CPLE,n_23793,n_23793,No,CPLE,0.037489666,0.037489666,2632.4,0.000759762953958365
688,PP_2716,163.0,OIL,-78.97552,34.587538,POINT (-78.97552 34.587538),darkviolet,CPLE,880,CPLE,n_28662,n_28662,No,CPLE,0.00138842,0.00138842,498.4,0.32704654895666135
689,PP_58863,5.0,SOLAR,-81.426111,35.352222,POINT (-81.426111 35.352222),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.151141643,0.151141643,2361.4,0.0021173879901753194
690,PP_62627,2.2,SOLAR,-80.122015,35.102174,POINT (-80.122015 35.102174),yellow,CPLE,556,Overlapping,n_10051,n_10051,No,CPLE,0.043497258,0.043497258,2632.4,0.0008357392493542015
691,PP_61087,5.0,SOLAR,-80.09732,34.99115,POINT (-80.09732 34.99115),yellow,CPLE,505,Overlapping,n_10052,n_10052,No,CPLE,0.012309277,0.012309277,2632.4,0.0018994073848959123
692,PP_60575,5.0,SOLAR,-80.093192,35.023406,POINT (-80.093192 35.023406),yellow,CPLE,505,Overlapping,n_10052,n_10052,No,CPLE,0.032400802,0.032400802,2632.4,0.0018994073848959123
693,PP_60576,5.0,SOLAR,-80.051028,34.969356,POINT (-80.051028 34.969356),yellow,CPLE,505,Overlapping,n_10052,n_10052,No,CPLE,0.040889017,0.040889017,2632.4,0.0018994073848959123
694,PP_61129,5.0,SOLAR,-80.028987,34.973863,POINT (-80.028987 34.973863),yellow,CPLE,505,Overlapping,n_10052,n_10052,No,CPLE,0.058931869,0.058931869,2632.4,0.0018994073848959123
695,PP_58862,5.0,SOLAR,-78.956739,36.458658,POINT (-78.956739 36.458658),yellow,CPLE,525,CPLE,n_22541,n_22541,No,CPLE,0.019872972,0.019872972,2632.4,0.0018994073848959123
696,PP_59688,9.0,BIOMASS,-78.854,35.674,POINT (-78.854 35.674),forestgreen,CPLE,182,Overlapping,n_28771,n_28771,No,CPLE,0.039974943,0.039974943,806.5,0.011159330440173589
697,PP_61536,5.0,SOLAR,-78.312403,35.814236,POINT (-78.312403 35.814236),yellow,CPLE,185,Overlapping,n_12414,n_12414,No,CPLE,0.030617572,0.030617572,2632.4,0.0018994073848959123
698,PP_59050,2.0,SOLAR,-77.97173,34.75813,POINT (-77.97173 34.75813),yellow,DUK,57,CPLE,n_9419,n_9419,No,DUK,0.034818452,0.034818452,2361.4,0.0008469551960701278
699,PP_2715,108.0,HYDRO,-83.0503,35.6946,POINT (-83.0503 35.6946),royalblue,CPLE,817,CPLW,n_6024,n_6024,No,CPLE,0.432959781,0.432959781,548.8,0.1967930029154519
700,PP_59603,5.0,SOLAR,-79.048889,34.496944,POINT (-79.048889 34.496944),yellow,CPLE,248,CPLE,n_9851,n_9851,No,CPLE,0.069178268,0.069178268,2632.4,0.0018994073848959123
701,PP_60393,4.0,SOLAR,-81.623934,35.318824,POINT (-81.623934 35.318824),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.100458646,0.100458646,2361.4,0.0016939103921402557
702,PP_57607,2.0,OIL,-79.9708,35.9678,POINT (-79.9708 35.9678),darkviolet,DUK,834,DUK,n_7041,n_7041,No,DUK,0.066305086,0.066305086,140.0,0.014285714285714285
703,PP_62223,5.0,SOLAR,-78.369,35.252,POINT (-78.369 35.252),yellow,CPLE,855,CPLE,n_28999,n_28999,No,CPLE,0.000811688,0.000811688,2632.4,0.0018994073848959123
704,PP_58312,4.0,SOLAR,-78.171111,36.415,POINT (-78.171111 36.415),yellow,CPLE,633,CPLE,n_16911,n_16911,No,CPLE,0.073825633,0.073825633,2632.4,0.00151952590791673
705,PP_62100,4.9,SOLAR,-78.178,36.412,POINT (-78.178 36.412),yellow,CPLE,633,CPLE,n_16911,n_16911,No,CPLE,0.074515696,0.074515696,2632.4,0.0018614192371979943
706,PP_58848,65.0,SOLAR,-78.125833,35.005556,POINT (-78.125833 35.005556),yellow,CPLE,672,CPLE,n_23789,n_23789,No,CPLE,0.024835357,0.024835357,2632.4,0.024692296003646863
707,PP_59119,2.0,SOLAR,-78.11,35.01,POINT (-78.11 35.01),yellow,DUK,672,CPLE,n_9870,n_9870,No,DUK,0.018732939,0.018732939,2361.4,0.0008469551960701278
708,PP_59120,2.0,SOLAR,-78.05,35.01,POINT (-78.05 35.01),yellow,DUK,672,CPLE,n_9870,n_9870,No,DUK,0.041328066,0.041328066,2361.4,0.0008469551960701278
709,PP_58845,5.0,SOLAR,-77.053611,35.565278,POINT (-77.053611 35.565278),yellow,CPLE,574,CPLE,n_9868,n_9868,No,CPLE,0.111922008,0.111922008,2632.4,0.0018994073848959123
710,PP_58846,5.0,SOLAR,-76.833611,35.499444,POINT (-76.833611 35.499444),yellow,CPLE,572,CPLE,n_9862,n_9862,No,CPLE,0.136558009,0.136558009,2632.4,0.0018994073848959123
711,PP_58135,12.4,SOLAR,-76.8484,35.5052,POINT (-76.8484 35.5052),yellow,CPLE,572,CPLE,n_9862,n_9862,No,CPLE,0.147973041,0.147973041,2632.4,0.004710530314541863
712,PP_57169,2.4,BIOMASS,-80.040555,36.193611,POINT (-80.040555 36.193611),forestgreen,DUK,546,DUK,n_6682,n_6682,No,DUK,0.088543832,0.088543832,94.3,0.02545068928950159
713,PP_55534,1.8,OIL,-81.7278,35.737748,POINT (-81.7278 35.737748),darkviolet,DUK,695,DUK,n_14783,n_14783,No,DUK,0.007367714,0.007367714,140.0,0.012857142857142857
714,PP_59153,20.0,SOLAR,-77.721389,36.129722,POINT (-77.721389 36.129722),yellow,PJM,751,CPLE,n_6404,n_6404,No,CPLE,0.017444419,0.017444419,2632.4,0.007597629539583649
715,PP_58317,5.0,SOLAR,-79.335278,34.726944,POINT (-79.335278 34.726944),yellow,CPLE,876,CPLE,n_9852,n_9852,No,CPLE,0.065200489,0.065200489,2632.4,0.0018994073848959123
716,PP_60602,5.0,SOLAR,-78.019026,35.221083,POINT (-78.019026 35.221083),yellow,DUK,222,CPLE,n_9488,n_9488,No,DUK,0.040638348,0.040638348,2361.4,0.0021173879901753194
717,PP_60598,5.0,SOLAR,-78.07948,35.31556,POINT (-78.07948 35.31556),yellow,DUK,803,CPLE,n_31010,n_31010,No,DUK,0.021603736,0.021603736,2361.4,0.0021173879901753194
718,PP_60597,5.0,SOLAR,-77.871225,35.324377,POINT (-77.871225 35.324377),yellow,DUK,220,CPLE,n_23600,n_23600,No,DUK,0.135761447,0.135761447,2361.4,0.0021173879901753194
719,PP_65547,5.0,SOLAR,-77.919201,35.416191,POINT (-77.919201 35.416191),yellow,CPLE,239,CPLE,n_23600,n_23600,No,CPLE,0.155274369,0.155274369,2632.4,0.0018994073848959123
720,PP_59584,5.0,SOLAR,-78.291129,35.511698,POINT (-78.291129 35.511698),yellow,DUK,416,CPLE,n_340,n_340,No,DUK,0.012518066,0.012518066,2361.4,0.0021173879901753194
721,PP_62595,5.0,SOLAR,-78.354999,35.734581,POINT (-78.354999 35.734581),yellow,CPLE,380,CPLE,n_22589,n_22589,No,CPLE,0.042893923,0.042893923,2632.4,0.0018994073848959123
