,Plant_id,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,eGRID_BA,index_right,BA_ID,nearest_node,near_st_2,changes?,Assume_BA,distance_to_nearest_node,distance_2,Total_Capacity,Weight
858,PP_58257,1.1,HYDRO,-81.745556,34.921389,POINT (-81.745556 34.921389),royalblue,DUK,1080,DUK,n_4478,n_4478,No,DUK,0.025898111,0.025898111,5094.8,0.0002159064143832928
859,PP_6127,1029.6,NUCLEAR,-81.3153,34.2983,POINT (-81.3153 34.2983),cyan,SCEG,963,DUK,n_29011,n_29011,No,DUK,0.001192697,0.001192697,8547.099999999999,0.12046191105755169
860,PP_56131,2.9,OIL,-83.03832,34.65724,POINT (-83.03832 34.65724),darkviolet,DUK,1014,DUK,n_8325,n_8325,No,DUK,0.15715011,0.15715011,140.0,0.020714285714285713
861,PP_61950,2.0,SOLAR,-80.108313,34.091583,POINT (-80.108313 34.091583),yellow,CPLE,1093,CPLE,n_9945,n_9945,No,CPLE,0.045814367,0.045814367,2632.4,0.000759762953958365
862,PP_3264,1117.9,GAS,-82.435,34.6022,POINT (-82.435 34.6022),red,DUK,926,DUK,n_10239,n_10239,No,DUK,0.00084063,0.00084063,12884.5,0.08676316504326904
863,PP_10801,6.2,HYDRO,-82.233581,34.404006,POINT (-82.233581 34.404006),royalblue,DUK,944,DUK,n_28842,n_28842,No,DUK,0.105786094,0.105786094,5094.8,0.0012169270628876502
864,PP_61951,2.0,SOLAR,-79.844619,34.523944,POINT (-79.844619 34.523944),yellow,CPLE,1111,CPLE,n_9929,n_9929,No,CPLE,0.001543842,0.001543842,2632.4,0.000759762953958365
865,PP_3270,90.5,HYDRO,-80.7021,34.3355,POINT (-80.7021 34.3355),royalblue,DUK,942,Overlapping,n_17955,n_17955,No,DUK,0.000929008,0.000929008,5094.8,0.017763209546989088
866,PP_62347,2.0,SOLAR,-80.078469,34.069422,POINT (-80.078469 34.069422),yellow,CPLE,1093,CPLE,n_9945,n_9945,No,CPLE,0.082970714,0.082970714,2632.4,0.000759762953958365
867,PP_7814,5.8,OIL,-81.4919,34.5567,POINT (-81.4919 34.5567),darkviolet,DUK,1107,DUK,n_18302,n_18302,No,DUK,0.174166547,0.174166547,140.0,0.041428571428571426
868,PP_57885,1.6,BIOMASS,-82.130278,35.001194,POINT (-82.130278 35.001194),forestgreen,DUK,972,DUK,n_14031,n_14031,No,DUK,0.050454438,0.050454438,94.3,0.016967126193001062
869,PP_50806,103.8,BIOMASS,-79.5606,34.1497,POINT (-79.5606 34.1497),forestgreen,CPLE,984,CPLE,n_7069,n_7069,No,CPLE,0.075721387,0.075721387,806.5,0.1287042777433354
870,PP_63760,2.0,SOLAR,-82.398437,34.786327,POINT (-82.398437 34.786327),yellow,DUK,997,DUK,n_14001,n_14001,No,DUK,0.003413772,0.003413772,2361.4,0.0008469551960701278
871,PP_59569,10.0,SOLAR,-79.383611,34.398056,POINT (-79.383611 34.398056),yellow,CPLE,966,CPLE,n_9854,n_9854,No,CPLE,0.011190538,0.011190538,2632.4,0.0037988147697918247
872,PP_61952,2.0,SOLAR,-82.524315,34.721613,POINT (-82.524315 34.721613),yellow,DUK,929,DUK,n_14593,n_14593,No,DUK,0.088437041,0.088437041,2361.4,0.0008469551960701278
873,PP_61953,2.0,SOLAR,-79.564983,33.984625,POINT (-79.564983 33.984625),yellow,CPLE,984,CPLE,n_10584,n_10584,No,CPLE,0.182400789,0.182400789,2632.4,0.000759762953958365
874,PP_6249,1260.0,COAL,-79.357236,33.33184,POINT (-79.357236 33.33184),grey,SC,931,CPLE,n_9898,n_9898,No,CPLE,0.000169705,0.000169705,4581.4,0.2750251014973589
875,PP_3271,60.0,HYDRO,-81.0078,35.0218,POINT (-81.0078 35.0218),royalblue,DUK,1030,DUK,n_28108,n_28108,No,DUK,0.002974074,0.002974074,5094.8,0.01177671351181597
