Plant_id,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,eGRID_BA,index_right,BA_ID,nearest_node,near_st_2,changes?,Assume_BA,distance_to_nearest_node,distance_2
PP_63017,5,SOLAR,-80.376,35.933,POINT (-80.376 35.933),yellow,DUK,232,DUK,n_6977,n_6977,No,DUK,0.052786377,0.052786377
PP_59760,5,SOLAR,-78.141105,36.404382,POINT (-78.141105 36.404382),yellow,CPLE,633,CPLE,n_16911,n_16911,No,CPLE,0.097594475,0.097594475
PP_60929,5,SOLAR,-77.933518,35.993015,POINT (-77.933518 35.993015),yellow,DUK,708,CPLE,n_28998,n_28998,No,DUK,0.108409944,0.108409944
PP_60129,2,SOLAR,-78.370875,35.604208,POINT (-78.370875 35.604208),yellow,DUK,417,CPLE,n_6904,n_6904,No,DUK,0.045902595,0.045902595
PP_62131,2,SOLAR,-78.297336,35.557397,POINT (-78.297336 35.557397),yellow,CPLE,416,CPLE,n_6903,n_6903,No,CPLE,0.019395239,0.019395239
PP_62204,2,SOLAR,-78.302297,35.572873,POINT (-78.302297 35.572873),yellow,CPLE,416,CPLE,n_6903,n_6903,No,CPLE,0.033667891,0.033667891
PP_59114,2,SOLAR,-80.665833,35.710833,POINT (-80.665833 35.710833),yellow,DUK,769,DUK,n_4473,n_4473,No,DUK,0.065960227,0.065960227
PP_58865,3.5,BIOMASS,-80.998889,35.294444,POINT (-80.998889 35.294444),forestgreen,DUK,134,DUK,n_30415,n_30415,No,DUK,0.036889762,0.036889762
PP_2730,25.5,HYDRO,-81.437773,35.774234,POINT (-81.437773 35.774234),royalblue,DUK,40,DUK,n_14194,n_14194,No,DUK,0.000427374,0.000427374
PP_65583,1.9,SOLAR,-77.637943,34.784644,POINT (-77.637943 34.784644),yellow,CPLE,279,CPLE,n_9836,n_9836,No,CPLE,0.000995303,0.000995303
PP_7805,2244.8,GAS,-79.7406,34.8392,POINT (-79.7406 34.8392),red,CPLE,618,CPLE,n_28663,n_28663,No,CPLE,0.007677559,0.007677559
PP_65110,2,SOLAR,-79.57982,35.86546,POINT (-79.57982 35.86546),yellow,CPLE,909,Overlapping,n_28211,n_28211,No,CPLE,0.076636912,0.076636912
PP_2758,100,HYDRO,-77.6722,36.4789,POINT (-77.6722 36.4789),royalblue,PJM,2,CPLE,n_2416,n_2416,No,CPLE,0.004494261,0.004494261
PP_59763,2,BIOMASS,-78.9088,34.791,POINT (-78.9088 34.791),forestgreen,CPLE,212,CPLE,n_7092,n_7092,No,CPLE,0.111089345,0.111089345
PP_60165,3.8,SOLAR,-78.081389,35.264418,POINT (-78.081389 35.264418),yellow,DUK,803,CPLE,n_18868,n_18868,No,DUK,0.043926396,0.043926396
PP_58347,5,SOLAR,-79.609722,34.965556,POINT (-79.609722 34.965556),yellow,CPLE,618,CPLE,n_9886,n_9886,No,CPLE,0.093084815,0.093084815
PP_55116,977.5,GAS,-79.8297,36.3297,POINT (-79.8297 36.3297),red,DUK,320,DUK,n_7011,n_7011,No,DUK,0.003466027,0.003466027
PP_60106,5,SOLAR,-79.603732,34.980661,POINT (-79.603732 34.980661),yellow,DUK,616,CPLE,n_9886,n_9886,No,DUK,0.107193647,0.107193647
PP_58668,3.5,SOLAR,-80.474722,35.541667,POINT (-80.474722 35.541667),yellow,DUK,770,DUK,n_28700,n_28700,No,DUK,0.009629322,0.009629322
PP_50468,1.6,HYDRO,-77.802435,35.960058,POINT (-77.802435 35.960058),royalblue,CPLE,752,CPLE,n_11856,n_11856,No,CPLE,0.018306531,0.018306531
PP_60761,5,SOLAR,-81.440717,35.187475,POINT (-81.440717 35.187475),yellow,DUK,268,DUK,n_30852,n_30852,No,DUK,0.026409543,0.026409543
PP_59375,2,SOLAR,-77.969722,34.823889,POINT (-77.969722 34.823889),yellow,CPLE,57,CPLE,n_9869,n_9869,No,CPLE,0.005848005,0.005848005
PP_50555,180,OIL,-77.6594,36.4517,POINT (-77.6594 36.4517),darkviolet,PJM,2,CPLE,n_10054,n_10054,No,CPLE,0.001287365,0.001287365
PP_61520,2,SOLAR,-78.10709,35.4375,POINT (-78.10709 35.4375),yellow,CPLE,802,CPLE,n_6907,n_6907,No,CPLE,0.002883652,0.002883652
PP_2712,2558.2,COAL,-79.0731,36.4833,POINT (-79.0731 36.4833),grey,CPLE,359,CPLE,n_1514,n_1514,No,CPLE,0.002517873,0.002517873
PP_58340,5,SOLAR,-78.917364,36.4797,POINT (-78.917364 36.4797),yellow,CPLE,835,CPLE,n_7559,n_7559,No,CPLE,0.011329351,0.011329351
PP_61288,5,SOLAR,-78.622242,36.326821,POINT (-78.622242 36.326821),yellow,CPLE,342,Overlapping,n_10707,n_10707,No,CPLE,0.030875032,0.030875032
PP_59831,4.9,SOLAR,-78.689,35.216,POINT (-78.689 35.216),yellow,CPLE,755,CPLE,n_6902,n_6902,No,CPLE,0.123167694,0.123167694
PP_62594,22,SOLAR,-81.7634,35.32062,POINT (-81.7634 35.32062),yellow,DUK,510,DUK,n_15512,n_15512,No,DUK,0.061564779,0.061564779
PP_60922,2,SOLAR,-78.022,35.274,POINT (-78.022 35.274),yellow,CPLE,803,CPLE,n_9488,n_9488,No,CPLE,0.016206416,0.016206416
PP_59589,74.8,SOLAR,-81.830556,35.257778,POINT (-81.830556 35.257778),yellow,DUK,515,DUK,n_15512,n_15512,No,DUK,0.036808969,0.036808969
PP_62596,5,SOLAR,-78.135,35.819,POINT (-78.135 35.819),yellow,CPLE,760,CPLE,n_6890,n_6890,No,CPLE,0.147920923,0.147920923
PP_62102,5,SOLAR,-78.658,34.44,POINT (-78.658 34.44),yellow,CPLE,612,CPLE,n_7089,n_7089,No,CPLE,0.116669576,0.116669576
PP_54984,4.5,BIOMASS,-80.183458,36.191241,POINT (-80.183458 36.191241),forestgreen,DUK,550,DUK,n_28667,n_28667,No,DUK,0.027859606,0.027859606
PP_61128,3.8,SOLAR,-80.422626,35.632585,POINT (-80.422626 35.632585),yellow,DUK,808,DUK,n_6685,n_6685,No,DUK,0.090346649,0.090346649
PP_58805,5,SOLAR,-79.695,35.311667,POINT (-79.695 35.311667),yellow,DUK,615,CPLE,n_14626,n_14626,No,DUK,0.102628613,0.102628613
PP_57492,9.6,BIOMASS,-78.4625,34.9856,POINT (-78.4625 34.9856),forestgreen,CPLE,827,CPLE,n_13956,n_13956,No,CPLE,0.121730692,0.121730692
PP_61096,2,SOLAR,-78.470536,34.961039,POINT (-78.470536 34.961039),yellow,CPLE,858,CPLE,n_13956,n_13956,No,CPLE,0.136468385,0.136468385
PP_58491,1.2,SOLAR,-77.954167,35.868333,POINT (-77.954167 35.868333),yellow,CPLE,705,CPLE,n_6888,n_6888,No,CPLE,0.056733296,0.056733296
PP_54898,45,HYDRO,-83.863889,35.4475,POINT (-83.863889 35.4475),royalblue,TVA,849,DUK,n_7798,n_1063,Yes,DUK,0.769724342,0.419195907
PP_59500,5,SOLAR,-78.146944,36.139444,POINT (-78.146944 36.139444),yellow,CPLE,773,CPLE,n_9858,n_9858,No,CPLE,0.145320242,0.145320242
PP_56915,2,SOLAR,-78.7503,35.8136,POINT (-78.7503 35.8136),yellow,CPLE,186,Overlapping,n_324,n_324,No,CPLE,0.042906516,0.042906516
PP_60921,2,SOLAR,-77.795061,35.287803,POINT (-77.795061 35.287803),yellow,CPLE,107,CPLE,n_9873,n_9873,No,CPLE,0.107384078,0.107384078
PP_63345,4.5,SOLAR,-77.908113,34.53827,POINT (-77.908113 34.53827),yellow,CPLE,176,CPLE,n_9441,n_9441,No,CPLE,0.100441824,0.100441824
PP_65556,4.5,SOLAR,-79.787634,35.532427,POINT (-79.787634 35.532427),yellow,CPLE,781,Overlapping,n_14626,n_14626,No,CPLE,0.165132891,0.165132891
PP_59592,5,SOLAR,-79.321667,35.243889,POINT (-79.321667 35.243889),yellow,CPLE,604,CPLE,n_10012,n_10012,No,CPLE,0.114708549,0.114708549
PP_58669,5,SOLAR,-78.183333,35.576389,POINT (-78.183333 35.576389),yellow,DUK,378,CPLE,n_340,n_340,No,DUK,0.123993858,0.123993858
PP_58956,4.8,SOLAR,-79.195833,34.943889,POINT (-79.195833 34.943889),yellow,CPLE,325,CPLE,n_9887,n_9887,No,CPLE,0.030145475,0.030145475
PP_58323,5,SOLAR,-79.128889,34.8475,POINT (-79.128889 34.8475),yellow,CPLE,214,CPLE,n_15226,n_15226,No,CPLE,0.0236746,0.0236746
PP_60101,2,SOLAR,-81.588436,35.309229,POINT (-81.588436 35.309229),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.067878421,0.067878421
PP_57200,1,SOLAR,-81.5956,35.2536,POINT (-81.5956 35.2536),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.051639625,0.051639625
PP_54363,4.2,OIL,-81.6292,35.3264,POINT (-81.6292 35.3264),darkviolet,DUK,268,DUK,n_4496,n_4496,No,DUK,0.109280055,0.109280055
PP_56063,1.8,OIL,-81.5225,35.3036,POINT (-81.5225 35.3036),darkviolet,DUK,268,DUK,n_4496,n_4496,No,DUK,0.050648557,0.050648557
PP_60156,5,SOLAR,-79.268026,34.983772,POINT (-79.268026 34.983772),yellow,DUK,324,CPLE,n_18698,n_18698,No,DUK,0.10863802,0.10863802
PP_60380,65,SOLAR,-79.38472,34.84492,POINT (-79.38472 34.84492),yellow,DUK,332,CPLE,n_28995,n_28995,No,DUK,0.099240271,0.099240271
PP_60108,5,SOLAR,-81.505606,35.258647,POINT (-81.505606 35.258647),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.038534959,0.038534959
PP_58861,5,SOLAR,-81.243333,35.612222,POINT (-81.243333 35.612222),yellow,DUK,714,DUK,n_15630,n_15630,No,DUK,0.027347471,0.027347471
PP_61019,5,SOLAR,-79.449675,35.747372,POINT (-79.449675 35.747372),yellow,CPLE,600,Overlapping,n_23848,n_23848,No,CPLE,0.009670145,0.009670145
PP_64121,4.9,SOLAR,-79.465408,35.688107,POINT (-79.465408 35.688107),yellow,CPLE,600,Overlapping,n_6696,n_6696,No,CPLE,0.055115212,0.055115212
PP_65567,5,SOLAR,-79.558408,34.775083,POINT (-79.558408 34.775083),yellow,CPLE,362,CPLE,n_9881,n_9881,No,CPLE,0.037045592,0.037045592
PP_54823,28.5,OIL,-78.807292,34.74625,POINT (-78.807292 34.74625),darkviolet,CPLE,656,CPLE,n_7092,n_7092,No,CPLE,0.000753527,0.000753527
PP_56035,2.8,OIL,-77.91919,35.694344,POINT (-77.91919 35.694344),darkviolet,CPLE,756,CPLE,n_6892,n_6892,No,CPLE,0.094164698,0.094164698
PP_58575,9.2,OIL,-77.659167,35.268333,POINT (-77.659167 35.268333),darkviolet,CPLE,105,CPLE,n_23782,n_23782,No,CPLE,0.046234883,0.046234883
PP_65551,5,SOLAR,-79.465814,34.79217,POINT (-79.465814 34.79217),yellow,CPLE,360,CPLE,n_29001,n_29001,No,CPLE,0.027749409,0.027749409
PP_60367,5.2,SOLAR,-79.42346,35.86267,POINT (-79.42346 35.86267),yellow,CPLE,143,DUK,n_23848,n_23848,No,CPLE,0.120739897,0.120739897
PP_59106,2,SOLAR,-77.649444,35.444167,POINT (-77.649444 35.444167),yellow,CPLE,798,CPLE,n_28953,n_28953,No,CPLE,0.172810295,0.172810295
PP_59857,5,SOLAR,-77.762458,36.052801,POINT (-77.762458 36.052801),yellow,PJM,700,CPLE,n_6655,n_6655,No,CPLE,0.000679484,0.000679484
PP_64237,4.9,SOLAR,-78.08459,35.184704,POINT (-78.08459 35.184704),yellow,CPLE,803,CPLE,n_9876,n_9876,No,CPLE,0.024959083,0.024959083
PP_59191,5,SOLAR,-78.386944,35.243056,POINT (-78.386944 35.243056),yellow,CPLE,855,CPLE,n_23790,n_23790,No,CPLE,0.016795564,0.016795564
PP_59192,5,SOLAR,-78.689167,34.500008,POINT (-78.689167 34.500008),yellow,CPLE,652,CPLE,n_9820,n_9820,No,CPLE,0.096624657,0.096624657
PP_60580,5,SOLAR,-78.673331,35.219272,POINT (-78.673331 35.219272),yellow,CPLE,755,CPLE,n_6902,n_6902,No,CPLE,0.116716654,0.116716654
PP_59934,3.4,SOLAR,-78.669479,35.21871,POINT (-78.669479 35.21871),yellow,SEPA,755,CPLE,n_6902,n_6902,No,CPLE,0.11677331,0.11677331
PP_58782,5,SOLAR,-77.833611,35.437222,POINT (-77.833611 35.437222),yellow,DUK,239,CPLE,n_23600,n_23600,No,DUK,0.226749555,0.226749555
PP_58829,5,SOLAR,-81.183611,35.656667,POINT (-81.183611 35.656667),yellow,DUK,714,DUK,n_15632,n_15632,No,DUK,0.057427374,0.057427374
PP_58745,4.5,SOLAR,-81.696944,35.305,POINT (-81.696944 35.305),yellow,DUK,268,DUK,n_6684,n_6684,No,DUK,0.092652563,0.092652563
PP_59606,3.5,SOLAR,-78.25,36.25,POINT (-78.25 36.25),yellow,CPLE,418,CPLE,n_9859,n_9859,No,CPLE,0.145399873,0.145399873
PP_60798,1.6,SOLAR,-77.975668,34.290189,POINT (-77.975668 34.290189),yellow,DUK,103,CPLE,n_28666,n_28666,No,DUK,0.01144345,0.01144345
PP_59825,5,WIND,-78.308,36.057,POINT (-78.308 36.057),darkcyan,CPLE,775,CPLE,n_6699,n_6699,No,CPLE,0.238769976,0.238769976
PP_58273,5,SOLAR,-79.28097,34.561146,POINT (-79.28097 34.561146),yellow,CPLE,879,CPLE,n_9849,n_9849,No,CPLE,0.013531936,0.013531936
PP_60409,5.2,SOLAR,-80.302,36.0288,POINT (-80.302 36.0288),yellow,DUK,553,DUK,n_6964,n_6964,No,DUK,0.009527441,0.009527441
PP_60553,5,SOLAR,-78.367806,36.265611,POINT (-78.367806 36.265611),yellow,CPLE,444,CPLE,n_9859,n_9859,No,CPLE,0.028575754,0.028575754
PP_62821,22.6,SOLAR,-80.536,35.218,POINT (-80.536 35.218),yellow,DUK,88,DUK,n_15775,n_15775,No,DUK,0.013887033,0.013887033
PP_61220,5,SOLAR,-80.407853,35.712886,POINT (-80.407853 35.712886),yellow,DUK,808,DUK,n_6685,n_6685,No,DUK,0.032460743,0.032460743
PP_59109,5,SOLAR,-79.701667,35.3025,POINT (-79.701667 35.3025),yellow,CPLE,615,CPLE,n_14626,n_14626,No,CPLE,0.102637248,0.102637248
PP_62997,5,SOLAR,-78.192464,35.905578,POINT (-78.192464 35.905578),yellow,CPLE,706,CPLE,n_12414,n_12414,No,CPLE,0.146475113,0.146475113
PP_59593,5,SOLAR,-78.415278,36.371111,POINT (-78.415278 36.371111),yellow,CPLE,234,CPLE,n_28766,n_28766,No,CPLE,0.062721009,0.062721009
PP_60396,4.9,SOLAR,-78.9836,34.7716,POINT (-78.9836 34.7716),yellow,DUK,212,CPLE,n_15226,n_15226,No,DUK,0.142415339,0.142415339
PP_61156,5,SOLAR,-78.981,34.7691,POINT (-78.981 34.7691),yellow,DUK,212,CPLE,n_15226,n_15226,No,DUK,0.145809811,0.145809811
PP_59604,5,SOLAR,-78.459722,36.414722,POINT (-78.459722 36.414722),yellow,DUK,249,CPLE,n_18866,n_18866,No,DUK,0.097114724,0.097114724
PP_60257,5,SOLAR,-78.328294,36.395286,POINT (-78.328294 36.395286),yellow,DUK,235,CPLE,n_28766,n_28766,No,DUK,0.128887532,0.128887532
PP_58746,5,SOLAR,-78.823889,36.08,POINT (-78.823889 36.08),yellow,DUK,117,Overlapping,n_1517,n_1517,No,DUK,0.019676401,0.019676401
PP_62602,5,SOLAR,-78.350802,35.015398,POINT (-78.350802 35.015398),yellow,CPLW,478,CPLE,n_13956,n_13956,No,CPLW,0.008935723,0.008935723
PP_56552,2.2,OIL,-80.8542,35.7972,POINT (-80.8542 35.7972),darkviolet,DUK,789,DUK,n_10017,n_10017,No,DUK,0.13601455,0.13601455
PP_61535,5,SOLAR,-80.712405,35.739704,POINT (-80.712405 35.739704),yellow,DUK,769,DUK,n_4473,n_4473,No,DUK,0.112702409,0.112702409
PP_56062,1.8,OIL,-80.942709,35.798462,POINT (-80.942709 35.798462),darkviolet,DUK,789,DUK,n_10017,n_10017,No,DUK,0.049967833,0.049967833
PP_59595,5,SOLAR,-81.106111,35.902222,POINT (-81.106111 35.902222),yellow,DUK,490,DUK,n_10017,n_10017,No,DUK,0.169243014,0.169243014
PP_61085,5,SOLAR,-79.031836,34.583119,POINT (-79.031836 34.583119),yellow,CPLE,215,CPLE,n_9851,n_9851,No,CPLE,0.018697451,0.018697451
PP_59581,5,SOLAR,-79.199722,36.079167,POINT (-79.199722 36.079167),yellow,DUK,173,Overlapping,n_1850,n_1850,No,DUK,0.167074306,0.167074306
PP_63270,5,SOLAR,-79.79,35.6,POINT (-79.79 35.6),yellow,DUK,781,Overlapping,n_6692,n_6692,No,DUK,0.12866442,0.12866442
PP_63807,60,SOLAR,-80.6574,36.1607,POINT (-80.6574 36.1607),yellow,DUK,54,DUK,n_6974,n_6974,No,DUK,0.018510381,0.018510381
PP_59505,5,SOLAR,-77.9703,36.432,POINT (-77.9703 36.432),yellow,CPLE,506,CPLE,n_6403,n_6403,No,CPLE,0.040613868,0.040613868
PP_64311,4,SOLAR,-77.75,36.06,POINT (-77.75 36.06),yellow,PJM,700,CPLE,n_6655,n_6655,No,CPLE,0.014919808,0.014919808
PP_64477,2.4,SOLAR,-77.969554,35.504069,POINT (-77.969554 35.504069),yellow,CPLE,811,CPLE,n_6907,n_6907,No,CPLE,0.155682178,0.155682178
PP_56938,1.2,SOLAR,-77.9814,34.2867,POINT (-77.9814 34.2867),yellow,CPLE,103,CPLE,n_28666,n_28666,No,CPLE,0.004987721,0.004987721
PP_59898,3,SOLAR,-77.409085,36.124961,POINT (-77.409085 36.124961),yellow,PJM,460,CPLE,n_18697,n_18697,No,CPLE,0.14981669,0.14981669
PP_58864,5,SOLAR,-78.735833,35.558056,POINT (-78.735833 35.558056),yellow,CPLE,190,Overlapping,n_22592,n_22592,No,CPLE,0.036500599,0.036500599
PP_60638,16,SOLAR,-77.593,36.395,POINT (-77.593 36.395),yellow,PJM,3,CPLE,n_22427,n_22427,No,CPLE,0.036230313,0.036230313
PP_64476,4.9,SOLAR,-77.21041,34.810913,POINT (-77.21041 34.810913),yellow,CPLE,319,CPLE,n_9454,n_9454,No,CPLE,0.01442443,0.01442443
PP_64273,4.5,SOLAR,-77.133295,35.160889,POINT (-77.133295 35.160889),yellow,CPLE,271,CPLE,n_9867,n_9867,No,CPLE,0.020295933,0.020295933
PP_59824,5,SOLAR,-79.181111,35.458333,POINT (-79.181111 35.458333),yellow,CPLE,625,CPLE,n_9995,n_9995,No,CPLE,0.004388523,0.004388523
PP_60394,5,SOLAR,-78.421185,34.745617,POINT (-78.421185 34.745617),yellow,DUK,659,CPLE,n_28719,n_28719,No,DUK,0.013181795,0.013181795
PP_60691,5,SOLAR,-79.784627,35.7527,POINT (-79.784627 35.7527),yellow,CPLE,906,Overlapping,n_18710,n_18710,No,CPLE,0.025964784,0.025964784
PP_59648,5,SOLAR,-77.499167,35.858056,POINT (-77.499167 35.858056),yellow,PJM,685,CPLE,n_6677,n_6677,No,CPLE,0.051694761,0.051694761
PP_59583,5,SOLAR,-78.681111,35.204444,POINT (-78.681111 35.204444),yellow,CPLE,755,CPLE,n_6902,n_6902,No,CPLE,0.13263934,0.13263934
PP_60160,5,SOLAR,-78.029612,36.066109,POINT (-78.029612 36.066109),yellow,CPLE,691,CPLE,n_9858,n_9858,No,CPLE,0.015307939,0.015307939
PP_57402,1.2,SOLAR,-81.152498,35.909074,POINT (-81.152498 35.909074),yellow,DUK,905,DUK,n_10017,n_10017,No,DUK,0.208259578,0.208259578
PP_2749,10.8,HYDRO,-83.0028,35.2139,POINT (-83.0028 35.2139),royalblue,DUK,519,Overlapping,n_6024,n_6024,No,DUK,0.117869132,0.117869132
PP_62786,2,SOLAR,-78.327,35.701,POINT (-78.327 35.701),yellow,CPLE,380,CPLE,n_6893,n_6893,No,CPLE,0.039888006,0.039888006
PP_59152,5,SOLAR,-77.661667,35.395833,POINT (-77.661667 35.395833),yellow,DUK,798,CPLE,n_9873,n_9873,No,DUK,0.157761279,0.157761279
PP_2750,21.6,HYDRO,-83.125398,35.233988,POINT (-83.125398 35.233988),royalblue,DUK,521,Overlapping,n_7798,n_7798,No,DUK,0.000987574,0.000987574
PP_62540,2,SOLAR,-79.2001,34.6705,POINT (-79.2001 34.6705),yellow,CPLE,877,CPLE,n_23777,n_23777,No,CPLE,0.063780895,0.063780895
PP_65111,2.6,SOLAR,-79.78992,35.75101,POINT (-79.78992 35.75101),yellow,CPLE,906,Overlapping,n_18710,n_18710,No,CPLE,0.030247606,0.030247606
PP_59217,5,SOLAR,-80.416944,35.903333,POINT (-80.416944 35.903333),yellow,DUK,81,DUK,n_6977,n_6977,No,DUK,0.080013541,0.080013541
PP_60429,3.7,SOLAR,-78.298796,36.06936,POINT (-78.298796 36.06936),yellow,CPLE,775,CPLE,n_9859,n_9859,No,CPLE,0.230928719,0.230928719
PP_2714,84,HYDRO,-80.06483,35.206741,POINT (-80.06483 35.206741),royalblue,CPLE,680,CPLE,n_15691,n_15691,No,CPLE,0.002689802,0.002689802
PP_65550,4.8,SOLAR,-79.136921,35.688268,POINT (-79.136921 35.688268),yellow,CPLE,570,Overlapping,n_23847,n_23847,No,CPLE,0.017890373,0.017890373
PP_61131,3,SOLAR,-77.615869,35.829572,POINT (-77.615869 35.829572),yellow,PJM,139,CPLE,n_6663,n_6663,No,CPLE,0.079649028,0.079649028
PP_59377,1.5,SOLAR,-77.969722,34.823889,POINT (-77.969722 34.823889),yellow,CPLE,57,CPLE,n_9869,n_9869,No,CPLE,0.005848005,0.005848005
PP_59498,10,SOLAR,-78.1398,35.7998,POINT (-78.1398 35.7998),yellow,DUK,760,CPLE,n_6890,n_6890,No,DUK,0.147929721,0.147929721
PP_65549,5,SOLAR,-77.186594,35.059582,POINT (-77.186594 35.059582),yellow,CPLE,313,CPLE,n_23599,n_23599,No,CPLE,0.017808817,0.017808817
PP_63842,78.7,SOLAR,-77.2514,34.9915,POINT (-77.2514 34.9915),yellow,CPLE,313,CPLE,n_9479,n_9479,No,CPLE,0.077416151,0.077416151
PP_60291,5,SOLAR,-79.9282,35.87025,POINT (-79.9282 35.87025),yellow,DUK,412,Overlapping,n_7031,n_7031,No,DUK,0.117612886,0.117612886
PP_61086,5,SOLAR,-80.774867,35.734972,POINT (-80.774867 35.734972),yellow,DUK,893,DUK,n_9412,n_9412,No,DUK,0.134094943,0.134094943
PP_64366,5,SOLAR,-78.20425,34.312472,POINT (-78.20425 34.312472),yellow,CPLE,586,CPLE,n_30413,n_30413,No,CPLE,0.023637957,0.023637957
PP_65548,5,SOLAR,-78.326891,35.713283,POINT (-78.326891 35.713283),yellow,CPLE,380,CPLE,n_6893,n_6893,No,CPLE,0.044141868,0.044141868
PP_2751,3,HYDRO,-83.128111,35.247011,POINT (-83.128111 35.247011),royalblue,DUK,521,Overlapping,n_7798,n_7798,No,DUK,0.013802487,0.013802487
PP_54897,42,HYDRO,-80.1758,35.4856,POINT (-80.1758 35.4856),royalblue,YAD,677,CPLE,n_15692,n_15692,No,CPLE,0.098741674,0.098741674
PP_58670,5,SOLAR,-79.104444,34.524444,POINT (-79.104444 34.524444),yellow,DUK,837,CPLE,n_23776,n_23776,No,DUK,0.05881598,0.05881598
PP_2735,5.4,HYDRO,-82.186369,35.334767,POINT (-82.186369 35.334767),royalblue,DUK,274,DUK,n_11731,n_11731,No,DUK,0.262868735,0.262868735
PP_2736,5,HYDRO,-82.389371,35.245006,POINT (-82.389371 35.245006),royalblue,DUK,152,Overlapping,n_11731,n_11731,No,DUK,0.08782204,0.08782204
PP_60048,4.5,SOLAR,-77.105614,35.501688,POINT (-77.105614 35.501688),yellow,DUK,568,CPLE,n_9868,n_9868,No,DUK,0.030322755,0.030322755
PP_60191,4,SOLAR,-77.13432,35.154273,POINT (-77.13432 35.154273),yellow,DUK,271,CPLE,n_9480,n_9480,No,DUK,0.016822772,0.016822772
PP_58348,5,SOLAR,-81.326667,35.629167,POINT (-81.326667 35.629167),yellow,DUK,716,DUK,n_30412,n_30412,No,DUK,0.004821779,0.004821779
PP_54276,32,COAL,-79.0617,35.9069,POINT (-79.0617 35.9069),grey,DUK,497,Overlapping,n_4169,n_4169,No,DUK,0.000693098,0.000693098
PP_58812,5,SOLAR,-77.883889,35.781944,POINT (-77.883889 35.781944),yellow,CPLE,756,CPLE,n_28954,n_28954,No,CPLE,0.021795097,0.021795097
PP_58526,9.6,BIOMASS,-79.964939,35.332974,POINT (-79.964939 35.332974),forestgreen,CPLE,682,CPLE,n_15690,n_15690,No,CPLE,0.034086148,0.034086148
PP_64674,2,SOLAR,-78.527499,34.984045,POINT (-78.527499 34.984045),yellow,CPLE,858,CPLE,n_13956,n_13956,No,CPLE,0.186047447,0.186047447
PP_59761,5,SOLAR,-77.880517,35.776992,POINT (-77.880517 35.776992),yellow,CPLE,756,CPLE,n_28954,n_28954,No,CPLE,0.018786846,0.018786846
PP_59928,5,SOLAR,-78.411966,36.258478,POINT (-78.411966 36.258478),yellow,DUK,444,CPLE,n_9859,n_9859,No,DUK,0.029685186,0.029685186
PP_63734,5,SOLAR,-81.177116,35.878809,POINT (-81.177116 35.878809),yellow,DUK,905,DUK,n_15622,n_15622,No,DUK,0.190979124,0.190979124
PP_59190,2,SOLAR,-79.080278,35.823333,POINT (-79.080278 35.823333),yellow,CPLE,601,Overlapping,n_10015,n_10015,No,CPLE,0.008970099,0.008970099
PP_59605,5,SOLAR,-78.343056,36.325,POINT (-78.343056 36.325),yellow,CPLE,23,CPLE,n_9859,n_9859,No,CPLE,0.066206066,0.066206066
PP_60961,5,SOLAR,-80.4185,35.401091,POINT (-80.4185 35.401091),yellow,DUK,87,DUK,n_15777,n_15777,No,DUK,0.150053203,0.150053203
PP_60920,2,SOLAR,-78.962159,34.934886,POINT (-78.962159 34.934886),yellow,CPLE,534,CPLE,n_23793,n_23793,No,CPLE,0.037489666,0.037489666
PP_2716,163,OIL,-78.97552,34.587538,POINT (-78.97552 34.587538),darkviolet,CPLE,880,CPLE,n_28662,n_28662,No,CPLE,0.00138842,0.00138842
PP_58863,5,SOLAR,-81.426111,35.352222,POINT (-81.426111 35.352222),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.151141643,0.151141643
PP_62627,2.2,SOLAR,-80.122015,35.102174,POINT (-80.122015 35.102174),yellow,CPLE,556,Overlapping,n_10051,n_10051,No,CPLE,0.043497258,0.043497258
PP_61087,5,SOLAR,-80.09732,34.99115,POINT (-80.09732 34.99115),yellow,CPLE,505,Overlapping,n_10052,n_10052,No,CPLE,0.012309277,0.012309277
PP_60575,5,SOLAR,-80.093192,35.023406,POINT (-80.093192 35.023406),yellow,CPLE,505,Overlapping,n_10052,n_10052,No,CPLE,0.032400802,0.032400802
PP_60576,5,SOLAR,-80.051028,34.969356,POINT (-80.051028 34.969356),yellow,CPLE,505,Overlapping,n_10052,n_10052,No,CPLE,0.040889017,0.040889017
PP_61129,5,SOLAR,-80.028987,34.973863,POINT (-80.028987 34.973863),yellow,CPLE,505,Overlapping,n_10052,n_10052,No,CPLE,0.058931869,0.058931869
PP_58862,5,SOLAR,-78.956739,36.458658,POINT (-78.956739 36.458658),yellow,CPLE,525,CPLE,n_22541,n_22541,No,CPLE,0.019872972,0.019872972
PP_59688,9,BIOMASS,-78.854,35.674,POINT (-78.854 35.674),forestgreen,CPLE,182,Overlapping,n_28771,n_28771,No,CPLE,0.039974943,0.039974943
PP_61536,5,SOLAR,-78.312403,35.814236,POINT (-78.312403 35.814236),yellow,CPLE,185,Overlapping,n_12414,n_12414,No,CPLE,0.030617572,0.030617572
